lamore|true|2402
-709.8201293945312,733.0263061523438,-176.7429656982422|0.9106894135475159,3.8453674022775886e-08,0.4130916893482208|-3.3000294052953905e-08,1,-2.033604928897148e-08|Running
-709.8201293945312,733.0263061523438,-176.7429656982422|0.9106894135475159,5.634495892081759e-08,0.4130916893482208|-4.864298830398184e-08,1,-2.916132579855457e-08|Running
-709.8201293945312,733.0263061523438,-176.7429656982422|0.9106894135475159,8.016432673230156e-08,0.4130916893482208|-6.946871877744343e-08,1,-4.09107663301711e-08|Running
-709.8201293945312,733.0263061523438,-176.7429656982422|0.9106894135475159,1.0988131293743209e-07,0.4130916893482208|-9.545085077888871e-08,1,-5.556933757588922e-08|Running
-709.8201293945312,733.0263061523438,-176.7429656982422|0.9106894135475159,1.336092054771143e-07,0.4130916893482208|-1.1619659545658578e-07,1,-6.727365331471447e-08|Running
-709.8201293945312,733.0263061523438,-176.7429656982422|0.9106894135475159,-1.1361275475962884e-08,0.4130916893482208|9.800444011887066e-09,1,5.8972733363305e-09|Running
-709.8201293945312,733.0263061523438,-176.7429656982422|0.9106894135475159,-9.819491708640271e-08,0.4130916893482208|8.526947681275487e-08,1,4.972481448817234e-08|Running
-709.8201293945312,733.0263061523438,-176.7429656982422|0.9106894135475159,-6.321441503587266e-08,0.4130916893482208|5.495686394851873e-08,1,3.1871330463673075e-08|Running
-709.8201293945312,733.0263061523438,-176.7429656982422|0.9106894135475159,-3.5283807875430284e-08,0.4130916893482208|3.0753387392223885e-08,1,1.761599399685565e-08|Running
-709.8201293945312,733.0263061523438,-176.7429656982422|0.9106894135475159,-7.400926538281283e-09,0.4130916893482208|6.5912755253805244e-09,1,3.385014490930871e-09|Running
-709.8201293945312,733.0263061523438,-176.7429656982422|0.9106894135475159,2.738568127824692e-08,0.4130916893482208|-2.355331041314912e-08,1,-1.4369524237167752e-08|Running
-709.5235595703125,733.0285034179688,-176.7884521484375|0.955364465713501,-0.000006834605756012024,0.2954297661781311|0.000006358614882628899,1,0.0000025718829874676885|Running
-708.59521484375,733.0660400390625,-176.94430541992188|0.9881149530410767,-0.000006163535090308869,0.15371669828891754|0.000006009111984894844,1,0.0000014692078593725455|Running
-707.6229858398438,732.9957885742188,-177.13551330566406|0.9984701871871948,-0.0000034720153507805662,0.05529267340898514|0.0000034545139442343498,1,4.121015138025541e-07|Running
-706.6807250976562,732.7434692382812,-177.35736083984375|0.9996940493583679,-0.0000022845940748084104,-0.024735363200306892|0.000002287124971189769,1,7.402890389585082e-08|Running
-706.0843505859375,732.5167846679688,-177.4985809326172|0.9992795586585999,-1.9336006573666964e-07,-0.03795285522937775|1.9324994582348154e-07,1,-6.569919719368045e-09|Running
-705.8831176757812,732.352783203125,-177.5460968017578|0.9992679953575134,1.0144771778186623e-07,-0.03825579211115837|-1.0152643881156109e-07,1,-1.1512318182083092e-10|Running
-705.8802490234375,732.28466796875,-177.5467529296875|0.9992676973342896,6.832679844137601e-08,-0.038262736052274704|-6.806331498410145e-08,1,8.188831834843313e-09|Running
-705.8802490234375,732.2835693359375,-177.5467529296875|0.9992676973342896,3.5255403929568274e-08,-0.03826289623975754|-3.465019204895725e-08,1,1.6480360187642873e-08|Running
-705.8802490234375,732.28662109375,-177.5467529296875|0.9992676973342896,-2.4758730621243785e-09,-0.03826289623975754|3.4709617402484128e-09,1,2.5940197545537558e-08|Running
-705.8802490234375,732.2875366210938,-177.5467529296875|0.9992676973342896,-4.014266608010075e-08,-0.03826289623975754|4.152696675419065e-08,1,3.538386650348002e-08|Running
-705.8802490234375,732.287841796875,-177.5467529296875|0.9992676973342896,-7.774508503644029e-08,-0.03826289623975754|7.951792468929852e-08,1,4.4811397259536534e-08|Running
-705.8802490234375,732.2879028320312,-177.5467529296875|0.9992676973342896,-1.1528323540233032e-07,-0.03826289623975754|1.1744396033464e-07,1,5.422281290634601e-08|Running
-705.8802490234375,732.2879028320312,-177.5467529296875|0.9992676973342896,-2.5127352643039558e-08,-0.03826289623975754|2.541452914783804e-08,1,7.0189281053956165e-09|Running
-705.8802490234375,732.2879028320312,-177.5467529296875|0.9992676973342896,4.23884287670262e-08,-0.03826289623975754|-4.350431481725536e-08,1,-2.833103707189366e-08|Running
-705.8802490234375,732.2879028320312,-177.5467529296875|0.9992676973342896,7.109537847327374e-08,-0.03826289623975754|-7.269361645967365e-08,1,-4.0378683507924507e-08|Running
-705.8802490234375,732.2879028320312,-177.5467529296875|0.9992676973342896,4.6738211523233986e-08,-0.03826289623975754|-4.765914241033897e-08,1,-2.3156383477385134e-08|Running
-705.8802490234375,732.2879028320312,-177.5467529296875|0.9992676973342896,1.4310558071883861e-08,-0.03826289623975754|-1.4329763153853037e-08,1,-2.2765707374805544e-10|Running
-705.8802490234375,732.2879028320312,-177.5467529296875|0.9992676973342896,-9.973807557628334e-09,-0.03826289623975754|1.0629886304514002e-08,1,1.6943168645866535e-08|Running
-705.8802490234375,732.2879028320312,-177.5467529296875|0.9992676973342896,-4.230453853892868e-08,-0.03826289623975754|4.385964658126795e-08,1,3.980336060749323e-08|Running
-705.8802490234375,732.2879028320312,-177.5467529296875|0.9992676973342896,-6.651632133980456e-08,-0.03826289623975754|6.87446899405586e-08,1,5.692286109137967e-08|Running
-705.8802490234375,732.2879028320312,-177.5467529296875|0.9992676973342896,-9.875041939721996e-08,-0.03826289623975754|1.0187513765913536e-07,1,7.971473081624936e-08|Running
-705.8802490234375,732.2879028320312,-177.5467529296875|0.9992676973342896,-4.08527149886595e-08,-0.03826289623975754|4.209141124533744e-08,1,3.1567743974392215e-08|Running
-705.6488647460938,732.24267578125,-177.56512451171875|0.9989498853683472,-6.065376112474041e-08,-0.04581603780388832|5.954568038646357e-08,1,-2.555029787743024e-08|Running
-705.0198364257812,732.05029296875,-177.63375854492188|0.9981172680854797,-1.389814059393757e-07,-0.06133412942290306|1.3862914727269526e-07,1,-9.998663230703642e-09|Running
-704.1209716796875,731.6280517578125,-177.77308654785156|0.9963302612304688,-2.2777973640586424e-07,-0.08559225499629974|2.2780720598802873e-07,1,-9.44625799803589e-09|Running
-703.5626220703125,731.3872680664062,-177.86087036132812|0.9959511756896973,-9.482521790005194e-08,-0.08989565074443817|9.451377280811357e-08,1,-7.721387085268816e-09|Running
-703.4034423828125,731.2803344726562,-177.8858642578125|0.9959424138069153,2.593405667994375e-08,-0.08999264240264893|-2.6565476929363285e-08,1,-5.818558967973786e-09|Running
-703.3998413085938,731.2064819335938,-177.88641357421875|0.9959420561790466,8.9968466454593e-08,-0.08999645709991455|-9.056453365019479e-08,1,-2.5396558189783036e-09|Running
-703.3998413085938,731.2245483398438,-177.88641357421875|0.9959420561790466,9.863433092505147e-08,-0.08999662101268768|-9.87752812875442e-08,1,2.8875861701749272e-09|Running
-703.3998413085938,731.2342529296875,-177.88641357421875|0.9959420561790466,1.0605188549561717e-07,-0.08999662101268768|-1.0580328080322943e-07,1,7.533047075014565e-09|Running
-703.3998413085938,731.23876953125,-177.88641357421875|0.9959420561790466,1.1469368388361545e-07,-0.08999662101268768|-1.139912271241883e-07,1,1.2945226224303497e-08|Running
-703.3998413085938,731.240234375,-177.88641357421875|0.9959420561790466,1.2208985822326213e-07,-0.08999662101268768|-1.2099896196104964e-07,1,1.7577301392179834e-08|Running
-703.3998413085938,731.2407836914062,-177.88641357421875|0.9959420561790466,1.294765468173864e-07,-0.08999662101268768|-1.2799770843230363e-07,1,2.2203437310963636e-08|Running
-703.3998413085938,731.2410278320312,-177.88641357421875|0.9959420561790466,1.3685375677141565e-07,-0.08999662101268768|-1.349874878542323e-07,1,2.682364552697436e-08|Running
-703.3998413085938,731.2410888671875,-177.88641357421875|0.9959420561790466,4.206813031260026e-08,-0.08999662101268768|-4.1301561282125476e-08,1,1.0380014181521346e-08|Running
-703.3998413085938,731.2410888671875,-177.88641357421875|0.9959420561790466,-5.5049795832928794e-08,-0.08999662101268768|5.45892042680407e-08,1,-7.579317617967263e-09|Running
-703.3998413085938,731.2410888671875,-177.88641357421875|0.9959420561790466,-8.50070520641566e-08,-0.08999662101268768|8.411080187897824e-08,1,-1.3751205507617215e-08|Running
-703.3998413085938,731.2410888671875,-177.88641357421875|0.9959420561790466,-7.785003930393941e-08,-0.08999662101268768|7.68730217259872e-08,1,-1.4322401042932142e-08|Running
-703.3998413085938,731.2410888671875,-177.88641357421875|0.9959420561790466,-7.070220675586825e-08,-0.08999662101268768|6.964451415569783e-08,1,-1.4892864719229237e-08|Running
-703.3998413085938,731.2410888671875,-177.88641357421875|0.9959420561790466,-6.356354020908839e-08,-0.08999662101268768|6.242527916811014e-08,1,-1.54625965365085e-08|Running
-703.3998413085938,731.2410888671875,-177.88641357421875|0.9959420561790466,-5.643402545274512e-08,-0.08999662101268768|5.5215298999655715e-08,1,-1.6031599159305188e-08|Running
-703.3998413085938,731.2410888671875,-177.88641357421875|0.9959420561790466,-4.93136518286974e-08,-0.08999662101268768|4.8014559439479854e-08,1,-1.6599871699440882e-08|Running
-703.3998413085938,731.2410888671875,-177.88641357421875|0.9959420561790466,-4.457180580175191e-08,-0.08999662101268768|4.321919533367691e-08,1,-1.697831564229091e-08|Running
-703.3998413085938,731.2410888671875,-177.88641357421875|0.9959420561790466,-3.746663779224946e-08,-0.08999662101268768|3.603383547101657e-08,1,-1.7545374930705293e-08|Running
-703.3998413085938,731.2410888671875,-177.88641357421875|0.9959420561790466,-3.037057894061945e-08,-0.08999662101268768|2.8857689571282208e-08,1,-1.8111707689172363e-08|Running
-703.3998413085938,731.2410888671875,-177.88641357421875|0.9959420561790466,-2.092331818914772e-08,-0.08999662101268768|1.9303803000525477e-08,1,-1.8865687678726317e-08|Running
-703.3998413085938,731.2410888671875,-177.88641357421875|0.9959420561790466,-1.3848469926358575e-08,-0.08999662101268768|1.214910660962687e-08,1,-1.943032756912544e-08|Running
-703.3998413085938,731.2410888671875,-177.88641357421875|0.9959420561790466,-6.782691741591407e-09,-0.08999662101268768|5.003581549090086e-09,1,-1.9994244482290924e-08|Running
-703.3998413085938,731.2410888671875,-177.88641357421875|0.9959420561790466,2.7402755065075723e-10,-0.08999662101268768|-2.132782173092096e-09,1,-2.0557436641865934e-08|Running
-703.3998413085938,731.2410888671875,-177.88641357421875|0.9959420561790466,7.321700135065612e-09,-0.08999662101268768|-9.259997213462157e-09,1,-2.1119907600564147e-08|Running
-703.3998413085938,731.2410888671875,-177.88641357421875|0.9959420561790466,1.2015127559550365e-08,-0.08999662101268768|-1.4006396042987035e-08,1,-2.1494487967288478e-08|Running
-703.3998413085938,731.2410888671875,-177.88641357421875|0.9959420561790466,1.9047748267553288e-08,-0.08999662101268768|-2.111838881546646e-08,1,-2.2055758108763257e-08|Running
-703.3998413085938,731.2410888671875,-177.88641357421875|0.9959420561790466,2.6071351300060996e-08,-0.08999662101268768|-2.8221263548289244e-08,1,-2.261630882571808e-08|Running
-703.3998413085938,731.2410888671875,-177.88641357421875|0.9959420561790466,3.3085949979749785e-08,-0.08999662101268768|-3.531502912323958e-08,1,-2.3176140118152944e-08|Running
-703.3998413085938,731.2410888671875,-177.88641357421875|0.9959420561790466,4.242475881710561e-08,-0.08999662101268768|-4.4759239870018064e-08,1,-2.392146569718534e-08|Running
-703.3998413085938,731.2410888671875,-177.88641357421875|0.9959420561790466,4.94183929333758e-08,-0.08999662101268768|-5.183180462609016e-08,1,-2.447962366147749e-08|Running
-703.2271728515625,731.2064208984375,-177.8623809814453|0.9984716176986694,-7.412274385387718e-07,-0.05526638776063919|7.401411608043418e-07,1,-4.012359866578663e-08|Running
-702.5386352539062,731.0957641601562,-177.75682067871094|0.9999986290931702,-0.000001264367597286764,0.0016519930213689804|0.000001264356228602992,1,7.94493448807998e-09|Running
-701.8108520507812,730.9717407226562,-177.66224670410156|0.9995331168174744,-6.453211653933977e-07,0.030553294345736504|6.447675673371123e-07,1,2.796955200778939e-08|Running
-701.0720825195312,730.87060546875,-177.5830841064453|0.9988579154014587,-2.2920001185866568e-07,0.047779131680727005|2.284793083617842e-07,1,2.0545284584727597e-08|Running
-700.33203125,730.7622680664062,-177.5277099609375|0.9984940886497498,-1.4038104723113065e-07,0.054859232157468796|1.395242463786417e-07,1,1.944824390420763e-08|Running
-699.5936279296875,730.6395263671875,-177.48036193847656|0.9983565807342529,-1.3629772865897394e-07,0.05730784311890602|1.3507195717465947e-07,1,2.526279274661647e-08|Running
-698.7265014648438,730.5447998046875,-177.4311065673828|0.9983458518981934,-7.325677131575503e-08,0.05749381706118584|7.238553223487543e-08,1,1.723622489180343e-08|Running
-697.8544311523438,730.5053100585938,-177.38636779785156|0.9984198808670044,3.8483118913745784e-08,0.05619388073682785|-3.8414817993270844e-08,1,-2.295641454708175e-09|Running
-696.85595703125,730.501220703125,-177.3356170654297|0.9985026717185974,8.451453226143713e-08,0.05470304191112518|-8.393190853439592e-08,1,-1.2948068395246537e-08|Running
-695.7326049804688,730.4806518554688,-177.2785186767578|0.9985697865486145,4.6905206829706e-08,0.05346357449889183|-4.632671135595956e-08,1,-1.2059675036368844e-08|Running
-694.875732421875,730.3692626953125,-177.35653686523438|0.9997566938400269,-5.104492970531282e-07,0.022056588903069496|5.098828523841803e-07,1,3.130629622205561e-08|Running
-694.0479736328125,730.0374755859375,-177.698486328125|0.9938453435897827,-0.000007279787496372592,-0.11077635735273361|0.00000730594410924823,1,-1.6978962946723186e-07|Running
-693.1826171875,729.4534301757812,-178.4536895751953|0.9437459707260132,-0.000010369089068262838,-0.33067139983177185|0.000010132893294212408,1,-0.0000024381065486522857|Running
-692.0546264648438,728.6090698242188,-179.5725860595703|0.8427953720092773,-0.000005135304490977433,-0.5382340550422668|0.000004530224487098167,1,-0.000002447359520374448|Running
-691.2757568359375,727.7345581054688,-180.09750366210938|0.8315157294273376,8.56966124729297e-08,-0.5555012226104736|-8.400782292028453e-08,1,2.851980163143253e-08|Running
-690.4805908203125,727.093994140625,-180.5023193359375|0.8466264009475708,-2.890360235596745e-07,-0.5321877002716064|2.4791702912807523e-07,1,-1.4871243081415741e-07|Running
-689.8512573242188,726.9598388671875,-180.76937866210938|0.8629245162010193,-6.567326522599615e-07,-0.5053328275680542|5.708366188628133e-07,1,-3.2482304845871113e-07|Running
-689.1001586914062,726.6417846679688,-181.057861328125|0.8817769289016724,-7.402436494885478e-07,-0.47166669368743896|6.564295631505956e-07,1,-3.4223148759338073e-07|Running
-688.32666015625,726.1568603515625,-181.31614685058594|0.8999148011207581,-7.776446864227182e-07,-0.4360657334327698|7.036549618533172e-07,1,-3.311774321446137e-07|Running
-687.3196411132812,725.7660522460938,-181.63259887695312|0.918796181678772,-5.89770138503809e-07,-0.3947323262691498|5.451437345982413e-07,1,-2.2520109155266255e-07|Running
-686.7592163085938,725.6629028320312,-181.8081512451172|0.9261384606361389,-4.021757149530458e-07,-0.377183735370636|3.7505427030737337e-07,1,-1.4534968784118973e-07|Running
-686.088134765625,725.4216918945312,-182.02182006835938|0.9323537945747375,-1.886854619215228e-07,-0.36154717206954956|1.775113958046859e-07,1,-6.411900699276885e-08|Running
-685.3102416992188,724.9852905273438,-182.27865600585938|0.9369799494743347,-1.3944341503702162e-07,-0.3493831157684326|1.320563143281106e-07,1,-4.496297378864256e-08|Running
