age|true|1209
686.7999267578125,278.5655212402344,-274.3111572265625|0.9883835911750793,5.7411821074992986e-08,-0.15197981894016266|-5.5428941436730383e-08,1,1.7283655395772257e-08|Running
686.7999267578125,278.59368896484375,-274.3111572265625|0.9883835911750793,6.769192850697436e-08,-0.15197981894016266|-6.552070885845751e-08,1,1.9294239095302146e-08|Running
686.7999267578125,278.6332092285156,-274.3111572265625|0.9883835911750793,8.823895569776141e-08,-0.15197981894016266|-8.569130471869357e-08,1,2.3312827224231114e-08|Running
686.7999267578125,278.66259765625,-274.3111572265625|0.9883835911750793,1.1902657348628054e-07,-0.15197981894016266|-1.1591487236728426e-07,1,2.933427012408174e-08|Running
686.7999267578125,278.6715087890625,-274.3111572265625|0.9883835911750793,1.0383501347632773e-07,-0.15197981894016266|-1.0122793270284092e-07,1,2.4891392058634665e-08|Running
686.7999267578125,278.6763000488281,-274.3111572265625|0.9883835911750793,5.297700411688311e-08,-0.15197981894016266|-5.1753982432956036e-08,1,1.2003038563079826e-08|Running
686.7999267578125,278.6796569824219,-274.3111572265625|0.9883835911750793,-2.322851422320582e-08,-0.15197981894016266|2.237766594248569e-08,1,-7.308841531994403e-09|Running
686.9876708984375,278.68121337890625,-274.3708190917969|0.9827566146850586,-5.216067506808031e-07,-0.18490388989448547|5.134116349836404e-07,1,-9.219941432547785e-08|Running
687.2058715820312,278.6814880371094,-274.44268798828125|0.97886061668396,-6.541621928590757e-07,-0.204528346657753|6.420968929887749e-07,1,-1.2535581106476457e-07|Running
687.5064086914062,278.681640625,-274.54388427734375|0.9751536250114441,-5.694191713701002e-07,-0.22152972221374512|5.567877110479458e-07,1,-1.1946748657010176e-07|Running
687.9207153320312,279.75494384765625,-274.6838684082031|0.9703314900398254,-0.000001406836418027524,-0.24177828431129456|0.0000013670764928974677,1,-3.3220109685316856e-07|Jumping
688.2765502929688,280.5522766113281,-274.8010559082031|0.967711329460144,-0.0000011429896176196053,-0.25206103920936584|0.0000011094277851952938,1,-2.752657621840626e-07|Freefall
688.6715087890625,281.29510498046875,-274.9237060546875|0.9661528468132019,-4.412985106228007e-07,-0.2579702138900757|4.272529565696459e-07,1,-1.1050435233528333e-07|Freefall
689.0865478515625,281.9834289550781,-275.0452575683594|0.9651930332183838,-8.641762150318755e-08,-0.2615385949611664|8.291017650208232e-08,1,-2.4444954505042915e-08|Freefall
689.5036010742188,282.61724853515625,-275.16290283203125|0.9647167325019836,5.859725504819835e-08,-0.2632899880409241|-5.7311655865532884e-08,1,1.256310788733117e-08|Freefall
690.130126953125,283.4657897949219,-275.3363342285156|0.9644618630409241,1.3196438430895796e-07,-0.2642221450805664|-1.2785694991634955e-07,1,3.27422640111763e-08|Freefall
690.5502319335938,283.96337890625,-275.4422912597656|0.9650077819824219,1.2128242588005378e-07,-0.26222115755081177|-1.1731653870583614e-07,1,3.0779546023040893e-08|Freefall
691.0792236328125,284.5086975097656,-275.55877685546875|0.9668939709663391,-2.0480255713550832e-08,-0.2551784813404083|1.9745218793332242e-08,1,-5.442165385005637e-09|Freefall
691.50390625,284.8836364746094,-275.64501953125|0.9687877893447876,-1.1536600652561901e-07,-0.24789153039455414|1.1147240286391025e-07,1,-2.9742484031203276e-08|Freefall
692.2493896484375,285.4086608886719,-275.7840881347656|0.9724439382553101,-1.6611241449027148e-07,-0.23313678801059723|1.6097487787192222e-07,1,-4.106326656483361e-08|Freefall
692.569580078125,285.58258056640625,-275.8394470214844|0.9739729166030884,-1.737677166602225e-07,-0.2266644686460495|1.6865661223164352e-07,1,-4.191541336240334e-08|Freefall
692.9976806640625,285.76678466796875,-275.9065856933594|0.9761115312576294,-1.898179675663414e-07,-0.21727007627487183|1.8465584616933484e-07,1,-4.4061611248480403e-08|Freefall
693.4267578125,285.896484375,-275.9671630859375|0.9783282279968262,-2.1993112397922232e-07,-0.2070600837469101|2.14449343616252e-07,1,-4.891950666774392e-08|Freefall
693.856689453125,285.9716796875,-276.0210876464844|0.9805759787559509,-2.5445680762459233e-07,-0.19613954424858093|2.4868964487723133e-07,1,-5.403155256544778e-08|Freefall
694.395263671875,285.9890441894531,-276.0797119140625|0.9833694100379944,-2.962680412110785e-07,-0.18161670863628387|2.903937286191649e-07,1,-5.893594590133944e-08|Freefall
694.8265991210938,285.9416198730469,-276.1199645996094|0.98549485206604,-3.183218666436005e-07,-0.169705331325531|3.1271881084649067e-07,1,-5.974533934249848e-08|Freefall
695.3668212890625,285.8056945800781,-276.1615295410156|0.9880288243293762,-3.4038339435937814e-07,-0.15426944196224213|3.3532370480315876e-07,1,-5.88185926631013e-08|Freefall
695.7993774414062,285.6356506347656,-276.1880798339844|0.9899040460586548,-3.534993595621927e-07,-0.1417391449213028|3.4897720979643054e-07,1,-5.676213277183706e-08|Freefall
696.3408203125,285.346435546875,-276.2044677734375|0.9923300743103027,-4.2556513335512136e-07,-0.12361642718315125|4.212579653994908e-07,1,-6.098039762036933e-08|Freefall
696.8004150390625,285.30792236328125,-276.2151794433594|0.9943802952766418,-3.718803611718613e-07,-0.1058671846985817|3.693772612223256e-07,1,-4.325135449789741e-08|Landed
697.1105346679688,285.3076477050781,-276.2202453613281|0.9956424832344055,-2.583676348422159e-07,-0.09325254708528519|2.572619166585355e-07,1,-2.3878570232227503e-08|Landed
697.34130859375,285.3076477050781,-276.223876953125|0.9963831901550293,-2.0810313117181067e-07,-0.0849740207195282|2.0730907124288933e-07,1,-1.8168652360373017e-08|Running
697.6489868164062,285.3076477050781,-276.2287292480469|0.9971617460250854,-1.622009477841857e-07,-0.07528918981552124|1.6160980464974273e-07,1,-1.394391624387481e-08|Running
698.2637939453125,285.3076477050781,-276.243408203125|0.9981463551521301,-1.3831154888066521e-07,-0.06085902824997902|1.3796915254715714e-07,1,-9.828415414858682e-09|Running
698.8781127929688,285.8040771484375,-276.26776123046875|0.9985355138778687,-1.2889178435671056e-07,-0.05410033464431763|1.2869904253420827e-07,1,-7.046687233724924e-09|Running
699.3388061523438,287.0818176269531,-276.2864990234375|0.998748242855072,-2.0825818580760824e-07,-0.05001945048570633|2.0801316225060873e-07,1,-1.010431560644065e-08|Jumping
699.6705932617188,287.86553955078125,-276.3014831542969|0.9987584352493286,-1.8087357034346496e-07,-0.04981540888547897|1.8067117935061106e-07,1,-8.565509190816556e-09|Freefall
700.1406860351562,288.7685241699219,-276.3274230957031|0.9986439943313599,-1.556192046336946e-07,-0.05205940455198288|1.5545839460173738e-07,1,-7.138135416084879e-09|Freefall
700.5590209960938,289.4295959472656,-276.35736083984375|0.9984828233718872,-1.6153407500496542e-07,-0.055063869804143906|1.6136631586505246e-07,1,-7.49269446487233e-09|Freefall
701.0984497070312,290.1792907714844,-276.4013366699219|0.99823397397995,-1.5555224308627658e-07,-0.05940525606274605|1.5535543695932574e-07,1,-7.931357792756444e-09|Freefall
701.63623046875,290.8438415527344,-276.4656982421875|0.9976420998573303,-1.7650027928084455e-07,-0.06863143295049667|1.7616582681512227e-07,1,-1.0925520044224868e-08|Freefall
702.0654907226562,291.31414794921875,-276.5256042480469|0.9969673752784729,-1.812015284485824e-07,-0.0778207778930664|1.8073700402965187e-07,1,-1.3012387611865961e-08|Freefall
702.49365234375,291.72998046875,-276.5921630859375|0.9961307644844055,-2.0483038554175437e-07,-0.08788355439901352|2.0414213963704242e-07,1,-1.6819225123754222e-08|Freefall
703.1343383789062,292.25152587890625,-276.70220947265625|0.994563102722168,-2.5241129719688615e-07,-0.10413556545972824|2.512193759685033e-07,1,-2.456190451027851e-08|Freefall
703.560302734375,292.5310974121094,-276.78173828125|0.9933639168739319,-2.667813987500267e-07,-0.11501384526491165|2.6524134000283084e-07,1,-2.8694346454471997e-08|Freefall
704.0911254882812,292.8039245605469,-276.88934326171875|0.9916390180587769,-2.7900415489057195e-07,-0.12904289364814758|2.769531306512363e-07,1,-3.383853908189849e-08|Freefall
704.6187133789062,292.9916076660156,-277.0118103027344|0.9894170761108398,-3.3630496432124346e-07,-0.14509950578212738|3.3316243275294255e-07,1,-4.5957239791505344e-08|Freefall
705.0391845703125,293.0804138183594,-277.11663818359375|0.987390398979187,-3.8206368913051847e-07,-0.15830403566360474|3.778258133024792e-07,1,-5.686582582598021e-08|Freefall
705.563232421875,293.11480712890625,-277.2539367675781|0.9846618175506592,-3.917543267561996e-07,-0.1744738668203354|3.8645370636913867e-07,1,-6.435416821659601e-08|Freefall
705.9823608398438,293.0810241699219,-277.36431884765625|0.9825841784477234,-3.504072196847119e-07,-0.18581795692443848|3.44951615716127e-07,1,-6.169051403048798e-08|Freefall
706.2967529296875,293.0198974609375,-277.44708251953125|0.98116534948349,-2.9407016199911595e-07,-0.19316977262496948|2.890444363856659e-07,1,-5.419979842713474e-08|Freefall
707.0302124023438,292.7580871582031,-277.64013671875|0.9781544804573059,-2.043823741360029e-07,-0.20787931978702545|2.001038836851876e-07,1,-4.1610071832565154e-08|Freefall
707.4494018554688,292.7301025390625,-277.75018310546875|0.9766876101493835,-1.2811410954327584e-07,-0.21466569602489471|1.2493727297169244e-07,1,-2.8367045601385144e-08|Landed
708.1829223632812,292.7295227050781,-277.94268798828125|0.9745307564735413,-1.2367165425075655e-07,-0.22425398230552673|1.199823174147241e-07,1,-3.007840021496122e-08|Landed
708.60205078125,292.53021240234375,-278.0527648925781|0.9735133051872253,-1.1176270930945975e-07,-0.22863024473190308|1.0854810028604334e-07,1,-2.6635516903183998e-08|Running
709.3355712890625,291.99810791015625,-278.2453918457031|0.9720421433448792,-1.0467646660572427e-07,-0.23480652272701263|1.0188070831418372e-07,1,-2.4037339230176258e-08|Running
709.8595581054688,291.515869140625,-278.3829650878906|0.9711964726448059,-1.0556054519383906e-07,-0.23828020691871643|1.0272898975927092e-07,1,-2.4301305856511135e-08|Running
710.383544921875,290.9484558105469,-278.5205383300781|0.9705080389976501,-9.203625950249261e-08,-0.24106885492801666|8.942873108708227e-08,1,-2.1757090351570696e-08|Running
710.9088745117188,290.3631591796875,-278.6527099609375|0.9702866673469543,-9.704029935164726e-08,-0.2419581413269043|9.408886114670167e-08,1,-2.3752576794322522e-08|Running
711.437255859375,290.3567199707031,-278.77178955078125|0.9710242748260498,-1.1775199482144671e-07,-0.23898090422153473|1.1398082477853677e-07,1,-2.9600080608815915e-08|Running
711.9661254882812,291.4300231933594,-278.88934326171875|0.9719682335853577,-1.9483681512610929e-07,-0.23511211574077606|1.8856819394841295e-07,1,-4.9144734504125154e-08|Jumping
712.497802734375,292.4181823730469,-278.9927978515625|0.9735890030860901,-1.8007342816872551e-07,-0.22830791771411896|1.7452401834816555e-07,1,-4.4495902074004334e-08|Freefall
713.3533325195312,293.82208251953125,-279.1315002441406|0.9775172472000122,-1.8636535514815478e-07,-0.2108554244041443|1.815639478763842e-07,1,-4.2130636757065076e-08|Freefall
713.8893432617188,294.58880615234375,-279.20977783203125|0.9798860549926758,-1.9217850422137417e-07,-0.19955788552761078|1.877282329587615e-07,1,-4.1222275370955686e-08|Freefall
714.3187866210938,295.140869140625,-279.2682800292969|0.9816336035728455,-1.8635878973327635e-07,-0.19077594578266144|1.823938760026067e-07,1,-3.8342548691616685e-08|Freefall
714.8577880859375,295.75433349609375,-279.3227233886719|0.9843227863311768,-2.5129963887593476e-07,-0.1763763725757599|2.4665422415637295e-07,1,-4.826182831152437e-08|Freefall
715.2896728515625,296.18377685546875,-279.35833740234375|0.9864910244941711,-3.2553248274780344e-07,-0.16381530463695526|3.201922993412154e-07,1,-5.9003394170531465e-08|Freefall
715.7220458984375,296.5587158203125,-279.3868713378906|0.9885680079460144,-3.703589754877612e-07,-0.1507757306098938|3.6505355183180654e-07,1,-6.286640541475208e-08|Freefall
716.1549072265625,296.8791809082031,-279.4084167480469|0.9905296564102173,-3.9953809505277604e-07,-0.13729900121688843|3.9465945178562833e-07,1,-6.275519126575091e-08|Freefall
716.5880737304688,297.1451110839844,-279.423095703125|0.9923460483551025,-4.215889930492267e-07,-0.12348806858062744|4.1730081079549564e-07,1,-6.05903665018559e-08|Freefall
717.454345703125,297.5135192871094,-279.44940185546875|0.9951511025428772,-3.6773334954887105e-07,-0.09835810959339142|3.652311306723277e-07,1,-4.344538950817878e-08|Freefall
717.887451171875,297.615966796875,-279.4623107910156|0.9960947036743164,-2.994825081259478e-07,-0.08829093724489212|2.978229645123065e-07,1,-3.1969662472874916e-08|Freefall
718.2123413085938,297.65704345703125,-279.4719543457031|0.9966307282447815,-2.4665712317073485e-07,-0.08201958239078522|2.4550180910409836e-07,1,-2.4170770274167808e-08|Freefall
718.7537231445312,297.6573791503906,-279.49249267578125|0.997247040271759,-1.9555720598418702e-07,-0.07415099442005157|1.9487838187615125e-07,1,-1.6389863688459627e-08|Freefall
719.2945556640625,297.5725402832031,-279.521728515625|0.9975444078445435,-1.865706593662253e-07,-0.0700366199016571|1.8611436303217488e-07,1,-1.3040607704795093e-08|Freefall
719.7269287109375,297.443359375,-279.550537109375|0.9976118206977844,-1.3350725680538744e-07,-0.06907019764184952|1.3326166481419932e-07,1,-8.16342993203989e-09|Freefall
720.1590576171875,297.25970458984375,-279.5837097167969|0.9975653290748596,-8.239388904485168e-08,-0.06973847001791|8.235495840835938e-08,1,-3.4334368681498972e-09|Freefall
720.5909423828125,297.0215148925781,-279.6195983886719|0.9974538087844849,-3.7221052906488694e-08,-0.07131509482860565|3.737720533081301e-08,1,8.55172599401044e-10|Freefall
721.1307983398438,296.64715576171875,-279.6654968261719|0.9972925782203674,2.7325661733357265e-09,-0.07353540509939194|-2.374124230541952e-09,1,4.9618238406878845e-09|Freefall
721.5626831054688,296.286376953125,-279.7022705078125|0.9971745610237122,2.1717825759992593e-08,-0.07511910796165466|-2.123410780541235e-08,1,7.238007082577269e-09|Freefall
721.9945678710938,295.8710632324219,-279.7390441894531|0.9970713257789612,3.214556087982601e-08,-0.07647687941789627|-3.156245398372448e-08,1,8.833318965173476e-09|Freefall
722.3184814453125,295.5238342285156,-279.7666320800781|0.9970031380653381,3.573410012336353e-08,-0.07736130058765411|-3.5089922079123426e-08,1,9.6861958454042e-09|Freefall
722.8583374023438,294.8769836425781,-279.8125915527344|0.9969029426574707,3.5872911752221626e-08,-0.07864208519458771|-3.514624680178713e-08,1,1.062429344500515e-08|Freefall
723.2902221679688,294.2981872558594,-279.849365234375|0.9968340396881104,3.192293718257133e-08,-0.07951050251722336|-3.1144260503879195e-08,1,1.1033476354782579e-08|Freefall
723.7221069335938,293.6648864746094,-279.8861083984375|0.9967748522758484,2.542888566381407e-08,-0.08024930208921432|-2.46073632581556e-08,1,1.1226068963310354e-08|Freefall
724.1533813476562,292.9770812988281,-279.92822265625|0.9966150522232056,1.1432552682322239e-08,-0.08220943063497543|-1.058294785138969e-08,1,1.0770389025083205e-08|Freefall
724.6920166015625,292.04071044921875,-279.9848327636719|0.996314525604248,-4.1290068253374557e-08,-0.08577500283718109|4.2053223126004013e-08,1,7.090299902756669e-09|Freefall
725.2301025390625,291.0191650390625,-280.04669189453125|0.995907187461853,-1.2143027561251074e-07,-0.09038197994232178|1.2180956332485948e-07,1,-1.319499953744696e-09|Freefall
725.767578125,290.8934326171875,-280.1119689941406|0.9954341053962708,-1.0997043631277847e-07,-0.09545142948627472|1.0945945660978396e-07,1,-1.0589232601887488e-08|Landed
726.197509765625,290.89251708984375,-280.1644592285156|0.9950774312019348,-1.275939354172806e-07,-0.09910068660974503|1.2611806710083329e-07,1,-2.1157267937610413e-08|Landed
726.62744140625,290.6931457519531,-280.217041015625|0.9947604537010193,-1.1088644669143832e-07,-0.10223301500082016|1.0934567740150669e-07,1,-2.0675162915040346e-08|Running
727.057373046875,290.4095153808594,-280.26959228515625|0.9944804310798645,-1.2783357306034304e-07,-0.10492244362831116|1.2603317145476467e-07,1,-2.378954633286412e-08|Running
727.4872436523438,290.0714111328125,-280.3221435546875|0.994234025478363,-9.462831940254546e-08,-0.10723178088665009|9.343682449980406e-08,1,-1.6135603075895233e-08|Running
727.9171752929688,289.67877197265625,-280.37481689453125|0.9940139651298523,-8.000276352504443e-08,-0.10925332456827164|7.932366230534171e-08,1,-1.0562019703286296e-08|Running
