wasabi|true|3418
-142.7880859375,281.6520080566406,-142.234619140625|-0.2805382311344147,-5.014906534483998e-08,0.9598428606987|-1.07219451095375e-08,1,4.911340312219181e-08|Freefall
-142.8190155029297,281.48175048828125,-142.12644958496094|-0.27916163206100464,-4.645534446012789e-08,0.9602441191673279|-9.898130315377784e-09,1,4.550109977685679e-08|Freefall
-142.88009643554688,281.13104248046875,-141.90989685058594|-0.27817437052726746,-4.905826855861051e-08,0.9605305790901184|-1.0428839125609102e-08,1,4.8053891532617854e-08|Freefall
-142.9333953857422,281.03973388671875,-141.7197265625|-0.2753586769104004,-4.8543153496893865e-08,0.9613415598869324|-1.0258253801964656e-08,1,4.755693083779988e-08|Landed
-142.9806671142578,280.9395751953125,-141.54449462890625|-0.2725500762462616,-4.954317489591631e-08,0.9621415734291077|-1.041465935713859e-08,1,4.854239676888028e-08|Landed
-143.00135803222656,280.9187927246094,-141.4661407470703|-0.26863038539886475,-4.6671068787418335e-08,0.963243305683136|-9.72993952075285e-09,1,4.5738506315728955e-08|Landed
-143.0361328125,280.9080810546875,-141.32801818847656|-0.26647090911865234,-4.925519547782642e-08,0.9638429880142212|-1.0245524428853514e-08,1,4.827037614063556e-08|Landed
-143.07562255859375,280.8262634277344,-141.16851806640625|-0.2623002827167511,-5.018010895696534e-08,0.9649863243103027|-1.0370685643579236e-08,1,4.918191720548748e-08|Landed
-143.0934600830078,280.8078918457031,-141.09429931640625|-0.25810325145721436,-4.797875874373858e-08,0.9661173224449158|-9.83647918673114e-09,1,4.703355216406635e-08|Landed
-143.12501525878906,280.79840087890625,-140.95779418945312|-0.25388211011886597,-4.9034881044462963e-08,0.9672351479530334|-1.0005011930047658e-08,1,4.806978282090313e-08|Landed
-143.16087341308594,280.7168884277344,-140.79833984375|-0.24918025732040405,-4.9979938410160685e-08,0.9684571027755737|-1.0142844786287242e-08,1,4.899808203617795e-08|Running
-143.18109130859375,280.6645812988281,-140.70616149902344|-0.24436131119728088,-4.7052520102397466e-08,0.9696842432022095|-9.468966055692363e-09,1,4.613735882230685e-08|Running
-143.22402954101562,280.5415344238281,-140.5062255859375|-0.24009130895137787,-4.8092097415519675e-08,0.9707503318786621|-9.653862598213436e-09,1,4.7153516646858407e-08|Running
-143.2684326171875,280.5830078125,-140.2964630126953|-0.2358478605747223,-4.907295192424499e-08,0.9717900156974792|-9.827959779329376e-09,1,4.8112298145497334e-08|Running
-143.29086303710938,280.6136474609375,-140.1878662109375|-0.23158258199691772,-4.6923361196604674e-08,0.9728152751922607|-9.338745776688029e-09,1,4.601148262395327e-08|Running
-143.3350372314453,280.6647033691406,-139.9680938720703|-0.22683098912239075,-4.802458164476775e-08,0.9739341139793396|-9.536994305392454e-09,1,4.708870093850237e-08|Running
-143.373291015625,280.677001953125,-139.7747802734375|-0.22117553651332855,-4.900802608176491e-08,0.9752340316772461|-9.692097791003107e-09,1,4.805448838851589e-08|Running
-143.38975524902344,280.6675720214844,-139.68524169921875|-0.21377262473106384,-4.686469523562664e-08,0.9768834710121155|-9.148231505662352e-09,1,4.597176328502428e-08|Running
-143.4226837158203,281.10711669921875,-139.50616455078125|-0.20432734489440918,-4.7968057970138034e-08,0.9789026379585266|-9.267367317988828e-09,1,4.7067484132412574e-08|Jumping
-143.4547576904297,281.53302001953125,-139.31968688964844|-0.1914300173521042,-4.822870280918323e-08,0.9815062880516052|-9.160189939905194e-09,1,4.735086278628842e-08|Freefall
-143.469970703125,281.7408752441406,-139.2228240966797|-0.1808871030807495,-4.688783761253035e-08,0.9835038781166077|-8.742064849798226e-09,1,4.60664288937096e-08|Freefall
-143.49732971191406,282.1463623046875,-139.02230834960938|-0.1677888035774231,-4.797309927084825e-08,0.9858229756355286|-8.827597319793767e-09,1,4.7160522598233e-08|Freefall
-143.5196990966797,282.5382080078125,-138.813232421875|-0.1569155603647232,-4.965817623769908e-08,0.9876120090484619|-9.074255125085529e-09,1,4.8839304156444996e-08|Freefall
-143.5361785888672,282.91644287109375,-138.59617614746094|-0.1431623101234436,-4.968196520849233e-08,0.9896992444992065|-8.962098618781056e-09,1,4.89026668049064e-08|Freefall
-143.54196166992188,283.1004333496094,-138.48486328125|-0.13256071507930756,-4.7437801242722344e-08,0.9911748766899109|-8.422634145688335e-09,1,4.673372089314398e-08|Freefall
-143.552001953125,283.4582214355469,-138.2606201171875|-0.12442236393690109,-4.914463502814215e-08,0.9922293424606323|-8.766157577611011e-09,1,4.84302624670363e-08|Freefall
-143.5568084716797,283.63201904296875,-138.14828491210938|-0.11545262485742569,-4.6752994364851475e-08,0.9933130145072937|-8.251312522133958e-09,1,4.610868842291893e-08|Freefall
-143.56634521484375,283.9693603515625,-137.9235076904297|-0.10999049246311188,-4.924073238044002e-08,0.9939326643943787|-8.79560069222407e-09,1,4.856797986008132e-08|Freefall
-143.5758514404297,284.2930908203125,-137.69871520996094|-0.10189850628376007,-4.931917274575426e-08,0.9947947859764099|-8.847067078932014e-09,1,4.8671012109480216e-08|Freefall
-143.58059692382812,284.4498291015625,-137.58631896972656|-0.09566089510917664,-4.7131990754678554e-08,0.9954139590263367|-8.42279668233914e-09,1,4.653968943557629e-08|Freefall
-143.590087890625,284.75311279296875,-137.3615264892578|-0.08927490562200546,-4.745024639873918e-08,0.9960070252418518|-8.560509634492064e-09,1,4.687317201046426e-08|Freefall
-143.59957885742188,285.04278564453125,-137.13673400878906|-0.08505674451589584,-4.91472071928456e-08,0.996376097202301|-8.978392251890455e-09,1,4.8559506637957384e-08|Freefall
-143.6043243408203,285.1824951171875,-137.0243377685547|-0.07993540167808533,-4.623250049462513e-08,0.9968000650405884|-8.431913833817362e-09,1,4.5704744877639314e-08|Freefall
-143.6138153076172,285.45172119140625,-136.79954528808594|-0.07598926872015,-4.733547953605921e-08,0.9971086382865906|-8.743634261065836e-09,1,4.6806391651443846e-08|Freefall
-143.62330627441406,285.70733642578125,-136.5747528076172|-0.07346522808074951,-4.973729161861229e-08,0.9972977638244629|-9.31001142845389e-09,1,4.918624085803458e-08|Freefall
-143.6280517578125,285.83001708984375,-136.4623565673828|-0.0692608579993248,-4.600007130761696e-08,0.9975985884666443|-8.603875834012342e-09,1,4.551345611503166e-08|Freefall
-143.63754272460938,286.065185546875,-136.23756408691406|-0.06764361262321472,-4.9183174866129775e-08,0.9977095723152161|-9.328751993109563e-09,1,4.866360470145992e-08|Freefall
-143.64703369140625,286.2867126464844,-136.0127716064453|-0.06460224092006683,-4.9222304454588084e-08,0.9979110956192017|-9.42063849151964e-09,1,4.8715474321170404e-08|Freefall
-143.6517791748047,286.3923645019531,-135.90037536621094|-0.06192449852824211,-4.6287389920962596e-08,0.998080849647522|-8.872035550666624e-09,1,4.5825938599364235e-08|Freefall
-143.66127014160156,286.5934753417969,-135.6755828857422|-0.0598616898059845,-4.736024550311413e-08,0.9982066750526428|-9.173438897391861e-09,1,4.689520594070018e-08|Freefall
-143.67076110839844,286.78094482421875,-135.45079040527344|-0.05801478400826454,-4.831674260685759e-08,0.9983157515525818|-9.446271320712185e-09,1,4.784930851542413e-08|Freefall
-143.6802520751953,286.9548034667969,-135.2259979248047|-0.056397125124931335,-4.9279403668833766e-08,0.9984084367752075|-9.715527049536377e-09,1,4.8809159380880374e-08|Freefall
-143.68499755859375,287.03662109375,-135.1136016845703|-0.054686859250068665,-4.62833007475183e-08,0.998503565788269|-9.14183750921893e-09,1,4.5851976437916164e-08|Freefall
-143.69448852539062,287.1900329589844,-134.88880920410156|-0.05337091162800789,-4.730328129198824e-08,0.9985747337341309|-9.420538127358213e-09,1,4.686729582203952e-08|Freefall
-143.69923400878906,287.2616271972656,-134.7764129638672|-0.05202572047710419,-4.454365765127477e-08,0.9986457228660583|-8.891044345205046e-09,1,4.414087584336812e-08|Freefall
-143.70872497558594,287.39459228515625,-134.55162048339844|-0.051286421716213226,-4.7087503673992614e-08,0.9986839890480042|-9.475657591906383e-09,1,4.666294017852124e-08|Freefall
-143.7182159423828,287.5139465332031,-134.3268280029297|-0.05019275099039078,-4.73031036563043e-08,0.9987395405769348|-9.579312454377487e-09,1,4.688138233177597e-08|Freefall
-143.7277069091797,287.6196594238281,-134.10203552246094|-0.04887253791093826,-4.820182297748943e-08,0.998805046081543|-9.809220102852123e-09,1,4.777951900791777e-08|Freefall
-143.7321319580078,287.66741943359375,-133.9896240234375|-0.047691695392131805,-4.605470138585588e-08,0.998862087726593|-9.38237043612844e-09,1,4.565919553556341e-08|Freefall
-143.74072265625,287.7527160644531,-133.76480102539062|-0.046786412596702576,-4.777567497171731e-08,0.9989049434661865|-9.782734622376665e-09,1,4.7369852040901606e-08|Freefall
-143.7492218017578,287.8243713378906,-133.53994750976562|-0.04582583159208298,-4.861616886842057e-08,0.9989494681358337|-9.997139116535436e-09,1,4.820868682031687e-08|Freefall
-143.7534637451172,287.8551025390625,-133.42752075195312|-0.044966667890548706,-4.6421707367017007e-08,0.9989885091781616|-9.556479163563836e-09,1,4.603855430218573e-08|Freefall
-143.76194763183594,287.90631103515625,-133.20266723632812|-0.04419822245836258,-4.740049064366758e-08,0.9990227818489075|-9.79850511839686e-09,1,4.701335498680237e-08|Freefall
-143.7704315185547,287.94390869140625,-132.97781372070312|-0.043510936200618744,-4.8272887909206474e-08,0.9990529417991638|-1.0015799745133336e-08,1,4.788243757047894e-08|Freefall
-143.77467346191406,287.9576110839844,-132.86538696289062|-0.04289621114730835,-4.611129966747285e-08,0.9990795254707336|-9.577854953590759e-09,1,4.574254930389543e-08|Freefall
-143.7831573486328,287.9747619628906,-132.64053344726562|-0.04250350221991539,-4.850766188724265e-08,0.9990963339805603|-1.011284833651871e-08,1,4.812131848552781e-08|Freefall
-143.79164123535156,287.9783020019531,-132.41567993164062|-0.042006660252809525,-4.937155750894817e-08,0.9991173148155212|-1.0323438992543288e-08,1,4.898113914464375e-08|Freefall
-143.8001251220703,287.9682312011719,-132.19082641601562|-0.04142143577337265,-4.854511814755824e-08,0.9991417527198792|-1.017599426944571e-08,1,4.8164952914930836e-08|Freefall
-143.8043670654297,287.95806884765625,-132.07839965820312|-0.0410279743373394,-4.635781181150378e-08,0.9991580247879028|-9.72647651309444e-09,1,4.5997484932058796e-08|Freefall
-143.81285095214844,287.92755126953125,-131.85354614257812|-0.04072628915309906,-4.80320139217838e-08,0.9991703629493713|-1.0104903580554492e-08,1,4.7660019930617636e-08|Freefall
-143.8170928955078,287.90716552734375,-131.74111938476562|-0.04040614143013954,-4.589689339695724e-08,0.9991833567619324|-9.664132605280429e-09,1,4.55435973378826e-08|Freefall
-143.82557678222656,287.856201171875,-131.51626586914062|-0.04011974111199379,-4.6916930784846045e-08,0.999194860458374|-9.902254127780452e-09,1,4.655713681245288e-08|Freefall
-143.8340606689453,287.7916259765625,-131.29141235351562|-0.03986355662345886,-4.78267061509996e-08,0.9992051124572754|-1.0115224213791407e-08,1,4.74612029677246e-08|Freefall
-143.8383026123047,287.75421142578125,-131.17898559570312|-0.039601653814315796,-4.498931716057086e-08,0.9992155432701111|-9.521643029586357e-09,1,4.464726544028963e-08|Freefall
-143.84678649902344,287.669189453125,-130.95413208007812|-0.03942890092730522,-4.6776357010003267e-08,0.9992223978042603|-9.919236987343538e-09,1,4.6421352095649127e-08|Freefall
-143.8552703857422,287.570556640625,-130.72927856445312|-0.039245571941137314,-4.76943142757591e-08,0.9992296099662781|-1.0130594141344318e-08,1,4.733319869387742e-08|Freefall
-143.85951232910156,287.51611328125,-130.61685180664062|-0.039058152586221695,-4.486973637085612e-08,0.9992369413375854|-9.536053724445992e-09,1,4.453125868053576e-08|Freefall
-143.8679962158203,287.39703369140625,-130.39199829101562|-0.03893452510237694,-4.6661000396852614e-08,0.9992417693138123|-9.932001887591468e-09,1,4.630941319305748e-08|Freefall
-143.87648010253906,287.2643127441406,-130.16714477539062|-0.038803331553936005,-4.758461003007142e-08,0.9992468953132629|-1.0141758544079948e-08,1,4.7226645705222836e-08|Freefall
-143.88072204589844,287.1928405761719,-130.05471801757812|-0.03868597745895386,-4.548715892838118e-08,0.9992514252662659|-9.699429703857732e-09,1,4.5145721827566376e-08|Freefall
-143.8892059326172,287.0397033691406,-129.82986450195312|-0.038609616458415985,-4.7838533134836325e-08,0.9992543458938599|-1.0212882983751115e-08,1,4.7479620235435505e-08|Freefall
-143.89344787597656,286.9580078125,-129.71743774414062|-0.038514453917741776,-4.5804110726521685e-08,0.9992580413818359|-9.782678667136224e-09,1,4.5461067799124066e-08|Freefall
-143.9019317626953,286.784423828125,-129.49258422851562|-0.038416966795921326,-4.622055982395068e-08,0.9992617964744568|-9.881370388598043e-09,1,4.5874813281443494e-08|Freefall
-143.91041564941406,286.59722900390625,-129.26773071289062|-0.038331013172864914,-4.6585174828805975e-08,0.9992650747299194|-9.968059266896034e-09,1,4.6237069284416066e-08|Freefall
-143.91465759277344,286.4985046386719,-129.15530395507812|-0.03827417269349098,-4.536658337883637e-08,0.9992672801017761|-9.710822368447225e-09,1,4.5027903183836315e-08|Freefall
-143.9231414794922,286.2908630371094,-128.93045043945312|-0.03822236880660057,-4.717077572991002e-08,0.9992692470550537|-1.01048769352019e-08,1,4.681875509504607e-08|Freefall
-143.92738342285156,286.1819152832031,-128.81802368164062|-0.03857765719294548,-4.5900069522986087e-08,0.9992555975914001|-9.843877712967242e-09,1,4.555422705720957e-08|Freefall
-143.93663024902344,285.9538269042969,-128.5932159423828|-0.039545923471450806,-4.630019745377467e-08,0.9992177486419678|-9.954601587480738e-09,1,4.594247116074257e-08|Freefall
-143.94683837890625,285.7121276855469,-128.3684539794922|-0.0412319079041481,-4.733992398087139e-08,0.9991496205329895|-1.0214254331231132e-08,1,4.695870714499506e-08|Freefall
-143.95269775390625,285.5861511230469,-128.256103515625|-0.04333209618926048,-4.6060311120754704e-08,0.9990607500076294|-9.980316129087896e-09,1,4.5670738302305836e-08|Freefall
-143.966552734375,285.3240051269531,-128.0315399169922|-0.04603402316570282,-4.712968504350101e-08,0.9989398717880249|-1.0257160454330005e-08,1,4.6707022249847796e-08|Freefall
-143.98179626464844,285.0482482910156,-127.80706787109375|-0.04975119233131409,-4.669853836958282e-08,0.9987616539001465|-1.0221322455095105e-08,1,4.6247286888956296e-08|Freefall
-143.98988342285156,284.9052429199219,-127.69486236572266|-0.05189907178282738,-4.547677789901172e-08,0.9986523389816284|-9.98643390204279e-09,1,4.5019163508186466e-08|Freefall
-144.0146942138672,284.455810546875,-127.3582763671875|-0.054651450365781784,-4.952305943106694e-08,0.9985054731369019|-1.0888146384502306e-08,1,4.90012403986384e-08|Freefall
-144.02333068847656,284.2991943359375,-127.24610900878906|-0.05750257521867752,-4.652224916412706e-08,0.9983453750610352|-1.027319829205453e-08,1,4.600764214046649e-08|Freefall
-144.0408935546875,283.9757385253906,-127.02179718017578|-0.06019718945026398,-4.744678250290235e-08,0.9981865286827087|-1.0495676328048376e-08,1,4.690002697316231e-08|Freefall
-144.0587921142578,283.6386413574219,-126.8034896850586|-0.06308525055646896,-4.827449728850297e-08,0.998008131980896|-1.0699276131731494e-08,1,4.7694530991293504e-08|Landed
-144.0670928955078,283.5747985839844,-126.70394897460938|-0.06658336520195007,-4.5372864576620486e-08,0.9977808594703674|-1.0106489867212076e-08,1,4.479935711287908e-08|Landed
-144.0835723876953,283.4368896484375,-126.52061462402344|-0.06970968842506409,-4.710707202093545e-08,0.9975672960281372|-1.0506167491541873e-08,1,4.648777718330166e-08|Landed
-144.09315490722656,283.3628234863281,-126.42112731933594|-0.07459264248609543,-4.4352077566145454e-08,0.9972140789031982|-9.962938918306463e-09,1,4.373074702357371e-08|Landed
-144.11053466796875,283.32464599609375,-126.24958801269531|-0.07863106578588486,-4.618480886620091e-08,0.9969037771224976|-1.0391590699043718e-08,1,4.5508610213573775e-08|Landed
-144.13064575195312,283.236572265625,-126.0761489868164|-0.0857100859284401,-4.6469839531937396e-08,0.9963201284408569|-1.0528897753658839e-08,1,4.573571033006374e-08|Landed
-144.1501007080078,283.2101745605469,-125.92595672607422|-0.09356741607189178,-4.672570597108461e-08,0.9956129193305969|-1.0665694993861052e-08,1,4.592923730228904e-08|Landed
-144.16175842285156,283.175048828125,-125.84528350830078|-0.09915461391210556,-4.543366571851948e-08,0.995072066783905|-1.0441649322956437e-08,1,4.461820424239704e-08|Running
-144.18832397460938,283.06634521484375,-125.67276000976562|-0.1079389750957489,-4.650811646911279e-08,0.9941574931144714|-1.0763636204558225e-08,1,4.56127935422046e-08|Running
