yareu|true|1270
-1042.9107666015625,572.0070190429688,999.46630859375|-0.9956411123275757,-1.04983527648983e-07,0.09326708316802979|-1.0440516007292899e-07,1,1.1080642181582334e-08|Running
-1043.6585693359375,572.0070190429688,999.5256958007812|-0.9959195256233215,-8.826738451261917e-08,0.09024565666913986|-8.782983940136546e-08,1,8.819617036692762e-09|Running
-1044.6563720703125,572.0070190429688,999.5951538085938|-0.9963982701301575,-1.0578863651744541e-07,0.08479678630828857|-1.0534820660268451e-07,1,9.668592149125743e-09|Running
-1045.5296630859375,572.0070190429688,999.6454467773438|-0.9969134330749512,-1.1298094904077516e-07,0.0785084217786789|-1.1256619814048463e-07,1,9.708415404929838e-09|Running
-1046.2789306640625,572.0070190429688,999.6842041015625|-0.9973306059837341,-1.0884854617643214e-07,0.07301808148622513|-1.0849078080354957e-07,1,8.865903566857014e-09|Running
-1047.0283203125,572.0070190429688,999.7178955078125|-0.9977318048477173,-1.1307785996450548e-07,0.0673144981265068|-1.1275652411768533e-07,1,8.573032950209836e-09|Running
-1047.777587890625,572.0070190429688,999.7520751953125|-0.998034656047821,-9.787456178855791e-08,0.06266402453184128|-9.763841291032804e-08,1,6.830706222871186e-09|Running
-1048.52685546875,572.0070190429688,999.7811889648438|-0.998323917388916,-1.122347867976714e-07,0.05787383392453194|-1.1201286298501145e-07,1,7.07865810412045e-09|Running
-1049.276123046875,572.0070190429688,999.8086547851562|-0.9985695481300354,-1.1750473305482956e-07,0.053468383848667145|-1.1730304549928405e-07,1,6.910342964516758e-09|Running
-1050.025390625,572.0070190429688,999.8359985351562|-0.9987552762031555,-9.22010485737701e-08,0.04987919703125954|-9.205946582824254e-08,1,5.135867287009432e-09|Running
-1050.774658203125,572.0070190429688,999.8634033203125|-0.9988929629325867,-8.888309821486473e-08,0.04704110696911812|-8.876769896914993e-08,1,4.542193732248734e-09|Running
-1051.6488037109375,572.0070190429688,999.9000244140625|-0.9989623427391052,-1.0853766241325502e-07,0.04554329812526703|-1.0841889519497272e-07,1,5.077982034862316e-09|Running
-1052.6478271484375,572.0070190429688,999.9498291015625|-0.9989252686500549,-1.184002158538533e-07,0.04635001718997955|-1.182869624472005e-07,1,5.186261198275588e-09|Running
-1053.3970947265625,572.0070190429688,999.989501953125|-0.9988662600517273,-3.8104683852679955e-08,0.04760470613837242|-3.807511816944498e-08,1,1.5278553977537968e-09|Running
-1054.271240234375,572.0070190429688,1000.0365600585938|-0.9987937808036804,4.71165151338937e-08,0.049101583659648895|4.705985645614419e-08,1,-2.30999130934606e-09|Running
-1055.019775390625,572.0070190429688,1000.0809936523438|-0.9986965656280518,1.0951833218086904e-07,0.051041148602962494|1.0940391348412959e-07,1,-5.035624361937607e-09|Running
-1055.768310546875,572.0070190429688,1000.1263427734375|-0.9985952973365784,6.637705496359558e-08,0.05298488587141037|6.631871229956232e-08,1,-2.8592117562453723e-09|Running
-1056.516845703125,572.0070190429688,1000.1747436523438|-0.998471736907959,-1.174368868817055e-08,0.05526472628116608|-1.1699176738488859e-08,1,1.1289397194857997e-09|Running
-1057.39013671875,572.0070190429688,1000.2352905273438|-0.9982883334159851,-9.60107371383856e-08,0.05848439037799835|-9.585049554061698e-08,1,5.545207404367147e-09|Running
-1058.38818359375,572.0070190429688,1000.302001953125|-0.9981415867805481,-1.187960165793811e-07,0.060937222093343735|-1.1861074256103166e-07,1,6.657640216900518e-09|Running
-1059.261474609375,572.0070190429688,1000.3596801757812|-0.9980612993240356,-6.478033043322284e-08,0.06223822012543678|-6.467992363923258e-08,1,3.628058964366687e-09|Running
-1060.259521484375,572.0070190429688,1000.4256591796875|-0.9979924559593201,3.063798814650909e-08,0.06333304196596146|3.059414765971269e-08,1,-1.6620000931055756e-09|Running
-1061.00732421875,572.0070190429688,1000.4821166992188|-0.9978511929512024,9.224314823086388e-08,0.06552054733037949|9.211633056338542e-08,1,-4.956538290912249e-09|Running
-1061.8797607421875,572.0070190429688,1000.545654296875|-0.9977287650108337,8.953210084428065e-08,0.06735999137163162|8.942595286498545e-08,1,-4.591107938267669e-09|Running
-1062.6275634765625,572.0070190429688,1000.6029052734375|-0.9976062178611755,1.500920099317682e-08,0.06915108114480972|1.5022539656683875e-08,1,-3.27146448819704e-10|Running
-1063.4998779296875,572.0070190429688,1000.6704711914062|-0.9974696636199951,-8.73315855187684e-08,0.07109306752681732|-8.713855947917182e-08,1,5.8165046112890195e-09|Running
-1064.2471923828125,572.0070190429688,1000.7322998046875|-0.9973097443580627,-9.402599232544162e-08,0.07330300658941269|-9.38337763045638e-08,1,6.0660330092332515e-09|Running
-1064.9949951171875,572.0070190429688,1000.79296875|-0.997187077999115,-9.786759846974746e-08,0.07495281845331192|-9.76659535467661e-08,1,6.355639570188032e-09|Running
-1065.7427978515625,572.0070190429688,1000.8533935546875|-0.9970958232879639,-1.0956168949860512e-07,0.07615698873996735|-1.0932527771956302e-07,1,7.2732873057645975e-09|Running
-1066.615234375,572.0070190429688,1000.919189453125|-0.9970975518226624,-1.2658956904942897e-07,0.07613427191972733|-1.26299909197769e-07,1,8.619333691228803e-09|Running
-1067.363037109375,572.0070190429688,1000.9738159179688|-0.9971446394920349,-1.0657164040139833e-07,0.07551509886980057|-1.0631833902152721e-07,1,7.374428179218739e-09|Running
-1068.8602294921875,572.0070190429688,1001.0675048828125|-0.9975047707557678,3.001625614729164e-08,0.07059885561466217|2.999333048592234e-08,1,-1.3848056035214995e-09|Running
-1069.7335205078125,572.0070190429688,1001.1209106445312|-0.9976742267608643,6.53517844284579e-08,0.06816273182630539|6.52931646527577e-08,1,-3.0878379853049864e-09|Running
-1070.4825439453125,572.0070190429688,1001.1613159179688|-0.9978601336479187,7.210398678125784e-08,0.06538446247577667|7.207282948229476e-08,1,-2.835207402185347e-09|Running
-1071.10693359375,572.0070190429688,1001.1904907226562|-0.9980546236038208,4.6727851810146603e-08,0.062346018850803375|4.679003851038033e-08,1,-4.625804739255557e-10|Running
-1072.10595703125,572.0070190429688,1001.236328125|-0.9983252286911011,-6.543356079191653e-08,0.05785112455487251|-6.507595884386319e-08,1,8.065430989745437e-09|Running
-1074.10400390625,571.9788208007812,1001.3051147460938|-0.9989657998085022,-1.0507707060014582e-07,0.04546797648072243|-1.0500480129849166e-07,1,3.9778886851138395e-09|Running
-1075.7288818359375,571.9323120117188,1001.3109741210938|-0.9996182322502136,-1.215581306723834e-07,0.0276285819709301|-1.214692133544304e-07,1,4.896837602075266e-09|Running
-1076.47509765625,571.861328125,1001.3116455078125|-0.9997678995132446,-1.1670591959500598e-07,0.021542886272072792|-1.1665250099213154e-07,1,3.736049691838161e-09|Running
-1077.336669921875,571.6744384765625,1001.2991333007812|-0.9999120831489563,-1.1886105966141258e-07,0.013261938467621803|-1.18837562013141e-07,1,2.5595718877724494e-09|Running
-1078.069580078125,571.4485473632812,1001.2808837890625|-0.9999849200248718,-1.2070466937075253e-07,0.005495662335306406|-1.2069746446741192e-07,1,1.6419700044068009e-09|Running
-1078.807373046875,571.3267822265625,1001.2538452148438|-0.9999955892562866,-1.2467094734347484e-07,-0.0029760024044662714|-1.2467407373151218e-07,1,8.644335802721059e-10|Running
-1079.5531005859375,571.2967529296875,1001.2154541015625|-0.9999198317527771,-1.2136885629843164e-07,-0.012662699446082115|-1.2137529381561762e-07,1,-2.593683878782116e-10|Running
-1080.422607421875,571.218994140625,1001.1588134765625|-0.9996881484985352,-1.3047217350958817e-07,-0.02497323602437973|-1.304671570778737e-07,1,-1.8297653392451707e-09|Running
-1081.161376953125,571.1090087890625,1001.0972290039062|-0.9993268847465515,-1.398163789190221e-07,-0.036684393882751465|-1.397812212644567e-07,1,-3.523145553074869e-09|Running
-1081.9036865234375,571.0267333984375,1001.0276489257812|-0.9988324046134949,-1.4081255983455776e-07,-0.048309121280908585|-1.4072195142489363e-07,1,-5.276637349282964e-09|Running
-1082.6484375,570.977294921875,1000.9435424804688|-0.9981296062469482,-1.4234294098969258e-07,-0.0611332505941391|-1.421793740519206e-07,1,-7.025430903695451e-09|Running
-1083.5167236328125,570.9942016601562,1000.8353271484375|-0.9971019625663757,-1.4097734890583524e-07,-0.07607641071081161|-1.4069382814341225e-07,1,-9.086351226983425e-09|Running
-1084.3834228515625,571.0025634765625,1000.7167358398438|-0.99591064453125,-1.4220501043382683e-07,-0.09034387767314911|-1.417635786538085e-07,1,-1.1302870639440243e-08|Running
-1085.120849609375,570.94580078125,1000.6049194335938|-0.994727611541748,-1.4194995401339838e-07,-0.10255220532417297|-1.4136860215785418e-07,1,-1.2936724580470127e-08|Running
-1085.8455810546875,570.7935791015625,1000.493896484375|-0.9936083555221558,-1.4407237358682323e-07,-0.11288250237703323|-1.4331152442537132e-07,1,-1.485476897045146e-08|Running
-1086.6763916015625,570.4744262695312,1000.3563232421875|-0.9921717643737793,-1.315498252552061e-07,-0.12488073110580444|-1.3068266468962975e-07,1,-1.5135823261402948e-08|Running
-1087.50439453125,570.2225952148438,1000.2117309570312|-0.9906752109527588,-1.3403783327703422e-07,-0.13624492287635803|-1.3297210443852236e-07,1,-1.692295370503416e-08|Running
-1088.6929931640625,569.8800048828125,1000.0305786132812|-0.9898310899734497,-7.323813377979604e-08,-0.1422475129365921|-7.242289257192169e-08,1,-1.0908467906745045e-08|Running
-1089.536865234375,569.6583862304688,999.9652099609375|-0.9915862083435059,-1.2180318265109236e-07,-0.1294480413198471|-1.2064850807291805e-07,1,-1.676182748155952e-08|Running
-1090.617919921875,569.4052734375,1000.1097412109375|-0.9988064765930176,-0.0000024273874714708654,-0.04884328320622444|-0.0000024211519757955102,1,-1.868262273774235e-07|Running
-1091.4554443359375,569.2426147460938,1000.3038940429688|-0.9998403191566467,-0.0000023936070192576153,0.01786968484520912|-0.000002394446028120001,1,-2.555577438556611e-08|Running
-1092.1712646484375,569.1083374023438,1000.4827880859375|-0.9978267550468445,-0.0000017030542949214578,0.06589220464229584|-0.000001701588075775362,1,7.83740290444257e-08|Running
-1093.01318359375,569.0294799804688,1000.6990966796875|-0.9938037991523743,-0.000001050577111527673,0.11114855855703354|-0.0000010455245273988112,1,1.0374268555324306e-07|Running
-1094.342041015625,568.9373779296875,1001.0384521484375|-0.9865099787712097,-5.32249202933599e-07,0.16370122134685516|-5.257368229649728e-07,1,8.310606602890402e-08|Running
-1095.0677490234375,568.9629516601562,1001.2277221679688|-0.9829674363136292,-3.23757632259003e-07,0.1837797313928604|-3.185945445238758e-07,1,5.762106880524698e-08|Running
-1096.0335693359375,568.9932861328125,1001.4860229492188|-0.9788447022438049,-1.6538579927782848e-07,0.20460450649261475|-1.6192146290450182e-07,1,3.3673902777309195e-08|Running
-1096.63720703125,569.0006713867188,1001.6477661132812|-0.9767085909843445,-1.4262988656810194e-07,0.21456997096538544|-1.3932415754425165e-07,1,3.0529829331271685e-08|Running
-1098.0885009765625,569.006103515625,1002.028564453125|-0.9729686975479126,-1.1545846945182348e-07,0.2309371531009674|-1.1229092677922381e-07,1,2.6859767743303564e-08|Running
-1099.2935791015625,568.8787841796875,1002.3345947265625|-0.9715099334716797,-8.256935046802028e-08,0.23699894547462463|-8.004895590829619e-08,1,2.0257454380612216e-08|Running
-1100.726806640625,568.5236206054688,1002.6882934570312|-0.9711421132087708,-8.141436325104223e-08,0.23850147426128387|-7.853356720488591e-08,1,2.1581021414363022e-08|Running
-1101.921875,568.30322265625,1002.977783203125|-0.9713463187217712,-8.402945894658842e-08,0.23766851425170898|-8.07454370033156e-08,1,2.3552459538223047e-08|Running
-1102.638916015625,568.1800537109375,1003.1513671875|-0.9714745879173279,-8.747563384758905e-08,0.2371436059474945|-8.3895528746325e-08,1,2.5188342078763526e-08|Running
-1103.600341796875,568.0333862304688,1003.3845825195312|-0.9715718030929565,-9.317196258962213e-08,0.2367449849843979|-8.916485683130304e-08,1,2.7632678367695007e-08|Running
-1104.44677734375,567.9725341796875,1003.5947875976562|-0.9713682532310486,-9.957167179663884e-08,0.237578883767128|-9.514223364703867e-08,1,3.0110104631830836e-08|Running
-1106.3916015625,568.001220703125,1004.0621337890625|-0.9718142747879028,-1.2520472125743254e-07,0.235747829079628|-1.1951328815484885e-07,1,3.843095086608628e-08|Running
-1107.7879638671875,567.4169311523438,1004.3301391601562|-0.9759451150894165,-1.2402659876897815e-07,0.2180163860321045|-1.2095462409433821e-07,1,2.743609250899226e-08|Running
-1109.6510009765625,566.5994873046875,1004.6973876953125|-0.979002058506012,-1.1194640592293581e-07,0.20385025441646576|-1.0948274109523481e-07,1,2.3363096346429302e-08|Running
-1111.555908203125,566.1582641601562,1005.0663452148438|-0.9805924296379089,-1.0183035925592776e-07,0.19605733454227448|-9.962582936395847e-08,1,2.1106210112975532e-08|Running
-1113.223876953125,565.7637939453125,1005.3909301757812|-0.98114013671875,4.461567115754406e-09,0.19329777359962463|4.2461745231037185e-09,1,-1.5285988030910858e-09|Running
-1114.891845703125,565.3240356445312,1005.715576171875|-0.9813756346702576,9.436720205258098e-08,0.1920987218618393|9.207014528556101e-08,1,-2.0884099782847443e-08|Running
-1116.8038330078125,564.9051513671875,1006.1180419921875|-0.9799984693527222,1.0683329065841463e-07,0.19900505244731903|1.0393688398835366e-07,1,-2.50008778124311e-08|Running
-1117.708984375,564.5715942382812,1006.315673828125|-0.979192852973938,2.409875676789852e-08,0.20293201506137848|2.274629906651171e-08,1,-8.99682728316975e-09|Running
-1118.574951171875,564.0200805664062,1006.5198974609375|-0.9777498245239258,-9.658628385977863e-08,0.20977425575256348|-9.5092069329894e-08,1,1.720909814650895e-08|Running
-1119.336669921875,563.4125366210938,1006.7186279296875|-0.9756264090538025,-1.0998275712381655e-07,0.21943826973438263|-1.0720540899455955e-07,1,2.4564224432310766e-08|Running
-1120.2041015625,563.0003051757812,1006.9630737304688|-0.9724183678627014,-1.2245452296610893e-07,0.23324356973171234|-1.1907648200804033e-07,1,2.8564002718667325e-08|Running
-1121.283447265625,562.5186157226562,1007.2884521484375|-0.967737078666687,-1.2930357229379297e-07,0.2519621253013611|-1.2519210201844544e-07,1,3.234826451148365e-08|Running
-1122.9967041015625,561.7199096679688,1007.8624267578125|-0.9578915238380432,-1.366645108191733e-07,0.2871304154396057|-1.3100601847781945e-07,1,3.89194738659171e-08|Running
-1124.6544189453125,560.868896484375,1008.533935546875|-0.9423127770423889,-2.659433278040524e-07,0.3347337245941162|-2.5111108925557346e-07,1,8.75864998306497e-08|Running
-1126.15771484375,560.1578369140625,1009.6150512695312|-0.8797650337219238,-0.000002738555167525192,0.4754087030887604|-0.000002450544116072706,1,0.0000012255812862349558|Running
-1126.8770751953125,559.4966430664062,1010.4277954101562|-0.8146140575408936,-0.000004078023721376667,0.5800033807754517|-0.0000034124061585316667,1,0.0000022383142095350195|Running
-1127.3585205078125,558.7159423828125,1011.1390991210938|-0.7539147138595581,-0.000003836279574898072,0.6569722890853882|-0.0000029827306207153015,1,0.0000024164721708075376|Running
-1127.872802734375,557.7295532226562,1012.0145263671875|-0.6767141222953796,-0.0000030306978260341566,0.73624587059021|-0.000002117240683219279,1,0.0000021703770016756607|Running
-1128.5419921875,557.316650390625,1013.2890014648438|-0.5933040976524353,-0.000001927974835780333,0.8049784302711487|-0.000001175514057649707,1,0.0000015286591406038497|Running
-1129.2852783203125,557.1979370117188,1014.975830078125|-0.49866658449172974,-0.0000013908634173276369,0.8667938709259033|-7.149721454879909e-07,1,0.0000011932833103855955|Running
-1129.89892578125,556.4509887695312,1016.6253662109375|-0.42181798815727234,-7.871128104852687e-07,0.9066805243492126|-3.401745232167741e-07,1,7.098653327375359e-07|Running
-1130.28125,556.0481567382812,1018.17822265625|-0.3432600200176239,-0.0000011441410379120498,0.9392403960227966|-4.1127509575744625e-07,1,0.000001067848756974854|Running
-1130.5645751953125,555.9762573242188,1020.1563110351562|-0.2358856499195099,-0.0000012732901950585074,0.9717808365821838|-3.22281749731701e-07,1,0.0000012320355153860874|Running
-1130.605224609375,556.1571044921875,1021.7627563476562|-0.14317625761032104,-0.0000013621245216199895,0.9896972179412842|-2.1999071009304316e-07,1,0.000001344478960163542|Running
-1130.4981689453125,555.3553466796875,1022.9849243164062|-0.04631632938981056,-0.0000017376446521666367,0.9989268183708191|-1.1880115380336065e-07,1,0.0000017340031490675756|Running
