funny|true|1279
-495.8677978515625,811.621826171875,1432.64990234375|0.5880033373832703,1.4473114617885585e-07,0.8088588714599609|-6.764544480120094e-10,1,-1.7844082833562425e-07|Freefall
-495.48150634765625,812.017333984375,1433.1829833984375|0.5976881980895996,1.245721961140589e-07,0.8017287254333496|-5.471321173899923e-10,1,-1.5497160177346814e-07|Freefall
-495.461669921875,812.0376586914062,1433.2103271484375|0.598183274269104,1.235407296462654e-07,0.8013592958450317|-5.328694707706916e-10,1,-1.5376620865481527e-07|Freefall
-495.1036376953125,812.2500610351562,1433.68310546875|0.6020752787590027,1.2804092364149255e-07,0.7984392642974854|-5.509690481630969e-10,1,-1.5994852731182618e-07|Freefall
-494.7430114746094,812.4640502929688,1434.1593017578125|0.6059814095497131,1.3255285580271448e-07,0.7954790592193604|-5.996056984258757e-10,1,-1.6617602227597672e-07|Freefall
-494.7372131347656,812.4674682617188,1434.1669921875|0.6060439348220825,1.3262510378808656e-07,0.7954311370849609|-6.006515285150726e-10,1,-1.6627596721718874e-07|Freefall
-494.3825378417969,812.5425415039062,1434.632568359375|0.6060569286346436,1.4010750248871773e-07,0.7954216003417969|-6.95088431257318e-10,1,-1.7561289666900848e-07|Freefall
-494.0225524902344,812.6187133789062,1435.1051025390625|0.6060699820518494,1.4770157008570095e-07,0.7954117059707642|-7.910969657132227e-10,1,-1.8508924881643907e-07|Freefall
-494.0099182128906,812.6213989257812,1435.1217041015625|0.606070339679718,1.4796835046126944e-07,0.7954110503196716|-7.944756519329133e-10,1,-1.8542218072070682e-07|Freefall
-493.6600341796875,812.5625610351562,1435.5821533203125|0.6027491092681885,1.112674041792161e-07,0.7979308366775513|-7.861871154091205e-10,1,-1.3885104976907314e-07|Freefall
-493.2838134765625,812.4993286132812,1436.0772705078125|0.599166214466095,7.16708541403932e-08,0.800624668598175|-9.938946332610499e-10,1,-8.877486834535375e-08|Freefall
-492.9482421875,812.3037109375,1436.5355224609375|0.5857558846473694,8.431812403841832e-08,0.8104873895645142|-2.082899186461873e-09,1,-1.0252848170466677e-07|Freefall
-492.5277099609375,812.0585327148438,1437.10986328125|0.5687208771705627,1.0030576902408939e-07,0.8225306272506714|-3.1241853548635845e-09,1,-1.197876144942711e-07|Freefall
-492.4961853027344,812.0401611328125,1437.1529541015625|0.5674334764480591,1.0151052975970742e-07,0.8234192132949829|-3.187747177335609e-09,1,-1.2108253599762975e-07|Freefall
-492.1675109863281,811.6917114257812,1437.6458740234375|0.5462512373924255,9.697157565824455e-08,0.8376214504241943|-1.110660008407649e-09,1,-1.1504586439059494e-07|Freefall
-491.8484191894531,811.3534545898438,1438.1243896484375|0.5253474712371826,9.246483045899367e-08,0.8508877754211426|7.578897509574745e-10,1,-1.0913657888522721e-07|Freefall
-491.8316345214844,811.3356323242188,1438.1495361328125|0.524238109588623,9.222492280969163e-08,0.8515717387199402|8.521865435540121e-10,1,-1.0882426693115121e-07|Landed
-491.46240234375,810.7280883789062,1438.7674560546875|0.5068074464797974,5.215941012437497e-09,0.8620592355728149|1.5465670966108291e-09,1,-6.959791409855143e-09|Landed
-491.08062744140625,810.099853515625,1439.4063720703125|0.48856329917907715,-8.586558664092081e-08,0.8725284337997437|8.542053175908393e-11,1,9.83622356898195e-08|Running
-490.7945556640625,809.7000122070312,1439.919677734375|0.4846789836883545,-9.998852590342722e-08,0.8746919631958008|-1.3563372647240612e-09,1,1.1506439534514357e-07|Running
-490.53533935546875,809.3377075195312,1440.384765625|0.4811510145664215,-1.1282040901505752e-07,0.8766375780105591|-2.7269031477317185e-09,1,1.3019342759434949e-07|Running
-490.49658203125,809.2835083007812,1440.454345703125|0.4806228578090668,-1.1474194394622828e-07,0.876927375793457|-2.937076359899038e-09,1,1.3245517038740218e-07|Running
-490.2945861816406,809.6156616210938,1440.8218994140625|0.48239845037460327,-6.606811808751445e-08,0.8759517669677734|-2.302027013456609e-09,1,7.669212465089004e-08|Running
-490.06536865234375,809.9926147460938,1441.2388916015625|0.4844110608100891,-1.0900807367875132e-08,0.8748403787612915|-1.7182208988941738e-09,1,1.3411739274715728e-08|Running
-490.0445251464844,810.0269165039062,1441.27685546875|0.4845938980579376,-5.8886047149542264e-09,0.8747392296791077|-1.672356253479279e-09,1,7.658303324831195e-09|Running
-489.7571105957031,810.3224487304688,1441.7608642578125|0.5488696694374084,3.543513571457879e-08,0.8359078168869019|-2.2973223323674574e-09,1,-4.088273897195904e-08|Running
-489.4729309082031,810.6146850585938,1442.239501953125|0.6093806028366089,7.428464243730559e-08,0.7928780317306519|-6.494975224313748e-09,1,-8.869805867561809e-08|Running
-489.47149658203125,810.6161499023438,1442.241943359375|0.6096770763397217,7.447487604395064e-08,0.7926498651504517|-6.525093798614989e-09,1,-8.893797343034748e-08|Running
-489.146240234375,810.9696044921875,1442.6279296875|0.7336385846138,3.286316996309324e-07,0.6795403957366943|2.0270618961149012e-08,1,-5.054934035797487e-07|Running
-488.8013610839844,811.3443603515625,1443.037109375|0.84244304895401,5.327865437720902e-07,0.5387853980064392|-2.7797236512583368e-08,1,-9.454022915633686e-07|Running
-488.4176940917969,812.2401733398438,1443.374267578125|0.8918941020965576,4.901909278487437e-07,0.45224452018737793|-9.934296940627974e-09,1,-0.0000010643152563716285|Running
-487.9855041503906,813.249267578125,1443.75390625|0.9369624853134155,4.230257104609336e-07,0.3494306802749634|-4.10068423661869e-09,1,-0.000001199619191538659|Jumping
-487.976806640625,813.2695922851562,1443.7615966796875|0.9377508163452148,4.2146825762756635e-07,0.3473087251186371|-4.139433684713367e-09,1,-0.000001202349608320219|Freefall
-487.48199462890625,814.0269165039062,1444.0484619140625|0.9538004398345947,2.693036549317185e-07,0.30044102668762207|-1.0821651130754617e-08,1,-8.620061180408811e-07|Freefall
-486.9467468261719,814.8460693359375,1444.35888671875|0.968524694442749,1.2205563848510792e-07,0.24891877174377441|9.358700481243432e-10,1,-4.939853397445404e-07|Jumping
-486.94146728515625,814.8541259765625,1444.3619384765625|0.9686559438705444,1.2069395438629726e-07,0.24840620160102844|1.1500873586811622e-09,1,-4.903581043436134e-07|Freefall
-486.4306640625,815.391845703125,1444.5452880859375|0.9725048542022705,8.339731039086473e-08,0.23288261890411377|2.7424107429396827e-10,1,-3.592540167574043e-07|Freefall
-485.8805236816406,815.9710083007812,1444.742919921875|0.9763721823692322,4.5482579480449203e-08,0.21609556674957275|1.676319527632586e-09,1,-2.1804834204885992e-07|Jumping
-485.8634033203125,815.989013671875,1444.7490234375|0.9764878153800964,4.43409753358992e-08,0.21557247638702393|1.7589558698460905e-09,1,-2.1365701741160592e-07|Freefall
-485.3018798828125,816.402099609375,1444.87451171875|0.9783856868743896,3.9064580903414026e-08,0.2067887783050537|2.051322667284694e-09,1,-1.986160498290701e-07|Freefall
-484.70947265625,816.8379516601562,1445.0068359375|0.980302095413208,3.3636993634900136e-08,0.1975034475326538|2.506283180991886e-09,1,-1.8275076740792429e-07|Freefall
-484.6958312988281,816.8479614257812,1445.0098876953125|0.9803452491760254,3.351382815708348e-08,0.19728966057300568|2.518525388239823e-09,1,-1.8238590371311147e-07|Freefall
-484.13800048828125,817.1243896484375,1445.1220703125|0.9803845286369324,2.587233893791563e-08,0.19709467887878418|2.000014376335457e-09,1,-1.412170860248807e-07|Freefall
-483.5447082519531,817.41845703125,1445.2413330078125|0.9804261922836304,1.7753379211171705e-08,0.19688689708709717|1.4575007867279055e-09,1,-9.742824147451756e-08|Freefall
-483.51934814453125,817.4310302734375,1445.2464599609375|0.9804279804229736,1.7406639685191294e-08,0.19687815010547638|1.4345390431103056e-09,1,-9.555707691788484e-08|Freefall
-482.9910888671875,817.5758056640625,1445.3525390625|0.9804288744926453,7.2174746179598515e-09,0.19687366485595703|7.03813896052452e-10,1,-4.016541765849979e-08|Freefall
-482.4882507324219,817.713623046875,1445.4534912109375|0.9804297685623169,-2.4804291953728352e-09,0.1968693733215332|8.550049557243256e-12,1,1.2556786721518165e-08|Freefall
-482.47344970703125,817.7177124023438,1445.4564208984375|0.9804297685623169,-2.7661297696823794e-09,0.1968691498041153|-1.1929089660522862e-11,1,1.4110009161072412e-08|Freefall
-481.8498840332031,817.742431640625,1445.58251953125|0.9796227216720581,-1.4323930486170866e-08,0.20084691047668457|-8.289191555377329e-10,1,7.536067414548597e-08|Freefall
-481.1733093261719,817.7692260742188,1445.719482421875|0.9787286520004272,-2.7140288239024812e-08,0.20515882968902588|-1.996546927784948e-09,1,1.4181378560351732e-07|Freefall
-481.1665344238281,817.7694702148438,1445.7208251953125|0.9787195920944214,-2.7269912550309527e-08,0.205202117562294|-2.00970551311741e-09,1,1.4247829938085488e-07|Freefall
-480.53118896484375,817.6280517578125,1445.869873046875|0.9686546921730042,2.040527213864607e-08,0.24841177463531494|-6.713795741575268e-09,1,-5.596326246859462e-08|Freefall
-479.8861999511719,817.4844360351562,1446.021240234375|0.9564868211746216,7.748364083681736e-08,0.2917757034301758|-2.4813857635308523e-09,1,-2.574246025233151e-07|Freefall
-479.8688049316406,817.4805908203125,1446.0252685546875|0.9561313390731812,7.914451316537452e-08,0.29293838143348694|-2.241371310773843e-09,1,-2.6285891863153665e-07|Freefall
-479.208251953125,817.1422119140625,1446.2493896484375|0.9430467486381531,9.595985517307781e-08,0.3326609134674072|-1.8284822544956114e-09,1,-2.832781262895878e-07|Freefall
-478.5002136230469,816.7794799804688,1446.489501953125|0.9271898865699768,1.1470392280443775e-07,0.3745917081832886|-4.382627594168298e-10,1,-3.051257522201922e-07|Freefall
-478.4805908203125,816.7694091796875,1446.4962158203125|0.9267240166664124,1.152333979348441e-07,0.3757427930831909|-3.8582584349633464e-10,1,-3.057299977626826e-07|Freefall
-477.9217224121094,816.3067016601562,1446.7503662109375|0.9051729440689087,1.495290575803665e-07,0.4250434637069702|-1.876301780612266e-09,1,-3.4780134683387587e-07|Freefall
-477.3374938964844,815.822998046875,1447.0159912109375|0.8798446655273438,1.8709793891957816e-07,0.47526121139526367|-1.0130207783731748e-09,1,-3.917984372492356e-07|Freefall
-477.2676696777344,815.7651977539062,1447.0477294921875|0.8766298890113831,1.9169986842371145e-07,0.48116534948349|-7.443291538677954e-10,1,-3.970513944295817e-07|Freefall
-476.7716979980469,815.1922607421875,1447.3387451171875|0.8522441387176514,1.9636740944406483e-07,0.5231449604034424|-3.594777808757499e-10,1,-3.74774060674099e-07|Freefall
-476.28289794921875,814.627685546875,1447.62548828125|0.8262447714805603,1.9960877750690997e-07,0.5633116960525513|-1.0385576842963928e-09,1,-3.528255660967261e-07|Freefall
-476.233154296875,814.5701904296875,1447.6546630859375|0.8234914541244507,1.9986272548067063e-07,0.5673286318778992|-1.1665541865824025e-09,1,-3.5059412084592623e-07|Freefall
-475.7318115234375,813.7818603515625,1448.029541015625|0.7866871356964111,7.853262928847471e-08,0.6173522472381592|4.283741361632565e-09,1,-1.3266756582197559e-07|Freefall
-475.20684814453125,812.9564208984375,1448.422119140625|0.7449001669883728,-6.029545573937867e-08,0.6671760082244873|-4.518337703984798e-09,1,9.541884793407007e-08|Landed
-475.1829528808594,812.9188232421875,1448.43994140625|0.7429220080375671,-6.68915376422774e-08,0.6693779826164246|-5.271716396748616e-09,1,1.0578180820175476e-07|Landed
-474.7085876464844,812.6634521484375,1448.9036865234375|0.674514889717102,-4.921811935787446e-08,0.7382615804672241|-2.0293420277539553e-09,1,6.852172873550444e-08|Running
-474.3393859863281,812.4646606445312,1449.2646484375|0.6168428659439087,-3.320366559478316e-08,0.7870863080024719|2.986263014648216e-09,1,3.9845200916488466e-08|Running
-474.0762939453125,812.649169921875,1449.6181640625|0.5653880834579468,5.273364411806369e-09,0.8248255252838135|1.3871080284388881e-08,1,-1.5901438388254974e-08|Running
-473.74566650390625,812.881103515625,1450.0623779296875|0.497480571269989,5.735881813961896e-08,0.8674753904342651|3.2555185214278026e-08,1,-8.47913526058619e-08|Running
-473.72210693359375,812.8976440429688,1450.093994140625|0.49251556396484375,6.121985052232048e-08,0.8703036308288574|3.4096167667030386e-08,1,-8.963854014609751e-08|Running
-473.4468078613281,813.75,1450.554931640625|0.44165271520614624,2.5104145606746897e-07,0.8971861600875854|1.472533739388382e-08,1,-2.8705858312605415e-07|Running
-473.1041564941406,814.81103515625,1451.1287841796875|0.37631773948669434,4.921300842397613e-07,0.9264909029006958|6.522924422824872e-09,1,-5.33825982529379e-07|Jumping
-473.0893249511719,814.85693359375,1451.153564453125|0.373446524143219,5.026582243772282e-07,0.9276517033576965|6.567045129912685e-09,1,-5.445047008834081e-07|Freefall
-472.8837890625,815.5485229492188,1451.6729736328125|0.3235779404640198,4.5499032808038464e-07,0.9462018013000488|3.4559377581899753e-09,1,-4.820416847906017e-07|Freefall
-472.6593933105469,816.3035278320312,1452.239990234375|0.26809558272361755,3.9998539591579174e-07,0.9633922576904297|-3.7280791786997725e-09,1,-4.141468537000037e-07|Jumping
-472.6518249511719,816.3289794921875,1452.2591552734375|0.26620715856552124,3.980779865742079e-07,0.9639158248901367|-4.039113488119028e-09,1,-4.118645335893234e-07|Freefall
-472.5442810058594,816.7728881835938,1452.6910400390625|0.22851645946502686,3.9427311548934085e-07,0.973540186882019|-3.159097872185157e-09,1,-4.042476007271034e-07|Freefall
-472.4031677246094,817.3553466796875,1453.2576904296875|0.1785499006509781,3.883162094098225e-07,0.9839308261871338|-2.4549677846152917e-09,1,-3.9421252040483523e-07|Freefall
-472.3620300292969,817.525146484375,1453.4228515625|0.16389213502407074,3.863757456201711e-07,0.9864782691001892|-2.3462123355244557e-09,1,-3.9128201478888514e-07|Jumping
-472.28533935546875,817.9654541015625,1453.991455078125|0.110225610435009,3.9637222926103277e-07,0.9939068555831909|-2.4414479327106164e-09,1,-3.985315402132983e-07|Freefall
-472.208984375,818.40380859375,1454.5574951171875|0.05648078769445419,4.052161273193633e-07,0.9984036684036255|-2.146157029869755e-09,1,-4.057426110648521e-07|Freefall
-472.20172119140625,818.4454956054688,1454.611328125|0.051357466727495193,4.059989180404955e-07,0.9986803531646729|-2.097821028002045e-09,1,-4.06427517418706e-07|Freefall
-472.1774597167969,818.7689208984375,1455.2130126953125|0.031805045902729034,2.991916971950559e-07,0.9994940757751465|-1.4708900764048849e-09,1,-2.9929634592917864e-07|Freefall
-472.1534118652344,819.08984375,1455.8101806640625|0.012389494106173515,1.9301056397580396e-07,0.9999232292175293|-2.921348718487593e-09,1,-1.929891908503123e-07|Freefall
-472.15179443359375,819.2803955078125,1456.4306640625|0.002544837538152933,1.6188099039027293e-07,0.9999966621398926|-3.2813520789432005e-09,1,-1.6187317442017957e-07|Freefall
-472.15032958984375,819.4561157226562,1457.002685546875|-0.006530855316668749,1.3316457625478506e-07,0.99997878074646|-3.884577104429354e-09,1,-1.3319279901224945e-07|Freefall
-472.1502990722656,819.4583129882812,1457.0098876953125|-0.006644589360803366,1.32804615304849e-07,0.9999779462814331|-3.893788402820064e-09,1,-1.328334207073567e-07|Freefall
-472.15423583984375,819.5100708007812,1457.585205078125|-0.006768832448869944,1.0424064811331846e-07,0.9999771118164062|-3.4333298426503234e-09,1,-1.0426627028436997e-07|Freefall
-472.15753173828125,819.5536499023438,1458.069580078125|-0.006873441860079765,8.019041786155867e-08,0.999976396560669|-3.0483862101249315e-09,1,-8.021326891594072e-08|Freefall
-472.1575927734375,819.5542602539062,1458.0762939453125|-0.006874896585941315,7.985594407955432e-08,0.999976396560669|-3.043050256223978e-09,1,-7.987874539594486e-08|Freefall
-472.1611633300781,819.4949340820312,1458.594482421875|-0.006875591818243265,5.4184969400239424e-08,0.999976396560669|-2.627292383650115e-09,1,-5.420431747893417e-08|Freefall
-472.1646728515625,819.4359741210938,1459.109130859375|-0.0068762823939323425,2.8689191466924058e-08,0.999976396560669|-2.2143900046955878e-09,1,-2.8705096966064048e-08|Freefall
-472.1649169921875,819.43212890625,1459.1427001953125|-0.006876327097415924,2.7023965287753526e-08,0.9999763369560242|-2.187422243338233e-09,1,-2.7039646965931752e-08|Freefall
-472.17498779296875,818.9083251953125,1460.6090087890625|-0.006876565515995026,-4.5472656751144314e-08,0.9999763369560242|-1.013281014650147e-09,1,4.546676635186486e-08|Freefall
-472.17779541015625,818.6956787109375,1460.9560546875|-0.010610579513013363,-5.969538108274719e-08,0.999943733215332|-7.512389044173062e-10,1,5.969077676581946e-08|Freefall
-472.181396484375,818.4212036132812,1461.40380859375|-0.015429344959557056,-7.804736412708735e-08,0.9998812675476074|-4.915660101190156e-10,1,7.804906942965317e-08|Freefall
-472.1846618652344,818.173095703125,1461.8087158203125|-0.019785217940807343,-9.463397532272211e-08,0.9998042583465576|-3.3296279622341274e-10,1,9.464591954611024e-08|Freefall
-472.20751953125,817.6083374023438,1462.4686279296875|-0.0518166646361351,3.931853953531572e-08,0.9986567497253418|-1.6001265867870984e-09,1,-3.9454452149811914e-08|Freefall
