aneh pro|false|14975
-89.47245025634766,525.8714599609375,892.2700805664062|0.2756381034851074,4.0350670360567165e-08,-0.961261510848999|-9.222053165558464e-08,1,1.5532897634784604e-08|Running
-88.98709869384766,525.8714599609375,890.8160400390625|0.39798253774642944,1.6064743979526952e-09,-0.9173929691314697|-1.523074111275946e-08,1,-4.856254953722328e-09|Running
-88.91885375976562,525.8714599609375,890.611572265625|0.41469308733940125,-4.5442232199377486e-09,-0.9099613428115845|-4.214511406530619e-09,1,-6.9145267289627554e-09|Running
-88.5608901977539,525.8714599609375,889.8628540039062|0.48130226135253906,-2.7758032317137804e-08,-0.8765546679496765|3.034816842273358e-08,1,-1.5003502440436023e-08|Running
-88.41592407226562,525.8714599609375,889.5596313476562|0.5075381994247437,-3.7701219923746976e-08,-0.8616292476654053|4.4500634288624497e-08,1,-1.754286671484806e-08|Running
-87.76567077636719,525.8714599609375,888.5602416992188|0.5919790267944336,-3.303668449916586e-08,-0.8059533834457397|3.963859285249782e-08,1,-1.1875959771145972e-08|Running
-87.46257781982422,525.8714599609375,888.0943603515625|0.6293197870254517,-3.0711394316540463e-08,-0.7771464586257935|3.718193397617142e-08,1,-9.408868351101773e-09|Running
-86.94412231445312,525.8714599609375,887.4546508789062|0.6622358560562134,-2.539870758155871e-09,-0.7492954730987549|7.482737096609071e-09,1,3.223648237238308e-09|Running
-86.72809600830078,525.8714599609375,887.1881103515625|0.6755902171134949,9.38693300867044e-09,-0.7372773289680481|-5.04722708072336e-09,1,8.106957771758516e-09|Running
-85.72325134277344,525.8714599609375,886.2210693359375|0.7845995426177979,4.3491599654998936e-08,-0.6200029850006104|-3.0611339241204405e-08,1,3.1409459921860616e-08|Running
-85.46980285644531,525.8714599609375,885.9771728515625|0.809016764163971,5.1960036273612786e-08,-0.587785542011261|-3.76226516607403e-08,1,3.661655512132711e-08|Running
-84.40841674804688,525.8714599609375,885.2355346679688|0.8275735378265381,1.4343518373038933e-08,-0.5613573789596558|-1.0868649091833049e-08,1,9.528532629587971e-09|Running
-84.03573608398438,525.8714599609375,884.97509765625|0.833885133266449,1.1823491075091397e-09,-0.5519380569458008|-1.2693553985698713e-09,1,2.2439561320197754e-10|Running
-82.57408905029297,525.8714599609375,884.0126953125|0.8480483293533325,-4.501821138092055e-08,-0.5299188494682312|3.0596172706509606e-08,1,-3.5988868773983995e-08|Running
-81.08586883544922,525.8714599609375,883.0921630859375|0.8526415228843689,-1.1254949860983743e-08,-0.5224964022636414|7.1486119246344515e-09,1,-9.875181561369573e-09|Running
-80.34436798095703,525.8714599609375,882.637939453125|0.852641224861145,1.3043999658179928e-08,-0.52249675989151|-9.553541069351468e-09,1,9.374710785436946e-09|Running
-80.09111785888672,525.8714599609375,882.4827880859375|0.8526411652565002,2.1342946965319243e-08,-0.5224968791007996|-1.5257912266974927e-08,1,1.5949231269019037e-08|Running
-79.0074462890625,525.8714599609375,881.8077392578125|0.8425053358078003,2.942259058613672e-08,-0.5386879444122314|-2.1069531896955596e-08,1,2.1666338057002577e-08|Running
-78.60594940185547,525.8714599609375,881.5576171875|0.838671863079071,3.242197266217772e-08,-0.5446370244026184|-2.319478475953929e-08,1,2.3812486205088135e-08|Running
-77.5693359375,525.8714599609375,880.8453979492188|0.8028726577758789,-4.4746173433196645e-10,-0.5961507558822632|3.186918506870029e-09,1,3.54143159242426e-09|Running
-77.16403198242188,525.8714599609375,880.56689453125|0.7880098223686218,-1.3331213466472036e-08,-0.6156626343727112|1.3146429722610264e-08,1,-4.826828714499243e-09|Running
-76.60103607177734,525.8714599609375,880.11865234375|0.7607717514038086,-3.500510814546942e-08,-0.6490195989608765|3.321624575391979e-08,1,-1.499974899843437e-08|Running
-76.25141906738281,525.8714599609375,879.84033203125|0.7431438565254211,-4.8329550139669664e-08,-0.6691316366195679|4.545160336988374e-08,1,-2.1748288503431468e-08|Running
-75.73241424560547,525.8714599609375,879.3619995117188|0.7105148434638977,-3.873257270470276e-08,-0.7036821842193604|3.640249701675202e-08,1,-1.8286746339413185e-08|Running
-75.39374542236328,525.8714599609375,879.0498657226562|0.6883548498153687,-3.251684077554273e-08,-0.7253741025924683|3.059095021740177e-08,1,-1.579793185157996e-08|Running
-74.67464447021484,525.8714599609375,878.2589111328125|0.6487134099006653,1.1941447830565721e-09,-0.7610328197479248|-7.0238890259588516e-09,1,-4.4181351910310696e-09|Running
-74.21691131591797,525.8714599609375,877.7554321289062|0.6225143074989319,2.2089583495699117e-08,-0.7826083898544312|-3.062808318077259e-08,1,3.862933084519682e-09|Running
-73.75727081298828,525.8714599609375,877.1536865234375|0.5632293820381165,4.133261199967819e-08,-0.8263006210327148|-5.728080409994618e-08,1,1.0977096565056854e-08|Running
-73.50904083251953,525.8714599609375,876.8286743164062|0.5299208760261536,5.111008860581023e-08,-0.8480470776557922|-7.143592029024148e-08,1,1.5629680660822487e-08|Running
-73.1850814819336,525.8522338867188,876.2601928710938|0.45162415504455566,-3.8581298156259436e-08,-0.8922083377838135|2.023372402959467e-08,1,-3.300043260878738e-08|Running
-72.93567657470703,525.83740234375,875.8225708007812|0.3888263404369354,-1.0402803951592432e-07,-0.92131108045578|8.761608683016675e-08,1,-7.593590822807528e-08|Running
-72.52542114257812,525.506103515625,874.677978515625|0.2171640545129776,-4.939456843544576e-08,-0.9761351346969604|3.687829774889906e-08,1,-4.239774753500569e-08|Running
-72.4041976928711,525.408203125,874.3397827148438|0.16483113169670105,-3.418308125446856e-08,-0.9863218069076538|2.3126643711179895e-08,1,-3.079227184343836e-08|Running
-72.292236328125,525.0001220703125,873.9768676757812|0.05098497495055199,3.073246901408311e-08,-0.998699426651001|-5.110609890834894e-08,1,2.8163453791307802e-08|Running
-72.25092315673828,524.8495483398438,873.8429565429688|0.008724721148610115,5.2677400219636183e-08,-0.9999619126319885|-7.672281299164752e-08,1,5.200999808607776e-08|Running
-72.24174499511719,524.664794921875,873.813232421875|-0.02626383863389492,6.235820393385438e-08,-0.9996550679206848|-8.267739559641996e-08,1,6.455189094367597e-08|Running
-72.23260498046875,524.48095703125,873.78369140625|-0.061047740280628204,7.170479676688046e-08,-0.9981348514556885|-8.816343211037747e-08,1,7.723102157797257e-08|Running
-72.23260498046875,524.5242309570312,873.78369140625|-0.10621283203363419,8.523227990053783e-08,-0.9943434000015259|-9.703423131668387e-08,1,9.608205431277383e-08|Running
-72.23260498046875,524.5392456054688,873.78369140625|-0.12186847627162933,8.978499010936503e-08,-0.9925462603569031|-9.991688187938053e-08,1,1.0272741235439753e-07|Running
-72.26095581054688,524.4835205078125,873.5819702148438|-0.12186846882104874,6.965483190235489e-10,-0.9925462603569031|-7.40974004376227e-10,1,7.927586920253304e-10|Running
-72.27481079101562,524.4562377929688,873.4833984375|-0.12186846137046814,-4.285087484845462e-08,-0.9925462603569031|4.77373163221273e-08,1,-4.903403549860741e-08|Running
-72.3426742553711,524.0919799804688,872.919921875|-0.11647365987300873,-3.076888432929081e-08,-0.9931938052177429|3.212529975371581e-08,1,-3.474713494711068e-08|Running
-72.3837890625,523.8712158203125,872.5784912109375|-0.11320314556360245,-2.3402094484481495e-08,-0.9935718774795532|2.2627810736253196e-08,1,-2.613161065312397e-08|Running
-72.46780395507812,522.8565673828125,871.8414306640625|-0.11320313811302185,-5.064980435065536e-09,-0.9935718774795532|-1.0391119076302857e-09,1,-4.979357370871185e-09|Running
-72.47286987304688,522.7953491210938,871.7969970703125|-0.11320314556360245,-3.958950500759784e-09,-0.9935718774795532|-2.4666175768572884e-09,1,-3.7035283728670265e-09|Freefall
-72.516357421875,522.0706176757812,871.4154663085938|-0.11320313811302185,5.512511780381146e-09,-0.9935718774795532|-1.4691033278779742e-08,1,7.222006548346371e-09|Freefall
-72.53225708007812,521.8056640625,871.2760009765625|-0.11320314556360245,8.97547547396016e-09,-0.9935718774795532|-1.9160538045071007e-08,1,1.1216610751318967e-08|Freefall
-72.59375,520.9935913085938,870.7363891601562|-0.11320316046476364,2.103643126361021e-08,-0.9935718774795532|-3.472711540553064e-08,1,2.512918229058414e-08|Freefall
-72.63096618652344,520.5021362304688,870.4098510742188|-0.11320314556360245,2.8335714219451802e-08,-0.9935718774795532|-4.414799548158044e-08,1,3.3549063971349824e-08|Landed
-72.74259948730469,520.3765258789062,869.9391479492188|-0.03461305797100067,-0.0004514919128268957,-0.9994006752967834|-0.00315292552113533,0.9999949932098389,-0.0003425625618547201|Running
-72.77500915527344,520.340087890625,869.802490234375|-0.011736723594367504,-0.0005360931972973049,-0.9999309778213501|-0.0040621571242809296,0.9999916553497314,-0.000488446035888046|Climbing
-72.782958984375,520.3590698242188,869.8713989257812|-0.08821596205234528,-0.00015026621986180544,-0.9961013793945312|-0.0008937863167375326,0.9999995827674866,-0.00007169947639340535|Climbing
-72.7855224609375,520.3651733398438,869.8936157226562|-0.11282747238874435,0.000026110506951226853,-0.9936146140098572|0.00013524555834010243,1,0.000010920824934146367|Climbing
-72.78549194335938,521.2680053710938,869.8937377929688|-0.032107915729284286,0.000004613636519934516,-0.9994844198226929|0.000030142389732645825,1,0.0000036477078992902534|Climbing
-72.78548431396484,521.5288696289062,869.893798828125|-0.008725473657250404,-3.567155815176193e-08,-0.9999619126319885|-7.860371198376015e-08,1,-3.498703549098536e-08|Jumping
-72.78548431396484,522.201416015625,869.893798828125|0.005642972886562347,-4.79665551722519e-08,-0.999984085559845|-3.050692853889814e-08,1,-4.813947285242648e-08|Freefall
-72.78548431396484,522.7542114257812,869.893798828125|0.017452716827392578,-5.858312235318408e-08,-0.9998477101325989|9.165589176518552e-09,1,-5.8432057414847804e-08|Jumping
-72.78453063964844,523.5210571289062,869.8389282226562|0.017453160136938095,-6.684462761086252e-08,-0.9998477101325989|5.649474132951582e-08,1,-6.586865453073187e-08|Jumping
-72.78400421142578,523.9453735351562,869.80859375|0.017453402280807495,-7.141608904248642e-08,-0.9998476505279541|8.268404627642667e-08,1,-6.99836277817667e-08|Jumping
-72.77493286132812,524.6132202148438,869.2883911132812|0.017453404143452644,-4.983760071297638e-10,-0.9998476505279541|2.811562538340695e-08,1,-7.663897294563071e-12|Jumping
-72.77083587646484,524.9146118164062,869.0536499023438|0.017453402280807495,3.15019192953514e-08,-0.9998476505279541|3.4926337377783057e-09,1,3.1567687130973354e-08|Jumping
-72.76846313476562,525.4104614257812,868.9173583984375|0.017453402280807495,7.490762499173798e-08,-0.9998476505279541|-2.99063103170738e-08,1,7.439698634925662e-08|Jumping
-72.76708984375,525.6967163085938,868.8386840820312|0.017453402280807495,9.996749383844872e-08,-0.9998476505279541|-4.918887697158425e-08,1,9.912408671652884e-08|Jumping
-72.75352478027344,526.3732299804688,867.898681640625|0.010033561848104,2.708650548299829e-08,-0.9999496340751648|-2.690127409721299e-08,1,2.6817938092449367e-08|Freefall
-72.75113677978516,526.4923095703125,867.7332153320312|0.008727656677365303,1.4276082538344781e-08,-0.9999619126319885|-2.303437263151409e-08,1,1.4075582477346416e-08|Jumping
-72.7456283569336,527.350830078125,866.9028930664062|-0.01448037102818489,-3.588904107232338e-08,-0.9998951554298401|-6.287736553645118e-09,1,-3.5801743791807894e-08|Jumping
-72.74492645263672,527.4608154296875,866.7965698242188|-0.017452320083975792,-4.228452965548968e-08,-0.9998477101325989|-4.226752281510926e-09,1,-4.221719152042169e-08|Freefall
-72.76167297363281,528.4581909179688,865.3494873046875|-0.03263498842716217,-1.0049238596820942e-07,-0.9994673132896423|1.781141989454227e-08,1,-1.0112752590885066e-07|Freefall
-72.76416778564453,528.6069946289062,865.1336059570312|-0.034899238497018814,-1.091430164024132e-07,-0.9993908405303955|2.1022090734845733e-08,1,-1.0994364885164032e-07|Jumping
-72.80084228515625,529.067138671875,864.0422973632812|-0.034899238497018814,-3.0917121307538764e-08,-0.9993908405303955|1.165865359809004e-08,1,-3.1343091677626944e-08|Freefall
-72.80335235595703,529.0986328125,863.9675903320312|-0.034899238497018814,-2.5562778560583865e-08,-0.9993908405303955|1.1017753820397047e-08,1,-2.5963105443338463e-08|Freefall
-72.8282241821289,529.3204345703125,863.2552490234375|-0.04121578484773636,3.484381494445188e-08,-0.999150276184082|3.446419816199864e-09,1,3.4731279185962194e-08|Freefall
-72.83768463134766,529.4048461914062,862.9842529296875|-0.043618589639663696,5.780972145430496e-08,-0.9990482330322266|6.665749618939287e-10,1,5.7835691791296995e-08|Climbing
-72.9266357421875,530.8216552734375,862.5689086914062|-0.0628710389137268,0.005645513068884611,-0.998005747795105|-0.0035139743704348803,0.9999765753746033,0.005878030322492123|Climbing
-72.92739868164062,531.5657958984375,862.5706787109375|-0.05209857597947121,0.002415959257632494,-0.9986390471458435|-0.001512455171905458,0.9999957084655762,0.002498145680874586|Jumping
-72.9280014038086,532.1485595703125,862.5720825195312|-0.04366213083267212,-0.00013009764370508492,-0.9990463256835938|0.00008047962182899937,1,-0.0001337391004199162|Freefall
-72.92796325683594,532.6646728515625,862.572021484375|-0.04363280162215233,-0.000039311042201006785,-0.9990476369857788|0.0000243217345996527,1,-0.00004041075226268731|Jumping
-72.92794036865234,532.9230346679688,862.5719604492188|-0.04361812397837639,0.000006132860107754823,-0.9990482926368713|-0.0000037891259125899523,1,0.000006304134331003297|Jumping
-72.83305358886719,533.5084228515625,862.4253540039062|0.32807692885398865,0.0000029697364425373962,-0.9446510076522827|-0.0000021451187421916984,1,0.0000023987402073544217|Jumping
-72.76140594482422,533.9503784179688,862.314697265625|0.5807039737701416,1.0554796148198875e-08,-0.8141148090362549|-5.988538998025206e-09,1,8.693156416939019e-09|Jumping
-72.53858184814453,534.3189697265625,861.9923706054688|0.5847848057746887,-1.573866903470389e-08,-0.8111885190010071|-1.1570941538252555e-08,1,-2.7743462638341043e-08|Jumping
-72.3742904663086,534.5906982421875,861.7547607421875|0.5877841114997864,-3.5042500456938797e-08,-0.8090178370475769|-1.556978190819791e-08,1,-5.462694119273692e-08|Jumping
-72.16313934326172,534.9357299804688,861.4671020507812|0.5939137935638428,-5.440202244244574e-08,-0.8045287132263184|-2.0085959562265998e-08,1,-8.244745686170063e-08|Freefall
-71.88914489746094,535.3834838867188,861.0938110351562|0.6018163561820984,-7.929059364641944e-08,-0.7986345291137695|-2.5630820132960253e-08,1,-1.1859697224281263e-07|Freefall
-71.36564636230469,536.5535888671875,860.3989868164062|0.6018163561820984,-3.759668842917563e-08,-0.7986345291137695|-1.03744035584441e-08,1,-5.4893913414844064e-08|Freefall
-71.0586166381836,537.2398071289062,859.991455078125|0.6018163561820984,-1.3143713673002821e-08,-0.7986345291137695|-1.426700646511847e-09,1,-1.7532832075062288e-08|Jumping
-70.65807342529297,538.263671875,859.4597778320312|0.5940576791763306,1.7491526449475714e-08,-0.8044224977493286|1.734291465993465e-08,1,3.455176766919976e-08|Freefall
-70.40277099609375,538.916259765625,859.1209106445312|0.5890833139419556,3.725029174006522e-08,-0.8080723285675049|2.9568926862566514e-08,1,6.765341709069617e-08|Jumping
-69.86248779296875,540.039306640625,858.362060546875|0.5669465661048889,-1.774717439673168e-08,-0.823754608631134|7.015447067715286e-08,1,2.6739341407733264e-08|Freefall
-69.3896713256836,541.0220947265625,857.697998046875|0.5472310185432434,-6.565674226521878e-08,-0.8369815945625305|1.0474997935716601e-07,1,-9.957567215224117e-09|Jumping
-69.0382080078125,541.6465454101562,857.1589965820312|0.5348193645477295,-9.64075610454529e-08,-0.844966471195221|8.449534050214424e-08,1,-6.061520707589807e-08|Freefall
-68.75284576416016,542.1535034179688,856.7213745117188|0.5246559381484985,-1.2184219144728559e-07,-0.8513143658638|6.750153858092744e-08,1,-1.0152195528689845e-07|Jumping
-68.38954162597656,542.6961669921875,856.3975830078125|0.45485949516296387,0.0033887126483023167,-0.8905567526817322|0.0014750969130545855,0.9999884963035583,0.0045585366897284985|Freefall
-68.21263885498047,542.9603881835938,856.2399291992188|0.41979146003723145,0.005134390667080879,-0.9076061248779297|0.0023243252653628588,0.9999746680259705,0.006731986999511719|Jumping
-68.13455200195312,543.24755859375,856.2427978515625|0.4065343737602234,0.0018218944314867258,-0.9136337041854858|0.0008634154219180346,0.9999967813491821,0.002378301927819848|Freefall
-68.08629608154297,543.4249877929688,856.2445678710938|0.3983010947704315,-0.0002481700212229043,-0.9172546863555908|-0.00007101576920831576,0.9999999403953552,-0.00030139466980472207|Climbing
-68.0863265991211,543.6010131835938,856.2445678710938|0.26976069808006287,-0.00012895013787783682,-0.9629274010658264|-0.00004528132558334619,1,-0.00014660009765066206|Climbing
-68.08635711669922,543.773193359375,856.2445678710938|0.13917453587055206,2.3444771457548086e-08,-0.9902678728103638|3.788398927895287e-08,1,2.8999483703273654e-08|Climbing
-68.08635711669922,544.1343994140625,856.2445678710938|0.13917453587055206,4.380307672136041e-08,-0.9902678728103638|4.7076955667080256e-08,1,5.084987009240649e-08|Climbing
-68.08635711669922,544.588623046875,856.2445678710938|0.13917453587055206,6.940574337477301e-08,-0.9902678728103638|5.863806862294041e-08,1,7.832898063497851e-08|Climbing
-68.08635711669922,545.4163818359375,856.2445678710938|0.13917452096939087,4.825222887916425e-08,-0.9902678728103638|3.340895204928529e-08,1,5.342181097489629e-08|Climbing
