Mt YNTKTS|true|13374
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,4.594943092683934e-08,-0.08946027606725693|-4.592191160668335e-08,1,2.3658499603840255e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,8.769751502768486e-08,-0.08946027606725693|-8.764671122207801e-08,1,4.496260697095522e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,1.2106386293453397e-07,-0.08946027606725693|-1.209944429092502e-07,1,6.198948909741375e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,9.152006441581761e-08,-0.08946027606725693|-9.146781110302982e-08,1,4.683653909154373e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,5.2157805185970574e-08,-0.08946027606725693|-5.212843134927425e-08,1,2.6647726247830406e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,3.002301074417346e-09,-0.08946027606725693|-3.001489501386345e-09,1,1.4359868849567192e-10|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,-3.6284284021803614e-08,-0.08946027606725693|3.626226785513609e-08,1,-1.871399923913941e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,-7.55372866478865e-08,-0.08946027606725693|7.54924585066874e-08,1,-3.884675692233941e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,-1.1475673034055944e-07,-0.08946027606725693|1.1468910798839715e-07,1,-5.896229282598142e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,-8.184505162489586e-08,-0.08946027606725693|8.179701183053112e-08,1,-4.203150272275025e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,-4.8961513954282054e-08,-0.08946027606725693|4.893303540143279e-08,1,-2.5115189927760184e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,-1.6106090683365437e-08,-0.08946027606725693|1.6097157384820093e-08,1,-8.213348334784598e-10|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,1.6721243056849744e-08,-0.08946027606725693|-1.671064886465956e-08,1,8.674038154410368e-10|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,4.952051213535924e-08,-0.08946027606725693|-4.9490406439645085e-08,1,2.554698008694345e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,8.229173431573145e-08,-0.08946027606725693|-8.224213132734803e-08,1,4.240549245082548e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,1.1503494334874631e-07,-0.08946027606725693|-1.1496586438397571e-07,1,5.924958745850972e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,7.821407166375138e-08,-0.08946027606725693|-7.8167211370328e-08,1,4.027276290230475e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,5.0619075153690574e-08,-0.08946027606725693|-5.058886642927973e-08,1,2.6050797075072296e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,4.666743436132492e-09,-0.08946027606725693|-4.66426319789548e-09,1,2.367796791968857e-10|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,-3.2059766397196654e-08,-0.08946027606725693|3.20400843634161e-08,1,-1.6560375293295237e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,-5.958404258876726e-08,-0.08946027606725693|5.9547751618538314e-08,1,-3.074587917595295e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,-1.0541862138779834e-07,-0.08946027606725693|1.0535467254157993e-07,1,-5.436817218651413e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,-8.88372682084082e-08,-0.08946027606725693|8.878345170160173e-08,1,-4.580883228300081e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,-5.4539764704486515e-08,-0.08946027606725693|5.4506802626974604e-08,1,-2.811438637451147e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,-2.8835875909294373e-08,-0.08946027606725693|2.8818547548326023e-08,1,-1.485348177787671e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,1.3967310863449711e-08,-0.08946027606725693|-1.395860760311507e-08,1,7.229120080332052e-10|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,4.8176925560028394e-08,-0.08946027606725693|-4.814741672021228e-08,1,2.4878203941369748e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,7.381493816183138e-08,-0.08946027606725693|-7.376984001439268e-08,1,3.810511017832141e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,1.0797338489965114e-07,-0.08946027606725693|-1.0790751048261882e-07,1,5.572778238871479e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,7.979198812790855e-08,-0.08946027606725693|-7.974335147764577e-08,1,4.117741703169031e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,4.310692602871313e-08,-0.08946027606725693|-4.3080703449049906e-08,1,2.2239954322600397e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,6.453231282677052e-09,-0.08946027606725693|-6.449401901420515e-09,1,3.3186883796609834e-10|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,-3.016912941689043e-08,-0.08946027606725693|3.015058425148709e-08,1,-1.5586395507583006e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,-6.676017960671743e-08,-0.08946027606725693|6.671928076684708e-08,1,-3.4475315935367234e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,-1.0331994815260259e-07,-0.08946027606725693|1.0325670984911994e-07,1,-5.334807706702804e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,-8.744162727225557e-08,-0.08946027606725693|8.73881305096802e-08,1,-4.514683293876942e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,-5.4115396608267474e-08,-0.08946027606725693|5.408231729120416e-08,1,-2.7937163693536604e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,-2.9139425095081606e-08,-0.08946027606725693|2.9121647315832888e-08,1,-1.5039571810149255e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,1.2451607744878856e-08,-0.08946027606725693|-1.2443908126158476e-08,1,6.438028443689348e-10|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,4.569243472474227e-08,-0.08946027606725693|-4.5664371839393425e-08,1,2.360357687081205e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,7.060440054829087e-08,-0.08946027606725693|-7.056107875769158e-08,1,3.646810409208001e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,1.12088855530601e-07,-0.08946027606725693|-1.1202011762634356e-07,1,5.789064339012384e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,9.100293851815877e-08,-0.08946027606725693|-9.094714670254689e-08,1,4.699895139737009e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,5.186226204045852e-08,-0.08946027606725693|-5.183048301660165e-08,1,2.6782838169481238e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,2.2528716669967253e-08,-0.08946027606725693|-2.2514932140893507e-08,1,1.1632095286984168e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,-2.6318728529872715e-08,-0.08946027606725693|2.6302547695422618e-08,1,-1.3597547532384624e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,-6.535910301863623e-08,-0.08946027606725693|6.53189715649205e-08,1,-3.3761846651714222e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,-1.0436610153874426e-07,-0.08946027606725693|1.0430203900568813e-07,1,-5.390889956657929e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,-9.774547038432502e-08,-0.08946027606725693|9.768547926114479e-08,1,-5.0488395686443255e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,-5.6858151964434e-08,-0.08946027606725693|5.682326431610818e-08,1,-2.9367761555931793e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,-2.4179755087061494e-08,-0.08946027606725693|2.416493316559354e-08,1,-1.248750991500458e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,8.470700585405666e-09,-0.08946027606725693|-8.46547543176257e-09,1,4.3783043857104076e-10|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,4.109324081014165e-08,-0.08946027606725693|-4.106798456859906e-08,1,2.122969577911249e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,7.368788601525011e-08,-0.08946027606725693|-7.36426244429822e-08,1,3.806666981631679e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,1.062546743924031e-07,-0.08946027606725693|-1.0618941104212354e-07,1,5.48892487017838e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,1.0223683233334668e-07,-0.08946027606725693|-1.0217404167178756e-07,1,5.281314052751895e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,7.181691330515605e-08,-0.08946027606725693|-7.177280281212006e-08,1,3.7098548677505505e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,2.116038544386356e-08,-0.08946027606725693|-2.1147398499010706e-08,1,1.0929958049743504e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,-1.932585824704347e-08,-0.08946027606725693|1.9313976196144722e-08,1,-9.984776339067025e-10|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,-5.977748429586427e-08,-0.08946027606725693|5.974075634185283e-08,1,-3.088162392472782e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,-1.0019452645337878e-07,-0.08946027606725693|1.0013297213617989e-07,1,-5.176060469125332e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,-8.775360527124576e-08,-0.08946027606725693|8.769968928845628e-08,1,-4.533330599798546e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,-5.772303879325591e-08,-0.08946027606725693|5.76875791580278e-08,1,-2.9819255953356105e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,-3.521696356756365e-08,-0.08946027606725693|3.5195334646687115e-08,1,-1.8192424233731685e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,2.261087983512766e-09,-0.08946027606725693|-2.259689990680158e-09,1,1.1690531875885313e-10|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,3.2214693135301786e-08,-0.08946027606725693|-3.219489030925615e-08,1,1.6643332267918254e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,6.214268921667099e-08,-0.08946027606725693|-6.210449754462388e-08,1,3.2104376934682932e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,9.204509865412547e-08,-0.08946027606725693|-9.198853945235896e-08,1,4.75521977350013e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,1.219219427639473e-07,-0.08946027606725693|-1.2184702313788875e-07,1,6.298680244043453e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,8.008393592717766e-08,-0.08946027606725693|-8.003472373729892e-08,1,4.137248321711695e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,3.828169781172619e-08,-0.08946027606725693|-3.825817884717253e-08,1,1.977665142760543e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,-3.4848000041165506e-09,-0.08946027606725693|3.48265483118837e-09,1,-1.8007141611153799e-10|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,-3.478623966657324e-08,-0.08946027606725693|3.4764859435654216e-08,1,-1.7971627519486333e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,-7.649027367051531e-08,-0.08946027606725693|7.644326416311742e-08,1,-3.951671434521131e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,-9.370592835011848e-08,-0.08946027606725693|9.364833886138513e-08,1,-4.84105422415837e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,-6.564599175362673e-08,-0.08946027606725693|6.560564713709027e-08,1,-3.391406044883638e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,-4.46167867096392e-08,-0.08946027606725693|4.458936686546622e-08,1,-2.3049839814603956e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,-9.598070782601553e-09,-0.08946027606725693|9.592175054251584e-09,1,-4.958288224443663e-10|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,1.8389956224496018e-08,-0.08946027606725693|-1.8378651489570075e-08,1,9.501025521885254e-10|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,3.9365271931046664e-08,-0.08946027606725693|-3.934107795089403e-08,1,2.0337393991098907e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,6.731143997740219e-08,-0.08946027606725693|-6.727007217932623e-08,1,3.477506949067788e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,1.0221056356840563e-07,-0.08946027606725693|-1.0214773737970972e-07,1,5.280480053215797e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,1.1223387730296963e-07,-0.08946027606725693|-1.1216489781418204e-07,1,5.7983040591125246e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,6.866416413231491e-08,-0.08946027606725693|-6.862195789381076e-08,1,3.547370841516795e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,2.5131694059155052e-08,-0.08946027606725693|-2.5116248636436467e-08,1,1.2983635278018824e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,-1.8363554232792012e-08,-0.08946027606725693|1.8352267261434463e-08,1,-9.487208796343793e-10|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,-6.182161627066307e-08,-0.08946027606725693|6.178362355058198e-08,1,-3.1938836020373174e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,-1.0524252758159491e-07,-0.08946027606725693|1.0517784687635867e-07,1,-5.4371267488306785e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,-9.275128576291536e-08,-0.08946027606725693|9.269427891922533e-08,1,-4.7917909640204925e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,-6.165367949506617e-08,-0.08946027606725693|6.161578625096809e-08,1,-3.1851989934494895e-09|Running
-664.4813842773438,61.47896957397461,-443.92547607421875|0.9959903955459595,-3.834792750012639e-08,-0.08946027606725693|3.8324358797581226e-08,1,-1.981156794172989e-09|Running
-664.3319091796875,61.47896957397461,-443.93890380859375|0.9959903955459595,4.617874138634903e-10,-0.08946027606725693|-4.615030302357326e-10,1,2.386358818884382e-11|Running
-664.032958984375,61.47896957397461,-443.96575927734375|0.9959903955459595,3.147970062400418e-08,-0.08946027606725693|-3.1460348992595755e-08,1,1.6263366209301466e-09|Running
-663.5745239257812,61.47896957397461,-444.0069274902344|0.9959903955459595,6.247108785828459e-08,-0.08946027606725693|-6.243269723427147e-08,1,3.227439204778193e-09|Running
