serenity|true|5826
886.8082275390625,1063.772705078125,128.3310546875|-0.13571983575820923,-2.716733682461836e-08,-0.9907472729682922|-3.1430724689585077e-09,1,-2.6990495172185547e-08|Running
886.7793579101562,1064.224365234375,128.12037658691406|-0.13571983575820923,-1.7693286835651634e-08,-0.9907472729682922|-1.6798391566652526e-09,1,-1.7628410731163058e-08|Running
886.7599487304688,1064.5234375,127.97905731201172|-0.13571979105472565,-1.138062888372815e-08,-0.9907472729682922|-7.048710504165001e-10,1,-1.1390356213780706e-08|Running
886.7401123046875,1064.8280029296875,127.83425903320312|-0.13571983575820923,-5.070669217843715e-09,-0.9907472729682922|2.696787793077249e-10,1,-5.154967563925084e-09|Running
886.7301025390625,1064.9827880859375,127.76139068603516|-0.13571979105472565,-1.9167007980769313e-09,-0.9907472729682922|7.567978466127556e-10,1,-2.03827266176404e-09|Running
886.7000732421875,1065.4329833984375,127.54251098632812|-0.13571983575820923,7.541160584878526e-09,-0.9907472729682922|2.217529271320018e-09,1,7.30781479774123e-09|Running
886.6796264648438,1065.7305908203125,127.3932113647461|-0.13571979105472565,1.3843031609894751e-08,-0.9907472729682922|3.1908293784965736e-09,1,1.353521117408718e-08|Running
886.6581420898438,1066.032470703125,127.23619842529297|-0.13571983575820923,2.0142211454299286e-08,-0.9907472729682922|4.1637138181727096e-09,1,1.975994656788771e-08|Running
886.6363525390625,1066.33447265625,127.07704162597656|-0.13571983575820923,2.643869656537845e-08,-0.9907472729682922|5.136181702170006e-09,1,2.5982020090964397e-08|Running
886.6140747070312,1066.634521484375,126.9143295288086|-0.13571979105472565,3.273249049584592e-08,-0.9907472729682922|6.108232142310044e-09,1,3.22014344078525e-08|Running
886.5907592773438,1066.93115234375,126.74404907226562|-0.13571983575820923,3.9023593245701704e-08,-0.9907472729682922|7.079869579484921e-09,1,3.8418189518552026e-08|Running
886.567138671875,1067.22509765625,126.57168579101562|-0.13571979105472565,4.5312006591302634e-08,-0.9907472729682922|8.05108868462412e-09,1,4.463228719941981e-08|Running
886.554931640625,1067.3729248046875,126.48265838623047|-0.13571979105472565,4.845520606977516e-08,-0.9907472729682922|8.536543028014876e-09,1,4.7738339503666793e-08|Running
886.517822265625,1067.802001953125,126.21207427978516|-0.13571983575820923,5.788077572788097e-08,-0.9907472729682922|9.992286109650195e-09,1,5.70525173770875e-08|Running
886.4921875,1068.0849609375,126.0248794555664|-0.13571983575820923,6.41611279661447e-08,-0.9907472729682922|1.0962261320912603e-08,1,6.325864632117373e-08|Running
886.46630859375,1068.37060546875,125.8360824584961|-0.13571983575820923,7.043880145829462e-08,-0.9907472729682922|1.1931822641031431e-08,1,6.946212494085557e-08|Running
886.4413452148438,1068.656982421875,125.65389251708984|-0.13571983575820923,7.671378909890336e-08,-0.9907472729682922|1.2900969181828259e-08,1,7.566296034156039e-08|Running
886.4158325195312,1068.9417724609375,125.46770477294922|-0.13571983575820923,8.298609088797093e-08,-0.9907472729682922|1.3869700943303087e-08,1,8.186113831243347e-08|Running
886.3910522460938,1069.2255859375,125.28681182861328|-0.13571983575820923,8.925571393092468e-08,-0.9907472729682922|1.4838018813634335e-08,1,8.805666595890216e-08|Running
886.3665771484375,1069.5101318359375,125.1080551147461|-0.13571983575820923,9.552265822776462e-08,-0.9907472729682922|1.5805923681000422e-08,1,9.424955038639382e-08|Running
886.343017578125,1069.7957763671875,124.93620300292969|-0.13571983575820923,1.0178692377849075e-07,-0.9907472729682922|1.677341288086609e-08,1,1.004397844894811e-07|Running
886.3197631835938,1070.083251953125,124.766357421875|-0.13571979105472565,1.0804851058310305e-07,-0.9907472729682922|1.77404846368745e-08,1,1.0662736826816399e-07|Running
886.2965698242188,1070.3724365234375,124.59671783447266|-0.13571979105472565,1.1430741864160154e-07,-0.9907472729682922|1.8707147830809845e-08,1,1.1281231593329721e-07|Running
886.2742919921875,1070.6649169921875,124.43417358398438|-0.13571983575820923,1.2056365505941358e-07,-0.9907472729682922|1.967340246267213e-08,1,1.1899461327402605e-07|Running
886.2523193359375,1070.9598388671875,124.27374267578125|-0.13571979105472565,1.268172127311118e-07,-0.9907472729682922|2.0639234321606637e-08,1,1.2517426739577786e-07|Running
886.2313232421875,1071.2567138671875,124.12036895751953|-0.13571979105472565,1.3306809876212355e-07,-0.9907472729682922|2.160465761846808e-08,1,1.3135128540398e-07|Running
886.2106323242188,1071.554931640625,123.96935272216797|-0.13571983575820923,1.0437285169473398e-07,-0.9907472729682922|1.6916928302634915e-08,1,1.0303020303581434e-07|Running
886.1795654296875,1071.992431640625,123.74271392822266|-0.13571983575820923,6.135297070386514e-08,-0.9907472729682922|9.889083329994719e-09,1,6.057128132397338e-08|Running
886.1692504882812,1072.1396484375,123.66726684570312|-0.13571983575820923,4.7019142357385135e-08,-0.9907472729682922|7.547469316193656e-09,1,4.642435413870771e-08|Running
886.1383056640625,1072.5791015625,123.44110107421875|-0.13571979105472565,4.036031509002669e-09,-0.9907472729682922|5.256307056278331e-10,1,4.0017198443820234e-09|Running
886.11767578125,1072.8734130859375,123.29022216796875|-0.13571979105472565,-2.4604064563504835e-08,-0.9907472729682922|-4.153090760183886e-09,1,-2.4264926068440218e-08|Running
886.0970458984375,1073.1734619140625,123.13960266113281|-0.13571979105472565,-5.323192198147808e-08,-0.9907472729682922|-8.82981066041566e-09,1,-5.251948920204086e-08|Running
886.0867309570312,1073.326171875,123.06446838378906|-0.13571979105472565,-6.754125791985643e-08,-0.9907472729682922|-1.1167419877722295e-08,1,-6.664224372343597e-08|Running
886.0650634765625,1073.630615234375,122.9065933227539|-0.13571979105472565,-9.615076379532184e-08,-0.9907472729682922|-1.5841138178984693e-08,1,-9.487869334634524e-08|Running
886.0431518554688,1073.930908203125,122.74674224853516|-0.14021213352680206,-8.946440743784478e-08,-0.9901214838027954|-1.504166036170318e-08,1,-8.822694042009971e-08|Running
886.020751953125,1074.2293701171875,122.58699798583984|-0.14021345973014832,-8.278091456759284e-08,-0.9901213049888611|-1.381264613797839e-08,1,-8.165080345179376e-08|Running
885.9971313476562,1074.525634765625,122.41999816894531|-0.14470477402210236,-7.609901331306901e-08,-0.989474892616272|-1.2954394001951641e-08,1,-7.501397902842655e-08|Running
885.9725952148438,1074.8201904296875,122.25114440917969|-0.15367941558361053,-6.9417843917563e-08,-0.9881207346916199|-1.2406615290672107e-08,1,-6.832282650748311e-08|Running
885.945556640625,1075.11376953125,122.07459259033203|-0.16263924539089203,-6.273796060440873e-08,-0.986685574054718|-1.1798507060234442e-08,1,-6.163975285744527e-08|Running
885.9166259765625,1075.4056396484375,121.8958511352539|-0.17158843576908112,-5.605991049151271e-08,-0.9851686954498291|-1.1130478760890128e-08,1,-5.496525190551438e-08|Running
885.885986328125,1075.6962890625,121.71707916259766|-0.18498431146144867,-4.938421582778574e-08,-0.9827414751052856|-1.06512203501552e-08,1,-4.82465729589876e-08|Running
885.8517456054688,1075.9835205078125,121.53123474121094|-0.19389505684375763,-4.271172926451072e-08,-0.981022298336029|-9.862636929369728e-09,1,-4.158867028536406e-08|Running
885.8150634765625,1076.2674560546875,121.34281921386719|-0.19834458827972412,-3.6042475670683416e-08,-0.9801323413848877|-8.825793429423356e-09,1,-3.498703549098536e-08|Running
885.7757568359375,1076.546875,121.14704895019531|-0.20723047852516174,-2.937724730145419e-08,-0.9782921671867371|-7.91798093757734e-09,1,-2.835185775040827e-08|Running
885.7342529296875,1076.8221435546875,120.94873809814453|-0.20723141729831696,-2.2714869984952202e-08,-0.978291928768158|-6.693599452489707e-09,1,-2.180100366899751e-08|Running
885.6921997070312,1077.09423828125,120.75|-0.21166785061359406,-1.6056134199970984e-08,-0.9773416519165039|-5.5685580591102735e-09,1,-1.522236381390485e-08|Running
885.6490478515625,1077.364013671875,120.54972076416016|-0.21166864037513733,-9.400247691360164e-09,-0.9773414731025696|-4.3452090814355415e-09,1,-8.677114138322395e-09|Running
885.6055908203125,1077.6319580078125,120.3489990234375|-0.211669921875,-2.7472091268521126e-09,-0.9773412346839905|-3.1223821306269883e-09,1,-2.1346635570296257e-09|Running
885.5618286132812,1077.8983154296875,120.14678955078125|-0.211667999625206,3.902988154891318e-09,-0.9773416519165039|-1.900062551740689e-09,1,4.404979936367681e-09|Running
885.5179443359375,1078.163330078125,119.94413757324219|-0.211667999625206,1.0550344597959338e-08,-0.9773416519165039|-6.782702177687838e-10,1,1.0941836769973179e-08|Running
885.4736938476562,1078.4271240234375,119.74000549316406|-0.211667999625206,1.7194860646441157e-08,-0.9773416519165039|5.429995342254301e-10,1,1.747590161471635e-08|Running
885.4293823242188,1078.689697265625,119.53543853759766|-0.211667999625206,2.3836538076693614e-08,-0.9773416519165039|1.763746482197348e-09,1,2.4007173138329563e-08|Running
885.3844604492188,1078.951171875,119.32801818847656|-0.21166805922985077,3.047537688871671e-08,-0.9773415923118591|2.9839730686376242e-09,1,3.053565578170492e-08|Running
885.33935546875,1079.21142578125,119.1197509765625|-0.211667999625206,3.7111377082510444e-08,-0.9773416519165039|4.203673409364228e-09,1,3.7061344215771896e-08|Running
885.2936401367188,1079.4703369140625,118.90859985351562|-0.211667999625206,4.3744542210788495e-08,-0.9773416519165039|5.4228537216260975e-09,1,4.3584247322314695e-08|Running
885.2477416992188,1079.727783203125,118.69660949707031|-0.211667999625206,5.0374872273550864e-08,-0.9773416519165039|6.641512229066393e-09,1,5.0104361548619636e-08|Running
885.201416015625,1079.98388671875,118.48273468017578|-0.211667999625206,5.700237082351123e-08,-0.9773416519165039|7.859649819863535e-09,1,5.66216904474004e-08|Running
885.155029296875,1080.2386474609375,118.26831817626953|-0.21166805922985077,6.362704141338327e-08,-0.9773415923118591|9.07727049082041e-09,1,6.313623401865698e-08|Running
885.1082153320312,1080.4921875,118.05207824707031|-0.21166805922985077,7.024887338502595e-08,-0.9773415923118591|1.0294366248331244e-08,1,6.964799581510306e-08|Running
885.0612182617188,1080.744384765625,117.8353042602539|-0.211667999625206,7.686787029115294e-08,-0.9773416519165039|1.1510935316039195e-08,1,7.615697228402496e-08|Running
885.0130615234375,1080.9945068359375,117.61309051513672|-0.21166805922985077,8.348404634261897e-08,-0.9773415923118591|1.2726993681155818e-08,1,8.266316342542268e-08|Running
884.964599609375,1081.2425537109375,117.38926696777344|-0.21166865527629852,9.009739443399667e-08,-0.9773414731025696|1.3942578647174741e-08,1,8.916656923929622e-08|Running
884.915283203125,1081.4879150390625,117.16166687011719|-0.21166858077049255,9.670790745985869e-08,-0.9773414731025696|1.515758540904244e-08,1,9.566719683107294e-08|Running
884.8901977539062,1081.6107177734375,117.04589080810547|-0.21166858077049255,1.0001210171139974e-07,-0.9773414731025696|1.5764896943437634e-08,1,9.891646612913974e-08|Running
884.814453125,1081.9693603515625,116.69610595703125|-0.21166865527629852,1.0992044963131775e-07,-0.9773414731025696|1.7586058831398077e-08,1,1.0866011024290856e-07|Running
884.76318359375,1082.205078125,116.45915222167969|-0.2161010056734085,1.1652155507135831e-07,-0.9763709902763367|1.929235793340922e-08,1,1.150714794562191e-07|Running
884.7108154296875,1082.4410400390625,116.22125244140625|-0.21610122919082642,1.2311983255131054e-07,-0.9763709902763367|2.050531655584109e-08,1,1.2156098705418117e-07|Running
884.657470703125,1082.6749267578125,115.97991943359375|-0.22495470941066742,1.297130438615568e-07,-0.9743692278862|2.2820278999802213e-08,1,1.2785658043412695e-07|Running
884.6299438476562,1082.791748046875,115.85887145996094|-0.22937454283237457,1.330079300032594e-07,-0.97333824634552|2.4006329368830848e-08,1,1.3099402451643982e-07|Running
884.5734252929688,1083.0230712890625,115.61677551269531|-0.22937262058258057,1.0452527732240924e-07,-0.9733386635780334|1.887856626581197e-08,1,1.0293955909901342e-07|Running
884.4879760742188,1083.3599853515625,115.25363159179688|-0.2337867021560669,6.183439182905204e-08,-0.9722878932952881|1.165830276761426e-08,1,6.079355330257386e-08|Running
884.4598999023438,1083.4739990234375,115.13594055175781|-0.23819799721240997,4.761389504892577e-08,-0.97121661901474|9.372866038859229e-09,1,4.672623887813643e-08|Running
884.3782958984375,1083.820068359375,114.80156707763672|-0.24260272085666656,4.982655621432741e-09,-0.9701257348060608|1.904223445592379e-09,1,4.659896912784234e-09|Running
884.3235473632812,1084.057373046875,114.5814437866211|-0.24700315296649933,-2.3414390426523823e-08,-0.9690147042274475|-3.1922959831121034e-09,1,-2.3349370437131256e-08|Running
884.2700805664062,1084.3050537109375,114.3703384399414|-0.24700087308883667,-5.179930795407017e-08,-0.9690152406692505|-8.307702081822299e-09,1,-5.1337991635591607e-08|Running
884.2192993164062,1084.5595703125,114.17098999023438|-0.24700325727462769,-8.017208585897606e-08,-0.9690146446228027|-1.3421103339794627e-08,1,-7.931462420174284e-08|Running
884.1693115234375,1084.819091796875,113.9747314453125|-0.24260111153125763,-9.11632795919104e-08,-0.9701261520385742|-1.5209158377160747e-08,1,-9.016716262522095e-08|Running
884.1207275390625,1085.0826416015625,113.78158569335938|-0.2381976693868637,-8.477208268686809e-08,-0.9712166786193848|-1.3985197888644052e-08,1,-8.385445227077071e-08|Running
884.0712280273438,1085.34716796875,113.58078002929688|-0.2293742299079895,-7.837727622472812e-08,-0.9733383059501648|-1.240924163425916e-08,1,-7.759985720667828e-08|Running
884.0203857421875,1085.6121826171875,113.36735534667969|-0.2249537706375122,-7.198221396720328e-08,-0.974369466304779|-1.1242812014700121e-08,1,-7.128004853029779e-08|Running
883.9689331054688,1085.8756103515625,113.14608764648438|-0.22053034603595734,-6.558705223369543e-08,-0.9753801226615906|-1.0105551062622453e-08,1,-6.495772453263271e-08|Running
883.9151000976562,1086.1365966796875,112.90946960449219|-0.22052866220474243,-5.919462608972026e-08,-0.9753804802894592|-9.292070224375948e-09,1,-5.858786522594528e-08|Running
883.860595703125,1086.3934326171875,112.66854858398438|-0.21610140800476074,-5.2802231920168197e-08,-0.9763709306716919|-8.2131590417589e-09,1,-5.2262265626268345e-08|Running
883.8041381835938,1086.6435546875,112.41471099853516|-0.21610303223133087,-4.641256978743513e-08,-0.9763705730438232|-7.4005721550918224e-09,1,-4.5897824207941085e-08|Running
883.745361328125,1086.8856201171875,112.14949798583984|-0.21610310673713684,-4.0025636138807386e-08,-0.9763705730438232|-6.588249501504606e-09,1,-3.953611482643282e-08|Running
883.6853637695312,1087.1160888671875,111.87830352783203|-0.21166741847991943,-3.3638858809581507e-08,-0.9773417711257935|-5.596679564234819e-09,1,-3.320662855799128e-08|Running
883.6259765625,1087.335205078125,111.60562896728516|-0.2072303146123886,-2.725237457923413e-08,-0.9782921671867371|-4.634308048423463e-09,1,-2.6875412117988162e-08|Running
883.5677490234375,1087.545166015625,111.33258056640625|-0.202789306640625,-2.0866314898171368e-08,-0.9792224168777466|-3.701033257641484e-09,1,-2.05426111676843e-08|Running
883.5113525390625,1087.7490234375,111.06192779541016|-0.19389474391937256,-1.4478766630077189e-08,-0.9810223579406738|-2.7035254035467915e-09,1,-1.4224515787475411e-08|Running
883.4585571289062,1087.9505615234375,110.79842376708984|-0.1894425004720688,-8.092038150664393e-09,-0.9818918108940125|-1.8283808911334631e-09,1,-7.88851206579011e-09|Running
883.4090576171875,1088.1527099609375,110.54409790039062|-0.1805209070444107,-1.704612118125226e-09,-0.9835711717605591|-9.464490302590889e-10,1,-1.5593770719135591e-09|Running
883.3621215820312,1088.357421875,110.29205322265625|-0.18052151799201965,4.680082987817968e-09,-0.9835710525512695|-1.365532686925519e-10,1,4.783318630074973e-09|Running
883.3172607421875,1088.56689453125,110.04813385009766|-0.17605626583099365,1.1063561622393081e-08,-0.9843801259994507|6.512920203149974e-10,1,1.1122631704552077e-08|Running
883.2745971679688,1088.7813720703125,109.81148529052734|-0.17605619132518768,1.7444310884684455e-08,-0.9843801259994507|1.4604952802699245e-09,1,1.745990196866387e-08|Running
883.233154296875,1089.0018310546875,109.58002471923828|-0.17158952355384827,2.3823711003956305e-08,-0.9851685166358948|2.1901453983730335e-09,1,2.3800906134852085e-08|Running
883.1931762695312,1089.227783203125,109.35224914550781|-0.17158666253089905,3.0200382639122836e-08,-0.9851690530776978|2.9985882665783947e-09,1,3.0132763839674226e-08|Running
883.1536254882812,1089.4581298828125,109.12537384033203|-0.17158672213554382,3.6574331119254566e-08,-0.985168993473053|3.806756243562859e-09,1,3.6461905494888924e-08|Running
