Mount Jirlah|true|19997
11.815444946289062,20.00591468811035,153.5448760986328|-0.08946730196475983,0,-0.9959897994995117|7.64803953501314e-09,1.0000001192092896,-6.870045088369636e-10|Running
11.761519432067871,20.00591468811035,152.96405029296875|-0.08998696506023407,0,-0.9959429502487183|3.92365651080695e-09,1,-3.545162219342757e-10|Running
11.729166030883789,20.00591468811035,152.6155548095703|-0.09255651384592056,0,-0.9957075119018555|1.7826821130384474e-09,1.0000001192092896,-1.6571014005428708e-10|Running
11.686026573181152,20.00591468811035,152.15089416503906|-0.09246952086687088,0,-0.9957156181335449|-1.0662408733708162e-09,1.0000001192092896,9.901902214837222e-11|Running
11.632101058959961,20.00591468811035,151.570068359375|-0.09244778007268906,0,-0.9957176446914673|-4.62448523919079e-09,1.0000001192092896,4.293620736728343e-10|Running
11.599745750427246,20.00591468811035,151.22157287597656|-0.09244494140148163,0,-0.9957178831100464|-6.757725490302846e-09,1.0000001192092896,6.274041286502552e-10|Running
11.556605339050293,20.00591468811035,150.7569122314453|-0.09244494140148163,0,-0.9957178831100464|-5.131464142493769e-09,1.0000001192092896,4.764180161487275e-10|Running
11.51346492767334,20.00591468811035,150.29225158691406|-0.09244494140148163,0,-0.9957178831100464|-3.5066110015691265e-09,1.0000001192092896,3.2556254914162253e-10|Running
11.470324516296387,20.00591468811035,149.8275909423828|-0.09244494140148163,0,-0.9957178831100464|-1.883144085113031e-09,1.0000001192092896,1.7483582637201067e-10|Running
11.427184104919434,20.00591468811035,149.36293029785156|-0.09244494140148163,0,-0.9957178831100464|-2.6106700135031247e-10,1.0000001192092896,2.4238114987307213e-11|Running
11.38404369354248,20.00591468811035,148.8982696533203|-0.09244494140148163,0,-0.9957178831100464|1.359627188612933e-09,1.0000001192092896,-1.2623119216570444e-10|Running
11.340903282165527,20.00591468811035,148.43360900878906|-0.09244494140148163,0,-0.9957178831100464|2.9789370969979245e-09,1.0000001192092896,-2.765719875341688e-10|Running
11.286977767944336,20.00591468811035,147.852783203125|-0.09244494140148163,0,-0.9957178831100464|5.0011301766517136e-09,1.0000001192092896,-4.6431747335873297e-10|Running
11.254622459411621,20.00591468811035,147.50428771972656|-0.09244494140148163,0,-0.9957178831100464|6.213405789878834e-09,1.0000001192092896,-5.768681643480988e-10|Running
11.20069694519043,20.00591468811035,146.9234619140625|-0.10113711655139923,0,-0.9948725700378418|5.891116483525138e-09,1.0000001192092896,-5.988812779023078e-10|Running
11.154096603393555,20.00591468811035,146.45912170410156|-0.1184983178973198,0,-0.9929543733596802|3.943820381380192e-09,1.0000001192092896,-4.70652128381488e-10|Running
11.100000381469727,20.00591468811035,145.99560546875|-0.13063041865825653,0,-0.9914311766624451|2.5457218555402505e-09,1.0000001192092896,-3.354228839125284e-10|Running
11.039896011352539,20.00591468811035,145.53282165527344|-0.13755422830581665,0,-0.9904942512512207|1.4614972565496487e-09,1,-2.0296446467948925e-10|Running
10.992227554321289,20.00591468811035,145.1860809326172|-0.13755422830581665,0,-0.9904942512512207|6.507412941836321e-10,1,-9.037126602606804e-11|Running
10.91201400756836,20.00591468811035,144.60830688476562|-0.13755422830581665,0,-0.9904942512512207|-5.346865727950956e-10,1,7.425424164431149e-11|Running
10.863871574401855,20.00591468811035,144.2616424560547|-0.13755422830581665,0,-0.9904942512512207|-8.502319404080083e-10,1,1.180753966822934e-10|Running
10.799681663513184,20.00591468811035,143.79942321777344|-0.13755422830581665,0,-0.9904942512512207|-1.2706575791554542e-09,1,1.764617202359986e-10|Running
10.735491752624512,20.00591468811035,143.3372039794922|-0.13755422830581665,0,-0.9904942512512207|-1.6907216737749309e-09,1,2.3479784783120294e-10|Running
10.67130184173584,20.00591468811035,142.87498474121094|-0.13755422830581665,0,-0.9904942512512207|-2.1104251679560093e-09,1,2.930838904902089e-10|Running
10.607111930847168,20.00591468811035,142.4127655029297|-0.13755422830581665,0,-0.9904942512512207|-2.5297723915684855e-09,1,3.5132044495789216e-10|Running
10.542922019958496,20.00591468811035,141.95054626464844|-0.13755422830581665,0,-0.9904942512512207|-2.9487625674562423e-09,1,4.0950742796752593e-10|Running
10.478732109069824,20.00591468811035,141.4883270263672|-0.13755422830581665,0,-0.9904942512512207|-3.367388590191922e-09,1,4.676438680739636e-10|Running
10.414542198181152,20.00591468811035,141.02610778808594|-0.13755422830581665,0,-0.9904942512512207|-3.785658897470512e-09,1,5.257308477446543e-10|Running
10.35035228729248,20.00591468811035,140.5638885498047|-0.13755422830581665,0,-0.9904942512512207|-3.1456917071182033e-09,1,4.368558570444492e-10|Running
10.27011489868164,20.00591468811035,139.98611450195312|-0.13755422830581665,0,-0.9904942512512207|-1.0248352166897234e-09,1,1.4232330591834597e-10|Running
10.221972465515137,20.00591468811035,139.6394500732422|-0.13755422830581665,0,-0.9904942512512207|2.4659099762125436e-10,1,-3.424515879202339e-11|Running
10.157782554626465,20.00591468811035,139.17723083496094|-0.13755422830581665,0,-0.9904942512512207|1.9405599349653357e-09,1,-2.69493982685276e-10|Running
10.093592643737793,20.00591468811035,138.7150115966797|-0.13755422830581665,0,-0.9904942512512207|3.6330807251516717e-09,1,-5.045416306970196e-10|Running
10.029402732849121,20.00591468811035,138.25279235839844|-0.13755422830581665,0,-0.9904942512512207|4.552349608388795e-09,1,-6.322045109641294e-10|Running
9.96521282196045,20.00591468811035,137.7905731201172|-0.13755422830581665,0,-0.9904942512512207|3.1564020286367622e-09,1,-4.383432505861151e-10|Running
9.901022911071777,20.00591468811035,137.32835388183594|-0.13755422830581665,0,-0.9904942512512207|1.7616454961455474e-09,1,-2.446473579276187e-10|Running
9.820785522460938,20.00591468811035,136.75057983398438|-0.13755422830581665,0,-0.9904942512512207|1.9874546453024777e-11,1,-2.760064529358508e-12|Running
9.772643089294434,20.00591468811035,136.40391540527344|-0.13755422830581665,0,-0.9904942512512207|-1.024296203411268e-09,1,1.4224844913091061e-10|Running
9.692405700683594,20.00591468811035,135.82614135742188|-0.13755422830581665,0,-0.9904942512512207|-2.7630961962898937e-09,1,3.8372316435442144e-10|Running
9.596120834350586,20.00591468811035,135.1328125|-0.13755422830581665,0,-0.9904942512512207|-4.847206636071633e-09,1,6.731525892256229e-10|Running
9.531930923461914,20.00591468811035,134.67059326171875|-0.14101345837116241,0,-0.990007758140564|-6.32546326428951e-09,1.0000001192092896,9.009782364621799e-10|Running
9.499236106872559,20.00591468811035,134.43955993652344|-0.14101345837116241,0,-0.990007758140564|-7.065320772881023e-09,1.0000001192092896,1.0063611055599608e-09|Running
9.44991397857666,20.00591468811035,134.09304809570312|-0.14101345837116241,0,-0.990007758140564|-5.13691000847416e-09,1.0000001192092896,7.316846017957346e-10|Running
9.384108543395996,20.00591468811035,133.63107299804688|-0.14101345837116241,0,-0.990007758140564|-2.567601908864958e-09,1.0000001192092896,3.6572078698782207e-10|Running
9.3183012008667,20.00591468811035,133.16909790039062|-0.14101345837116241,0,-0.990007758140564|-4.964492900973172e-13,1.0000001192092896,7.071260759014195e-14|Running
9.252493858337402,20.00591468811035,132.70712280273438|-0.14101345837116241,0,-0.990007758140564|2.5644144585612594e-09,1.0000001192092896,-3.652667890374772e-10|Running
9.186686515808105,20.00591468811035,132.24514770507812|-0.14101345837116241,0,-0.990007758140564|5.127133384519311e-09,1.0000001192092896,-7.302921045670985e-10|Running
9.120879173278809,20.00591468811035,131.78317260742188|-0.14101345837116241,0,-0.990007758140564|6.564472077030814e-09,1.0000001192092896,-9.350218377335295e-10|Running
9.038619995117188,20.00591468811035,131.20570373535156|-0.14101345837116241,0,-0.990007758140564|4.149713017653767e-09,1.0000001192092896,-5.910715250578846e-10|Running
8.97281265258789,20.00591468811035,130.7437286376953|-0.14101345837116241,0,-0.990007758140564|2.2197692572945016e-09,1.0000001192092896,-3.161766404247146e-10|Running
8.923457145690918,20.00591468811035,130.39724731445312|-0.14101345837116241,0,-0.990007758140564|7.733908513607446e-10,1.0000001192092896,-1.1015925671653548e-10|Running
8.841197967529297,20.00591468811035,129.8197784423828|-0.14101345837116241,0,-0.990007758140564|-1.6351799914104959e-09,1.0000001192092896,2.329096637776473e-10|Running
8.775390625,20.00591468811035,129.35780334472656|-0.14101345837116241,0,-0.990007758140564|-3.5601825931763642e-09,1.0000001192092896,5.071007502799318e-10|Running
8.709583282470703,20.00591468811035,128.8958282470703|-0.14447109401226044,0,-0.989509105682373|-5.587299956033576e-09,1.0000001192092896,8.157614028725391e-10|Running
8.659248352050781,20.00591468811035,128.54946899414062|-0.14447109401226044,0,-0.989509105682373|-7.107843202902586e-09,1.0000001192092896,1.0377649850568105e-09|Running
8.591840744018555,20.00591468811035,128.08767700195312|-0.13928453624248505,0,-0.9902524948120117|-5.634179345292978e-09,1,7.924787492896712e-10|Running
8.526485443115234,20.00591468811035,127.62561798095703|-0.13582363724708557,0,-0.9907331466674805|-3.176540142035833e-09,1.0000001192092896,4.3548478712018834e-10|Running
8.44700813293457,20.00591468811035,127.04772186279297|-0.13409259915351868,0,-0.9909688234329224|-1.8773801957472358e-10,1,2.540370518111512e-11|Running
8.38431167602539,20.00591468811035,126.58528900146484|-0.13409259915351868,0,-0.9909688234329224|2.2015980150058567e-09,1,-2.9790844791044435e-10|Running
8.337376594543457,20.00591468811035,126.23844146728516|-0.13409259915351868,0,-0.9909688234329224|3.992259856033797e-09,1,-5.402112646102353e-10|Running
8.274800300598145,20.00591468811035,125.7759780883789|-0.13409259915351868,0,-0.9909688234329224|6.378018113650796e-09,1,-8.630393066866304e-10|Running
8.196579933166504,20.00591468811035,125.1978988647461|-0.13409259915351868,0,-0.9909688234329224|4.975013290220431e-09,1,-6.731921686764508e-10|Running
8.104426383972168,20.00591468811035,124.87738800048828|-0.13409307599067688,0,-0.9909688234329224|3.4768146139896317e-09,1.0000001192092896,-4.704656109133509e-10|Running
7.8000993728637695,20.00591468811035,124.43095397949219|-0.13409307599067688,0,-0.9909688234329224|9.818954538332036e-10,1.0000001192092896,-1.3286531597156426e-10|Running
7.350863456726074,20.00591468811035,124.06888580322266|-0.13409307599067688,0,-0.9909688234329224|-1.5103588379972166e-09,1.0000001192092896,2.0437440628739978e-10|Running
6.886909484863281,20.00591468811035,123.71537780761719|-0.13409307599067688,0,-0.9909688234329224|-3.9999483725239315e-09,1.0000001192092896,5.412535419857534e-10|Running
6.237219333648682,20.00591468811035,123.22057342529297|-0.13236117362976074,0,-0.9912015199661255|-6.341993596947759e-09,1.0000001192092896,8.468850620779733e-10|Running
4.754118919372559,20.00591468811035,122.08702850341797|-0.12369997799396515,0,-0.9923197031021118|1.229231161303801e-09,1.0000001192092896,-1.5323274593637137e-10|Running
3.925142765045166,20.00591468811035,121.44259643554688|-0.12023273855447769,0,-0.9927457571029663|3.77254449901443e-09,1,-4.568977973740118e-10|Running
3.5577311515808105,20.00591468811035,121.15486907958984|-0.11849787086248398,0,-0.9929542541503906|2.759556139153574e-09,1,-3.2932184756973015e-10|Running
3.2825863361358643,20.00591468811035,120.93855285644531|-0.1184987798333168,0,-0.9929542541503906|1.9998658284947624e-09,1.0000001192092896,-2.386632003137379e-10|Running
2.8241312503814697,20.00591468811035,120.57787322998047|-0.11849787086248398,0,-0.9929542541503906|7.347009112201874e-10,1,-8.767825354638603e-11|Running
2.5490610599517822,20.00591468811035,120.36146545410156|-0.1184987798333168,0,-0.9929542541503906|-2.3750340236161627e-11,1.0000001192092896,2.8343564474619942e-12|Running
2.0906107425689697,20.00591468811035,120.00078582763672|-0.11676409840583801,0,-0.9931597709655762|-1.2189159681597062e-09,1.0000001192092896,1.4330586717292704e-10|Running
1.7242804765701294,20.00591468811035,119.71168518066406|-0.11676397919654846,0,-0.9931597709655762|-2.1741186628787545e-09,1.0000001192092896,2.5560714655981087e-10|Running
1.449587106704712,20.00591468811035,119.49479675292969|-0.11676409840583801,0,-0.9931597709655762|-2.8899995729858574e-09,1.0000001192092896,3.397722936337999e-10|Running
1.0833309888839722,20.00591468811035,119.20561218261719|-0.11676409840583801,0,-0.9931597709655762|-2.0418760016127635e-09,1.0000001192092896,2.4005988863429195e-10|Running
0.7170750498771667,20.00591468811035,118.91642761230469|-0.11676403880119324,0,-0.9931597709655762|-1.194473631116466e-09,1.0000001192092896,1.4043215201819947e-10|Running
0.35081902146339417,20.00591468811035,118.62724304199219|-0.11676406860351562,0,-0.9931597709655762|-3.477974297450004e-10,1,4.0889937269472654e-11|Running
-0.015436965972185135,20.00591468811035,118.33805847167969|-0.11676408350467682,0,-0.9931597709655762|4.981597356845668e-10,1.0000001192092896,-5.856778256818629e-11|Running
-0.30556926131248474,20.00591468811035,118.00630950927734|-0.11676406860351562,0,-0.9931597709655762|1.3433952839037033e-09,1,-1.5794064667229435e-10|Running
-0.4739035665988922,20.00591468811035,117.60647583007812|-0.11676400899887085,0,-0.9931597709655762|2.187907632844599e-09,1.0000001192092896,-2.5722837748709537e-10|Running
-0.5569921731948853,20.00591468811035,117.03550720214844|-0.11676403880119324,0,-0.9931597709655762|1.4741248222094328e-09,1.0000001192092896,-1.7331024115829763e-10|Running
-0.6115915179252625,20.00591468811035,116.57209777832031|-0.11676403880119324,0,-0.9931597709655762|9.036449366561783e-10,1.0000001192092896,-1.0623993351721595e-10|Running
-0.6524609327316284,20.00591468811035,116.22449493408203|-0.11676409840583801,0,-0.9931597709655762|4.761041560996659e-10,1.0000001192092896,-5.5974752610765677e-11|Running
-0.7341955900192261,20.00591468811035,115.52928924560547|-0.11676403880119324,0,-0.9931597709655762|-3.781602253560834e-10,1.0000001192092896,4.4459630421656016e-11|Running
-0.7614403963088989,20.00591468811035,115.29755401611328|-0.11676403880119324,0,-0.9931597709655762|-6.626728610292787e-10,1.0000001192092896,7.790927625261901e-11|Running
-0.8159300088882446,20.00591468811035,114.8340835571289|-0.11676403880119324,0,-0.9931597709655762|-1.231335589046978e-09,1.0000001192092896,1.447659492281872e-10|Running
-0.8704196214675903,20.00591468811035,114.37061309814453|-0.11676403880119324,0,-0.9931597709655762|-1.799516757827746e-09,1.0000001192092896,2.115660008294995e-10|Running
-0.924909234046936,20.00591468811035,113.90714263916016|-0.11676397919654846,0,-0.9931597709655762|-1.256131532123561e-09,1.0000001192092896,1.4768108957952109e-10|Running
-0.9793988466262817,20.00591468811035,113.44367218017578|-0.11676397919654846,0,-0.9931597709655762|-7.132151536026754e-10,1.0000001192092896,8.385140498612387e-11|Running
-1.129245400428772,20.00591468811035,112.16912841796875|-0.11676397919654846,0,-0.9931597709655762|7.77429620679726e-10,1.0000001192092896,-9.140098400362007e-11|Running
-1.1701126098632812,20.00591468811035,111.82152557373047|-0.11676409840583801,0,-0.9931597709655762|1.1833738433608687e-09,1.0000001192092896,-1.391272375084185e-10|Running
-1.197357416152954,20.00591468811035,111.58979034423828|-0.11676397919654846,0,-0.9931597709655762|1.4538470427538641e-09,1.0000001192092896,-1.7092613435742976e-10|Running
-1.2518470287322998,20.00591468811035,111.1263198852539|-0.11676397919654846,0,-0.9931597709655762|1.246285519229673e-09,1.0000001192092896,-1.4652351554289567e-10|Running
-1.3063366413116455,20.00591468811035,110.66284942626953|-0.11676397919654846,0,-0.9931597709655762|7.896114873062743e-10,1.0000001192092896,-9.283317864428042e-11|Running
-1.3744486570358276,20.00591468811035,110.08351135253906|-0.11676397919654846,0,-0.9931597709655762|2.193151910079294e-10,1.0000001192092896,-2.578448565770941e-11|Running
-1.4289382696151733,20.00591468811035,109.62004089355469|-0.11676409840583801,0,-0.9931597709655762|-2.3648938363152183e-10,1.0000001192092896,2.780365347676561e-11|Running
-1.4698054790496826,20.00591468811035,109.2724380493164|-0.11676409840583801,0,-0.9931597709655762|-5.780892986528841e-10,1.0000001192092896,6.796496698768806e-11|Running
-1.5242950916290283,20.00591468811035,108.80896759033203|-0.11676397919654846,0,-0.9931597709655762|-1.0332090738529587e-09,1.0000001192092896,1.2147249872640487e-10|Running
-1.578784704208374,20.00591468811035,108.34549713134766|-0.11676409840583801,0,-0.9931597709655762|-1.4879568688286327e-09,1.0000001192092896,1.7493653747813198e-10|Running
-1.6332743167877197,20.00591468811035,107.88202667236328|-0.11502870917320251,0,-0.9933621883392334|-9.943345036234064e-10,1,1.1514130621170793e-10|Running
-1.7004950046539307,20.00591468811035,107.30258178710938|-0.11502870917320251,0,-0.9933621883392334|-3.775921519899583e-10,1,4.3724170117886985e-11|Running
-1.7407559156417847,20.00591468811035,106.95491027832031|-0.11502870917320251,0,-0.9933621883392334|-7.866434066639005e-12,1,9.109121876932358e-13|Running
-1.794435977935791,20.00591468811035,106.49134826660156|-0.11502870917320251,0,-0.9933621883392334|4.847308110456083e-10,1,-5.61305446566962e-11|Running
-1.861535906791687,20.00591468811035,105.91189575195312|-0.11502870917320251,0,-0.9933621883392334|1.0998820743068904e-09,1,-1.273634253617928e-10|Running
-1.9017958641052246,20.00591468811035,105.56422424316406|-0.11502858996391296,0,-0.9933621883392334|1.4686409866015993e-09,1,-1.7006455965695721e-10|Running
-1.9554758071899414,20.00591468811035,105.10066223144531|-0.11502858996391296,0,-0.9933621883392334|1.2262963977605068e-09,1,-1.420017298192633e-10|Running
-2.0091559886932373,20.00591468811035,104.63710021972656|-0.11502858996391296,0,-0.9933621883392334|7.397103485295986e-10,1,-8.565641251845335e-11|Running
-2.0628364086151123,20.00591468811035,104.17353820800781|-0.11502858996391296,0,-0.9933621883392334|2.535425203120667e-10,1,-2.935952175819878e-11|Running
-2.1165168285369873,20.00591468811035,103.70997619628906|-0.11502858996391296,0,-0.9933621883392334|-2.3220593503570086e-10,1,2.6888803683622342e-11|Running
-2.1701972484588623,20.00591468811035,103.24641418457031|-0.11502858996391296,0,-0.9933621883392334|-7.175359195699116e-10,1,8.308867482931248e-11|Running
-2.2238776683807373,20.00591468811035,102.78285217285156|-0.11329350620508194,0,-0.9935616254806519|-1.1426233292866073e-09,1.0000001192092896,1.302906671440951e-10|Running
-2.276866912841797,20.00591468811035,102.31920623779297|-0.11155758798122406,0,-0.993757963180542|-1.5074204107179412e-09,1,1.692204570913347e-10|Running
-2.3290486335754395,20.00591468811035,101.85546875|-0.10982195287942886,0,-0.9939513206481934|-9.525699118384523e-10,1.0000001192092896,1.0524970478487106e-10|Running
-2.380420446395874,20.00591468811035,101.39163970947266|-0.1080855131149292,0,-0.994141697883606|-4.6158449285016445e-10,1.0000001192092896,5.018459606209724e-11|Running
-2.4309818744659424,20.00591468811035,100.92771911621094|-0.09939876943826675,0,-0.9950476884841919|-2.8914659555567823e-10,1,2.888385711163899e-11|Running
-2.477966547012329,20.00591468811035,100.46342468261719|-0.08548535406589508,0,-0.9963394403457642|-6.261496876547312e-10,1,5.3723286236317946e-11|Running
-2.5188260078430176,20.00591468811035,99.9985580444336|-0.06284067779779434,0,-0.9980236291885376|-1.7926846673788077e-09,1.0000001192092896,1.128766038971385e-10|Running
-2.549724817276001,20.00591468811035,99.53292846679688|-0.0349273756146431,0,-0.9993898868560791|-3.980620277843627e-09,1,1.391174953013774e-10|Running
