1|true|1376
684.6024169921875,252.25918579101562,517.1214599609375|0.5788419842720032,5.062709078629268e-07,0.8154397010803223|-2.8532986107165925e-07,1,-4.1831415842352726e-07|Running
684.8516845703125,252.25918579101562,517.3847045898438|0.5916136503219604,3.3236736385333643e-07,0.806221604347229|-1.926647144046001e-07,1,-2.708737838474917e-07|Running
685.263916015625,252.25918579101562,517.826416015625|0.6082949638366699,1.8428607972964528e-07,0.7937110662460327|-1.1141371203393646e-07,1,-1.467960828449577e-07|Running
685.5111694335938,252.25918579101562,518.091552734375|0.6165758967399597,1.5568365085982805e-07,0.7872954607009888|-9.56209333935476e-08,1,-1.2285867967420927e-07|Running
685.8392944335938,252.25918579101562,518.4464111328125|0.6256901025772095,1.2720461484150292e-07,0.7800717353820801|-7.911318533615486e-08,1,-9.961171087979892e-08|Running
686.1671752929688,252.25918579101562,518.8013916015625|0.6333404183387756,1.3078155802759284e-07,0.7738733291625977|-8.231612014242273e-08,1,-1.0162831642901438e-07|Running
686.5770263671875,252.25918579101562,519.2450561523438|0.6413924694061279,1.256249788639252e-07,0.7672129273414612|-8.004678164752477e-08,1,-9.682263168997451e-08|Running
686.8229370117188,252.25918579101562,519.5112915039062|0.6454848647117615,1.1347847106435438e-07,0.7637730836868286|-7.280546299170965e-08,1,-8.704633813749751e-08|Running
687.2327880859375,252.25918579101562,519.9550170898438|0.6513086557388306,1.1782921660596912e-07,0.7588129043579102|-7.657392586679634e-08,1,-8.955561270340695e-08|Running
687.5606689453125,252.25918579101562,520.3099975585938|0.6552256345748901,1.1057858273488819e-07,0.7554332613945007|-7.24611339819603e-08,1,-8.35284836853134e-08|Running
687.8065795898438,252.25918579101562,520.5762329101562|0.6577445864677429,1.2661021742133016e-07,0.7532410025596619|-8.345755730942983e-08,1,-9.52105025930905e-08|Running
688.1344604492188,252.25918579101562,520.9312133789062|0.6606699824333191,9.427827052377324e-08,0.7506765127182007|-6.24548803784819e-08,1,-7.06245728565591e-08|Running
688.4623413085938,252.25918579101562,521.2861938476562|0.6631932258605957,8.038649212949167e-08,0.7484482526779175|-5.361323118791006e-08,1,-5.989801366013126e-08|Running
688.7902221679688,252.25918579101562,521.6411743164062|0.6653575301170349,8.019746644549741e-08,0.7465248703956604|-5.385909673805145e-08,1,-5.9424561271725906e-08|Running
689.2001342773438,252.25918579101562,522.0848999023438|0.6676555871963501,9.389390243086382e-08,0.7444702982902527|-6.34557650869283e-08,1,-6.921338524534804e-08|Running
689.446044921875,252.25918579101562,522.3511352539062|0.6688294410705566,1.0773803182928532e-07,0.743415892124176|-7.298208259953753e-08,1,-7.926313116968231e-08|Running
689.77392578125,252.25918579101562,522.7061157226562|0.670181930065155,1.1313605341456423e-07,0.7421968579292297|-7.677884639178956e-08,1,-8.310498600394567e-08|Running
690.1837768554688,252.25918579101562,523.1498413085938|0.6716264486312866,5.920237455825372e-08,0.7408899664878845|-4.023194222213533e-08,1,-4.343632653558416e-08|Running
690.4296875,252.25918579101562,523.4160766601562|0.6723654270172119,2.9119721745018978e-08,0.7402194142341614|-1.9817736784943918e-08,1,-2.133821475069908e-08|Running
690.6085815429688,252.25869750976562,523.7944946289062|0.7092510461807251,0.05955304205417633,0.7024360299110413|-0.059503935277462006,0.9979267716407776,-0.024523723870515823|Running
690.7315673828125,252.25543212890625,524.0889892578125|0.7242832183837891,0.035963959991931915,0.6885640025138855|-0.035785749554634094,0.9992535710334778,-0.014549263752996922|Running
691.0244140625,252.25502014160156,524.4335327148438|0.7214571833610535,0.0024416553787887096,0.6924547553062439|-0.002463703276589513,0.9999964833259583,-0.0009591823327355087|Running
691.26708984375,252.25616455078125,524.6973266601562|0.7175856232643127,-0.0035014497116208076,0.6964614987373352|0.0034741682466119528,0.9999929070472717,0.0014479071833193302|Running
691.6773681640625,252.20706176757812,525.1387939453125|0.7110899090766907,-0.0011919651878997684,0.7031000852584839|0.0011947776656597853,0.9999991655349731,0.0004869432596024126|Running
691.9247436523438,252.13673400878906,525.4041137695312|0.707160472869873,-0.00006438373384298757,0.7070530652999878|0.00006855823448859155,1,0.00002249061071779579|Running
692.2544555664062,251.99526977539062,525.7578125|0.7018864154815674,0.000189722835784778,0.7122888565063477|-0.00018917258421424776,1,-0.00007994671614142135|Running
692.6663208007812,251.74179077148438,526.1997680664062|0.6952395439147949,0.00003124400973320007,0.7187780737876892|-0.000031807827326701954,1,-0.000012702042113232892|Running
692.9134521484375,251.548828125,526.4649047851562|0.691222608089447,-0.000007027434548945166,0.7226418852806091|0.000006806917099311249,1,0.000003213679519831203|Running
693.2430419921875,251.24386596679688,526.8184204101562|0.6858333349227905,-0.000008320578672282863,0.7277586460113525|0.000008374498975172173,1,0.0000035411035241850186|Running
693.6240844726562,250.8843994140625,527.1072998046875|0.7015560865402222,-0.000001210226059811248,0.7126142382621765|0.0000012713711612377665,1,4.4664844267572335e-07|Running
694.0440063476562,250.47042846679688,527.33740234375|0.7276116609573364,0.000001233697730640415,0.685989260673523|-0.0000010575241731203278,1,-6.767318723177596e-07|Running
694.59326171875,250.03709411621094,527.5811157226562|0.7646651268005371,0.0000013040967132837977,0.6444278359413147|-0.0000010194482911174418,1,-8.139936653606128e-07|Running
695.0473022460938,250.06365966796875,527.7446899414062|0.7945950031280518,0.000001258040583707043,0.6071398258209229|-9.646662419982022e-07,1,-8.095690304799064e-07|Running
695.3927612304688,250.11061096191406,527.853759765625|0.8157526850700378,0.0000012797579529433278,0.5784009099006653|-0.0000010076171292894287,1,-7.914779871498467e-07|Running
695.8578491210938,250.15890502929688,527.9854125976562|0.8417167663574219,0.0000012507241535786306,0.539919376373291|-0.0000010251636695102206,1,-7.183048182923812e-07|Running
696.3267822265625,250.1888885498047,528.1024780273438|0.8650031685829163,0.000001170621658275195,0.5017663836479187|-9.913860594679136e-07,1,-6.23934909071977e-07|Running
696.7991943359375,250.20555114746094,528.2045288085938|0.8857418894767761,0.000001076325929716404,0.46417805552482605|-9.362290143144492e-07,1,-5.322713718669547e-07|Running
697.2758178710938,250.21238708496094,528.2842407226562|0.9048927426338196,0.0000010387312840975937,0.42563968896865845|-9.251012897948385e-07,1,-4.7367262823172496e-07|Running
697.8772583007812,250.2076873779297,528.338623046875|0.9281343221664429,0.0000011800165111708338,0.3722454607486725|-0.000001079689354810398,1,-4.779635105478519e-07|Running
698.2393188476562,250.20523071289062,528.3533325195312|0.9406738877296448,0.000001252981974175782,0.3393120765686035|-0.0000011628179663603078,1,-4.6903574002499226e-07|Running
698.843505859375,250.20570373535156,528.3505249023438|0.9590744972229004,0.000001273989482797333,0.2831539511680603|-0.0000012079514135621139,1,-4.078142126218154e-07|Running
699.20556640625,250.20855712890625,528.3336791992188|0.9683224558830261,0.0000012523844361567171,0.24970297515392303|-0.0000012008282510578283,1,-3.5880805171473185e-07|Running
699.6869506835938,250.21554565429688,528.2922973632812|0.9787526726722717,0.000001204156319545291,0.2050444632768631|-0.0000011694260138028767,1,-2.905585176904424e-07|Running
700.16748046875,250.22425842285156,528.2407836914062|0.9867067933082581,0.0000011152658316859743,0.1625107377767563|-0.0000010939991170744179,1,-2.2035122526631312e-07|Running
700.6476440429688,250.23348999023438,528.18603515625|0.9922547340393066,9.331135970569449e-07,0.12421973794698715|-9.221671462000813e-07,1,-1.4562024830411247e-07|Running
701.1276245117188,250.24276733398438,528.131103515625|0.995867908000946,7.139926765376003e-07,0.09081379324197769|-7.092818350429297e-07,1,-8.414659902200583e-08|Running
701.7276000976562,250.25436401367188,528.0623779296875|0.9984825253486633,4.894897642770957e-07,0.055069535970687866|-4.881801487499615e-07,1,-3.7233519378787605e-08|Running
702.0875854492188,250.26132202148438,528.0211791992188|0.9993249773979187,3.944308559766796e-07,0.036737389862537384|-3.9390164374708547e-07,1,-2.164308021690431e-08|Running
702.5675659179688,250.27059936523438,527.9661865234375|0.9998788237571716,2.822339126851148e-07,0.015566281974315643|-2.8213199243509735e-07,1,-8.742794932459219e-09|Running
703.1680908203125,250.26809692382812,527.8997192382812|0.9999786615371704,1.8635441279002407e-07,-0.006532684434205294|-1.8636522725046234e-07,1,-1.0462763988527968e-09|Running
703.6489868164062,250.26097106933594,527.8524780273438|0.999799907207489,1.4806906278863607e-07,-0.0200049988925457|-1.4806127524025214e-07,1,1.8700594406340088e-09|Running
704.0105590820312,250.25672912597656,527.8270263671875|0.9996547102928162,1.2355155831755837e-07,-0.02627606876194477|-1.2351451061931584e-07,1,3.032891493504053e-09|Running
704.6141357421875,250.25265502929688,527.8026123046875|0.9995515942573547,1.1975841118783137e-07,-0.029943980276584625|-1.1965110502387688e-07,1,5.3752629014525155e-09|Running
704.9765014648438,250.25106811523438,527.7931518554688|0.999548614025116,7.87517819844652e-08,-0.03004307672381401|-7.86506433314571e-08,1,4.548203591525635e-09|Running
705.4596557617188,250.24948120117188,527.7836303710938|0.9995821118354797,2.4934424303069136e-08,-0.028907522559165955|-2.4843993529088948e-08,1,3.487443667182788e-09|Running
706.0635986328125,250.24757385253906,527.7723388671875|0.9996293187141418,-3.8924490297631564e-08,-0.027226164937019348|3.900197853567988e-08,1,2.315153624365962e-09|Running
706.5469360351562,250.24636840820312,527.7650146484375|0.9996716976165771,-8.667615958302122e-08,-0.025622595101594925|8.674348350723449e-08,1,1.5159387078966802e-09|Running
706.9094848632812,250.24549865722656,527.7598876953125|0.999701201915741,-1.0221219781669788e-07,-0.024444568902254105|1.0226557378700818e-07,1,9.336189599196132e-10|Running
707.3928833007812,250.2443389892578,527.7530517578125|0.99973464012146,-7.262097057036954e-08,-0.023035334423184395|7.264072365842367e-08,1,2.08490308351017e-11|Running
707.9971313476562,250.24288940429688,527.7445068359375|0.9997685551643372,-3.2302484243018625e-08,-0.021513771265745163|3.228695533152859e-08,1,-1.0692041696458432e-09|Running
708.4805297851562,250.24172973632812,527.7376708984375|0.9997901320457458,1.939175486853628e-09,-0.020486926659941673|-1.9788779503926435e-09,1,-1.9176720211788734e-09|Running
708.8430786132812,250.2410888671875,527.7337646484375|0.9998090863227844,2.872282856003494e-08,-0.01954038068652153|-2.8778018190678267e-08,1,-2.5432187467089307e-09|Running
709.4473266601562,250.24009704589844,527.7279052734375|0.9998397827148438,7.632010579072812e-08,-0.017901085317134857|-7.639600596576201e-08,1,-3.5562333078331676e-09|Running
709.9307250976562,250.2393035888672,527.7232666015625|0.9998596906661987,1.1681417078079903e-07,-0.01674971915781498|-1.169034149484105e-07,1,-4.348778670504316e-09|Running
710.4141235351562,250.23851013183594,527.7186279296875|0.9998757243156433,8.486673408469869e-08,-0.015764780342578888|-8.491944925026473e-08,1,-2.6746300729740824e-09|Running
710.8975219726562,250.2377166748047,527.7139892578125|0.9998887181282043,5.411134296195996e-08,-0.014919458888471127|-5.413179238189514e-08,1,-9.66876689822982e-10|Running
711.2600708007812,250.23712158203125,527.7105102539062|0.999896764755249,3.1638766273545116e-08,-0.014368688687682152|-3.163727413380002e-08,1,3.310225427100022e-10|Running
711.8643188476562,250.2361297607422,527.7047119140625|0.999907910823822,-4.9871000662449205e-09,-0.013570962473750114|5.0217359159887565e-09,1,2.518131481110686e-09|Running
712.2268676757812,250.23553466796875,527.7012329101562|0.9999133944511414,-2.6565354360741367e-08,-0.013159791938960552|2.661821518756824e-08,1,3.841734486087489e-09|Running
712.7102661132812,250.2347412109375,527.6965942382812|0.9999195337295532,-5.500216104792344e-08,-0.012684717774391174|5.5077837401995566e-08,1,5.616556553178498e-09|Running
713.3145141601562,250.23374938964844,527.6907958984375|0.9999258518218994,-9.013849933126039e-08,-0.012176301330327988|9.024073932550891e-08,1,7.847385852244315e-09|Running
713.7979125976562,250.2329559326172,527.6861572265625|0.9999299645423889,-1.1799728127925846e-07,-0.011833705939352512|1.1811962963292899e-07,1,9.639797404759065e-09|Running
714.1604614257812,250.23236083984375,527.6826782226562|0.999932587146759,-1.026424527594827e-07,-0.01161269098520279|1.0274414563582468e-07,1,8.15999268155565e-09|Running
714.6438598632812,250.2315673828125,527.6780395507812|0.999935507774353,-5.80082861745268e-08,-0.011355236172676086|5.806086633697305e-08,1,4.300957812120032e-09|Running
715.2481079101562,250.23057556152344,527.6722412109375|0.9999386072158813,-2.1550896622812843e-09,-0.011079132556915283|2.1494057644844133e-09,1,-5.24944643309766e-10|Running
715.6106567382812,250.22998046875,527.6687622070312|0.9999401569366455,3.137471438208195e-08,-0.010937634855508804|-3.141401450079684e-08,1,-3.421249283874772e-09|Running
716.0940551757812,250.22918701171875,527.6641235351562|0.9999419450759888,7.60860103810046e-08,-0.010774312540888786|-7.616890940198573e-08,1,-7.283343705921652e-09|Running
716.6983032226562,250.2281951904297,527.6583251953125|0.9999438524246216,9.601411221638045e-08,-0.010599571280181408|-9.611312634660862e-08,1,-8.831761988403741e-09|Running
717.0608520507812,250.22760009765625,527.6548461914062|0.9999447464942932,7.563099302387855e-08,-0.010510054416954517|-7.570674398493793e-08,1,-6.809492525405858e-09|Running
717.5442504882812,250.226806640625,527.6502075195312|0.9999458193778992,4.8488033144167275e-08,-0.010406740941107273|-4.8533468799405455e-08,1,-4.1135699291317e-09|Running
718.1484985351562,250.22581481933594,527.6444091796875|0.9999470114707947,1.4608943388338957e-08,-0.010296212509274483|-1.4617385524218207e-08,1,-7.446929184418138e-10|Running
718.6318969726562,250.2250213623047,527.6397705078125|0.9999477863311768,-1.2458211351429327e-08,-0.010221735574305058|1.247878866905694e-08,1,1.94929983265979e-09|Running
718.9944458007812,250.22442626953125,527.6362915039062|0.999948263168335,-3.27391980192715e-08,-0.010173690505325794|3.278127636008321e-08,1,3.968987805080815e-09|Running
719.4778442382812,250.2236328125,527.6316528320312|0.9999487996101379,-5.975623196263768e-08,-0.010117725469172001|5.98266822748883e-08,1,6.660680895720361e-09|Running
719.9612426757812,250.22283935546875,527.6270141601562|0.9999492764472961,-8.674661700069919e-08,-0.010069306939840317|8.684517638357647e-08,1,9.350867635760096e-09|Running
720.5654907226562,250.2218475341797,527.6212158203125|0.9999498128890991,-1.20448518714511e-07,-0.010017698630690575|1.205819017968679e-07,1,1.2711352859184899e-08|Running
721.0488891601562,250.22105407714844,527.6165771484375|0.9999501705169678,-7.762429277136107e-08,-0.009982946328818798|7.770903209802782e-08,1,8.100506043717814e-09|Running
721.4114379882812,250.220458984375,527.6130981445312|0.9999504089355469,-4.5528928183102835e-08,-0.009960525669157505|4.557745114652789e-08,1,4.644473694526141e-09|Running
722.0156860351562,250.21946716308594,527.6072998046875|0.9999507069587708,7.919333633310544e-09,-0.009928122162818909|-7.930759160501566e-09,1,-1.1114675846357613e-09|Running
722.4990844726562,250.2186737060547,527.6026611328125|0.9999509453773499,5.063801111759858e-08,-0.009906161576509476|-5.0697089193363354e-08,1,-5.7124198704627815e-09|Running
722.8616333007812,250.21807861328125,527.5991821289062|0.9999510645866394,8.265357109848992e-08,-0.009891979396343231|-8.274823670717524e-08,1,-9.160863179147327e-09|Running
