mount feels|false|16760
-585.4544677734375,443.1824645996094,318.4634704589844|0.9010418653488159,7.64673657727144e-08,0.43373212218284607|-9.576788073673015e-08,1,2.2648777076028637e-08|Climbing
-585.4544677734375,443.4236145019531,318.4634704589844|0.9010418653488159,7.430952564391191e-08,0.43373212218284607|-9.315172633250768e-08,1,2.218900441164351e-08|Climbing
-585.4544677734375,443.8171691894531,318.4634704589844|0.9010418653488159,5.2924594484693444e-08,0.43373212218284607|-6.645203143307299e-08,1,1.6027104976501505e-08|Climbing
-585.4320678710938,444.1793518066406,318.4742431640625|0.9010418653488159,3.155793493192505e-08,0.43373212218284607|-3.9775152060883556e-08,1,9.870476880280421e-09|Running
-585.353759765625,444.5554504394531,318.5119323730469|0.9010418653488159,4.875280623650724e-09,0.43373212218284607|-6.461104984367694e-09,1,2.182096725533711e-09|Freefall
-585.2799682617188,444.740234375,318.5474548339844|0.9003303050994873,-1.110461589348688e-08,0.4352072775363922|1.3458385517139959e-08,1,-2.3261939041674395e-09|Freefall
-585.1950073242188,444.93890380859375,318.58837890625|0.8995463848114014,-3.238332269006605e-08,0.4368252754211426|3.986749774753662e-08,1,-7.965056170178286e-09|Freefall
-585.145751953125,445.0830993652344,318.612060546875|0.8979918360710144,-5.3585818449164435e-08,0.4400120973587036|6.626664372788582e-08,1,-1.3456647351972606e-08|Freefall
-585.1314697265625,445.17279052734375,318.6189270019531|0.8956712484359741,-7.468244689334824e-08,0.44471675157546997|9.268474343571143e-08,1,-1.8736905360583478e-08|Freefall
-585.1309814453125,445.208251953125,318.6191711425781|0.8925426006317139,-1.0088101021210605e-07,0.4509630501270294|1.257172357327363e-07,1,-2.5117326885037983e-08|Freefall
-585.1309814453125,445.18865966796875,318.6191711425781|0.8893696069717407,-1.1649787978740278e-07,0.4571889340877533|1.4561511818556028e-07,1,-2.8451655254002617e-08|Freefall
-585.1309814453125,445.7559814453125,318.6191711425781|0.8853427767753601,-6.112436068406168e-08,0.4649389386177063|7.694183778994557e-08,1,-1.5046142110008986e-08|Landed
-585.1309814453125,446.1488342285156,318.6191711425781|0.8820728063583374,-1.710809627297749e-08,0.47111308574676514|2.1965092855680268e-08,1,-4.811402831705891e-09|Landed
-585.1309814453125,446.3357238769531,318.6191711425781|0.8804211616516113,1.5788852891773786e-08,0.47419261932373047|-1.9297322850775345e-08,1,2.5325559427358257e-09|Running
-585.1309814453125,446.4867248535156,318.6191711425781|0.8804211616516113,5.961866378356717e-08,0.47419261932373047|-7.42949808341109e-08,1,1.2214882438854602e-08|Running
-585.1309814453125,446.5697021484375,318.6191711425781|0.8804211616516113,7.447596317433636e-08,0.47419261932373047|-9.306296533395653e-08,1,1.5729137103903668e-08|Running
-585.1309814453125,446.62261962890625,318.6191711425781|0.8804211616516113,5.6880203658238315e-08,0.47419261932373047|-7.12961849558269e-08,1,1.242209801688432e-08|Running
-585.1309814453125,446.6396789550781,318.6191711425781|0.8804211616516113,4.6331763314810814e-08,0.47419261932373047|-5.824727367098603e-08,1,1.0439570097275919e-08|Running
-585.1309814453125,446.65313720703125,318.6191711425781|0.8804211616516113,3.2277693406967956e-08,0.47419261932373047|-4.0861728223262617e-08,1,7.79817455054399e-09|Running
-585.1309814453125,446.66046142578125,318.6191711425781|0.8804219365119934,1.823560857872053e-08,0.47419115900993347|-2.349102068421871e-08,1,5.159103810825627e-09|Running
-585.1309814453125,446.6651306152344,318.6191711425781|0.8804219365119934,6.998771007182825e-10,0.47419115900993347|-1.7985264388897804e-09,1,1.8633519172084334e-09|Running
-585.1309814453125,446.6666259765625,318.6191711425781|0.8804219365119934,-9.812571200029652e-09,0.47419115900993347|1.1205847805229041e-08,1,-1.1240858938110776e-10|Running
-585.1309814453125,446.6678161621094,318.6191711425781|0.8804219365119934,-2.381868746681448e-08,0.47419115900993347|2.8532047835483354e-08,1,-2.7447859540785657e-09|Running
-585.1309814453125,446.6684875488281,318.6191711425781|0.8812482357025146,-3.783117463740382e-08,0.47265368700027466|4.58385969182018e-08,1,-5.424708682255641e-09|Running
-585.1309814453125,446.6688232421875,318.6191711425781|0.8812483549118042,-5.1831673175684045e-08,0.47265347838401794|6.313516820455334e-08,1,-8.05259769975919e-09|Running
-585.1309814453125,446.66900634765625,318.6191711425781|0.8812483549118042,-6.582018841072568e-08,0.47265347838401794|8.041693178029163e-08,1,-1.0678227191363021e-08|Running
-585.1309814453125,446.66912841796875,318.6191711425781|0.8812483549118042,-7.979673455338343e-08,0.47265347838401794|9.768391606712612e-08,1,-1.330161225610027e-08|Running
-585.1309814453125,446.66912841796875,318.6191711425781|0.8820730447769165,-9.377959031553473e-08,0.4711126983165741|1.1491272999819557e-07,1,-1.6093444799025747e-08|Running
-585.1309814453125,446.66912841796875,318.6191711425781|0.8828938603401184,-9.363962760744471e-08,0.4695725739002228|1.1479361461397275e-07,1,-1.6421200399463487e-08|Running
-585.1309814453125,446.66912841796875,318.6191711425781|0.8828938603401184,-4.0509220866624673e-08,0.4695725739002228|4.9733660745232555e-08,1,-7.241311994476973e-09|Running
-585.1309814453125,446.66912841796875,318.6191711425781|0.8828938603401184,1.9542349960488536e-09,0.4695725739002228|-2.2642590025157006e-09,1,9.55453008377738e-11|Running
-585.1309814453125,446.66912841796875,318.6191711425781|0.8828938603401184,4.4381394559422915e-08,0.4695725739002228|-5.4217736078499e-08,1,7.4261383709028905e-09|Running
-585.1309814453125,446.66912841796875,318.6191711425781|0.8837132453918457,7.621834186011256e-08,0.4680286943912506|-9.31406276549751e-08,1,1.301472796200187e-08|Running
-585.1309814453125,446.66912841796875,318.6191711425781|0.8837132453918457,7.373036936542121e-08,0.4680286943912506|-9.012445900680177e-08,1,1.2635567259167146e-08|Running
-585.1309814453125,446.66912841796875,318.6191711425781|0.8845294117927551,5.6260500258531465e-08,0.4664844572544098|-6.879916725210933e-08,1,9.848962534420025e-09|Running
-585.1309814453125,446.66912841796875,318.6191711425781|0.8853427171707153,3.441682849825156e-08,0.4649389982223511|-4.217860549715624e-08,1,6.292635301718974e-09|Running
-585.1309814453125,446.66912841796875,318.6191711425781|0.8853427171707153,1.6958695780999733e-08,0.4649389982223511|-2.0916463228104476e-08,1,3.354294397794888e-09|Running
-585.1309814453125,446.66912841796875,318.6191711425781|0.8853422999382019,3.8748941832977835e-09,0.46493983268737793|-4.981782097956966e-09,1,1.1521674725400999e-09|Running
-585.1309814453125,446.66912841796875,318.6191711425781|0.8861539959907532,-1.7940028129714847e-08,0.4633908271789551|2.155535128167685e-08,1,-2.5061630548606217e-09|Running
-585.1309814453125,446.66912841796875,318.6191711425781|0.8869614005088806,-3.103403400928073e-08,0.4618436098098755|3.745839904922832e-08,1,-4.742123138612442e-09|Running
-585.1309814453125,446.66912841796875,318.6191711425781|0.8869614005088806,-4.8479648739885306e-08,0.4618436098098755|5.8652474876907945e-08,1,-7.671064672365446e-09|Running
-585.1309814453125,446.66912841796875,318.6191711425781|0.8877668380737305,-6.593194257220603e-08,0.4602934718132019|7.981495286912832e-08,1,-1.0699958252757824e-08|Running
-585.1309814453125,446.66912841796875,318.6191711425781|0.8877668380737305,-8.33693292179305e-08,0.4602934718132019|1.0097282654442097e-07,1,-1.3623908223792114e-08|Running
-585.1309814453125,446.66912841796875,318.6191711425781|0.8885695338249207,-1.0517197779336129e-07,0.4587419331073761|1.273707965765425e-07,1,-1.745169875277952e-08|Running
-585.1309814453125,446.66912841796875,318.6191711425781|0.8893694281578064,-6.423886844686422e-08,0.4571892023086548|7.777504151817993e-08,1,-1.0787399418177301e-08|Running
-585.1309814453125,446.66912841796875,318.6191711425781|0.8909613490104675,-3.348681687498356e-08,0.45407918095588684|4.059089420138662e-08,1,-5.89786575133644e-09|Running
-585.1309814453125,446.66912841796875,318.6191711425781|0.8925421237945557,7.584904260227177e-09,0.45096397399902344|-8.920904015496944e-09,1,8.368255532964497e-10|Running
-585.1309814453125,446.66912841796875,318.6191711425781|0.8933284878730774,4.867111869089058e-08,0.44940435886383057|-5.8368080146919965e-08,1,7.722991135494794e-09|Running
-585.1309814453125,446.66912841796875,318.6191711425781|0.8948929905891418,8.49021262183669e-08,0.44628071784973145|-1.0185302556919851e-07,1,1.3994408298856342e-08|Running
-585.1309814453125,446.66912841796875,318.6191711425781|0.8956720232963562,7.01343694231582e-08,0.444715291261673|-8.4153576551671e-08,1,1.1781997599769056e-08|Running
-585.1309814453125,446.66912841796875,318.6191711425781|0.8964465260505676,5.043553841233006e-08,0.4431518614292145|-6.058409240949914e-08,1,8.743874957417574e-09|Running
-585.1309814453125,446.66912841796875,318.6191711425781|0.8964465260505676,3.0753561475194147e-08,0.4431518614292145|-3.705544671106509e-08,1,5.561673788179178e-09|Running
-585.1309814453125,446.66912841796875,318.6191711425781|0.8964465260505676,1.1088428841787845e-08,0.4431518614292145|-1.3546936017405642e-08,1,2.382197328287816e-09|Running
-585.1309814453125,446.66912841796875,318.6191711425781|0.8972193002700806,-8.583012522933586e-09,0.4415851831436157|9.945648749010161e-09,1,-7.708950700013872e-10|Running
-585.1309814453125,446.66912841796875,318.6191711425781|0.8979891538619995,-2.82606702484145e-08,0.44001761078834534|3.341260068623342e-08,1,-3.962298933402053e-09|Running
-585.0016479492188,446.66912841796875,318.6825256347656|0.8987566828727722,-5.286281634653278e-08,0.4384478032588959|6.271282160241753e-08,1,-7.984410466121972e-09|Running
-584.8204956054688,446.66912841796875,318.7711486816406|0.8995209336280823,-6.762866178178228e-08,0.4368777275085449|8.026808728800461e-08,1,-1.0470114553129406e-08|Running
-584.4578857421875,446.66912841796875,318.9477844238281|0.9002824425697327,-8.732453693482967e-08,0.4353063106536865|1.0365791069943953e-07,1,-1.3776172202994985e-08|Running
-583.8455810546875,446.66912841796875,319.244140625|0.9010419249534607,-9.689087931974427e-08,0.4337320625782013|1.14993667921226e-07,1,-1.5500896566322808e-08|Running
-583.462890625,446.66912841796875,319.42852783203125|0.9017974734306335,-6.646257588727167e-08,0.43215885758399963|7.889710929021021e-08,1,-1.0844722453384747e-08|Running
-582.9519653320312,446.66912841796875,319.6735534667969|0.9025512337684631,-2.587544223331406e-08,0.4305824339389801|3.0821599494856855e-08,1,-4.5116346214513214e-09|Running
-582.4409790039062,447.5345764160156,319.9184265136719|0.9033021330833435,1.472323507556439e-08,0.4290049076080322|-1.7201672974920257e-08,1,1.8999160023014383e-09|Jumping
-581.9292602539062,448.3455505371094,320.16180419921875|0.9033021330833435,5.528719171365992e-08,0.429004967212677|-6.517595352306671e-08,1,8.359776870747737e-09|Freefall
-581.4172973632812,449.10198974609375,320.40496826171875|0.9033021330833435,9.581646764900142e-08,0.429004967212677|-1.1310922332086193e-07,1,1.4814125037787562e-08|Freefall
-580.9052734375,449.803955078125,320.6481018066406|0.9039816856384277,1.211554945257376e-07,0.427571177482605|-1.431332492529691e-07,1,1.9258399319710406e-08|Freefall
-580.264892578125,450.604736328125,320.9510498046875|0.9046751856803894,9.581355442378481e-08,0.42610183358192444|-1.1396193855262027e-07,1,1.7096825288831496e-08|Freefall
-579.7521362304688,451.1840515136719,321.19256591796875|0.9061112403869629,7.539369306641674e-08,0.4230395257472992|-9.160891067949706e-08,1,1.799871718333179e-08|Freefall
-579.2386474609375,451.7088928222656,321.432373046875|0.9068894982337952,5.482927889488565e-08,0.42136847972869873|-7.064430462833116e-08,1,2.192214587637409e-08|Freefall
-578.7246704101562,452.17919921875,321.67120361328125|0.907647430896759,3.419689065253806e-08,0.4197334349155426|-5.034827665895136e-08,1,2.7402137448007124e-08|Freefall
-578.2102661132812,452.59503173828125,321.90911865234375|0.9083823561668396,1.351279355077395e-08,0.4181405007839203|-3.0597178124480706e-08,1,3.4153931238734e-08|Freefall
-577.8240966796875,452.8711242675781,322.0868835449219|0.9098161458969116,-2.0632338060266875e-09,0.41501155495643616|-1.6254713131047538e-08,1,4.0606181528346497e-08|Freefall
-577.3082885742188,453.19158935546875,322.3222961425781|0.9118438959121704,-2.3090869660791213e-08,0.41053709387779236|7.102992638507999e-10,1,5.4667864901603025e-08|Freefall
-576.7913818359375,453.45751953125,322.5551452636719|0.9139516949653625,-4.456839519662026e-08,0.4058229327201843|1.364103674461603e-08,1,7.910135479960445e-08|Freefall
-576.1434326171875,453.71331787109375,322.8427429199219|0.9172170758247375,-7.248561217920724e-08,0.3983878195285797|2.0285538582243134e-08,1,1.352435248236361e-07|Freefall
-575.6232299804688,453.8566589355469,323.0686950683594|0.9200992584228516,-6.123943308011803e-08,0.39168527722358704|8.194152023577317e-09,1,1.3709986035337351e-07|Freefall
-575.1015014648438,453.9454650878906,323.2908020019531|0.9222223162651062,-5.083053267185278e-08,0.38666006922721863|-1.1217470508029237e-08,1,1.5821528620563186e-07|Freefall
-574.3173828125,453.9765319824219,323.619384765625|0.9229970574378967,-2.0085991536689107e-08,0.38480696082115173|-2.719751357460609e-08,1,1.1743347272386018e-07|Freefall
-573.6632690429688,453.9087219238281,323.8918151855469|0.9243371486663818,7.741640217773238e-09,0.381576806306839|-3.889678978907796e-08,1,7.393558831836344e-08|Freefall
-573.2704467773438,453.8271789550781,324.0540466308594|0.9244843125343323,2.432519607964423e-08,0.38122010231018066|-4.702881994944619e-08,1,5.0239247428862654e-08|Freefall
-572.76953125,453.6707458496094,324.2606506347656|0.9245219826698303,4.642013706757098e-08,0.3811287581920624|-5.7978869705266334e-08,1,1.8845611293727416e-08|Freefall
-572.3052978515625,453.4598388671875,324.4521179199219|0.9251958131790161,6.845342426231582e-08,0.3794900178909302|-6.889442261126533e-08,1,-1.2418225558974427e-08|Freefall
-572.0869750976562,453.33392333984375,324.54217529296875|0.9258586168289185,7.94412926552468e-08,0.3778701722621918|-7.438709559437484e-08,1,-2.797087716999158e-08|Freefall
-571.7766723632812,453.1195373535156,324.670166015625|0.9265169501304626,9.58816954721442e-08,0.37625306844711304|-8.263799600172206e-08,1,-5.133828651082695e-08|Freefall
-571.3951416015625,452.7859802246094,324.82757568359375|0.9278251528739929,1.1769877517053828e-07,0.3730153739452362|-9.374482345947399e-08,1,-8.235575421622343e-08|Freefall
-571.05029296875,452.39794921875,324.9698486328125|0.929767906665802,1.3936610798737092e-07,0.3681461811065674|-1.0509400283353898e-07,1,-1.1314275383256245e-07|Freefall
-570.6708984375,451.83624267578125,325.1263427734375|0.9304089546203613,1.2052004194629262e-07,0.3665230870246887|-8.668350659490898e-08,1,-1.0877604950110253e-07|Freefall
-570.40869140625,451.3255615234375,325.23443603515625|0.9316842555999756,8.106006532671017e-08,0.3632690906524658|-5.5002285392902195e-08,1,-8.207499035961519e-08|Freefall
-570.1832275390625,450.7604064941406,325.327392578125|0.9316838383674622,4.1633789749084826e-08,0.36327019333839417|-2.2968713153659337e-08,1,-5.570016625711105e-08|Freefall
-569.9944458007812,450.1407165527344,325.40521240234375|0.9323170185089111,2.2638440011490957e-09,0.361642062664032|8.940114426536638e-09,1,-2.930761056063602e-08|Freefall
-569.8424072265625,449.466552734375,325.4678955078125|0.9323170185089111,-3.707244289330447e-08,0.361642062664032|4.091884520107669e-08,1,-2.9777853516321784e-09|Freefall
-569.7890014648438,448.8344421386719,325.4898986816406|0.9323170185089111,-7.637510179847595e-08,0.361642062664032|7.287023606750154e-08,1,2.3329533860305673e-08|Landed
-569.7872314453125,448.8309326171875,325.4906311035156|0.9323171377182007,-1.1564416979581438e-07,0.3616417348384857|1.0479433143473216e-07,1,4.961433930361636e-08|Landed
-569.7872314453125,448.9085693359375,325.4906311035156|0.932317316532135,-1.0831863050952961e-07,0.3616412878036499|9.60318686793471e-08,1,5.194775809513885e-08|Landed
-569.7872314453125,449.0033874511719,325.4906311035156|0.9323168992996216,-6.55067680099819e-08,0.36164239048957825|5.421498272539793e-08,1,4.1370217473968296e-08|Running
-569.7872314453125,449.03662109375,325.4906311035156|0.9323172569274902,-3.984159491210448e-08,0.3616414964199066|2.9146363544896303e-08,1,3.5028996592245676e-08|Running
-569.7872314453125,449.0632629394531,325.4906311035156|0.9323172569274902,-5.646952683235895e-09,0.3616414964199066|-4.253521534991478e-09,1,2.658042497216684e-08|Running
-569.7872314453125,449.080322265625,325.4906311035156|0.9316840171813965,3.704602846710259e-08,0.3632696866989136|-4.600967073997708e-08,1,1.6022386972736058e-08|Running
