Mt Newbie|true|53710
6222.7607421875,834.3929443359375,1268.243408203125|0.024412747472524643,0,0.999701976776123|9.901672370915549e-08,1,-2.4179909186017312e-09|Freefall
6222.7724609375,833.6234130859375,1268.743408203125|0.024412747472524643,0,0.999701976776123|5.7598391833835194e-08,1,-1.4065542064400915e-09|Landed
6222.7841796875,832.7993774414062,1269.243408203125|0.022460754960775375,0,0.9997477531433105|1.6317661888365365e-08,1,-3.6659950075623726e-10|Landed
6222.7958984375,832.1922607421875,1269.743408203125|0.022460754960775375,0,0.9997477531433105|-2.4912331753057515e-08,1,5.596909602445521e-10|Running
6222.8076171875,833.0679931640625,1270.243408203125|0.020508507266640663,0,0.9997897148132324|-6.598303059490718e-08,1.0000001192092896,1.3534980913831873e-09|Running
6222.8173828125,833.892578125,1270.743408203125|0.019041839987039566,0,0.9998186826705933|-6.698180499142836e-08,1,1.2756882217246357e-09|Running
6222.8271484375,834.6626586914062,1271.243408203125|0.019041839987039566,0,0.9998186826705933|-6.796353346771866e-08,1,1.294385487682348e-09|Running
6222.8369140625,835.3782348632812,1271.743408203125|0.019041839987039566,0,0.9998186826705933|-6.893233717164549e-08,1,1.3128365061731984e-09|Running
6222.8466796875,836.039306640625,1272.243408203125|0.019041839987039566,0,0.9998186826705933|-6.989559153680602e-08,1,1.3311820534767094e-09|Running
6222.8564453125,836.6458740234375,1272.743408203125|0.019041839987039566,0,0.9998186826705933|-7.085730402422996e-08,1,1.3494980688477654e-09|Running
6222.8662109375,837.1979370117188,1273.243408203125|0.019041839987039566,0,0.9998186826705933|-7.181812122780684e-08,1,1.367797208828847e-09|Running
6222.8759765625,837.6954956054688,1273.743408203125|0.019041839987039566,0,0.9998186826705933|-7.277810709638288e-08,1,1.3860803615983741e-09|Running
6222.8857421875,838.1386108398438,1274.243408203125|0.019041839987039566,0,0.9998186826705933|-7.373726162995808e-08,1,1.4043477492009515e-09|Running
6222.8955078125,838.5272216796875,1274.743408203125|0.019041839987039566,0,0.9998186826705933|-7.469560614481452e-08,1,1.4225997047034866e-09|Running
6222.9052734375,838.8612670898438,1275.243408203125|0.019041839987039566,0,0.9998186826705933|-7.565313353552483e-08,1,1.440836117083677e-09|Running
6222.9150390625,839.1408081054688,1275.743408203125|0.019041839987039566,0,0.9998186826705933|-7.660985090751637e-08,1,1.4590569863415226e-09|Running
6222.9248046875,839.3659057617188,1276.243408203125|0.019041839987039566,0,0.9998186826705933|-7.756573694450708e-08,1,1.477262201454721e-09|Running
6222.9345703125,839.5364990234375,1276.743408203125|0.019041839987039566,0,0.9998186826705933|-7.852080585735166e-08,1,1.4954517624232722e-09|Freefall
6222.9443359375,839.652587890625,1277.243408203125|0.019041839987039566,0,0.9998186826705933|-7.947507185690483e-08,1,1.5136260023140835e-09|Freefall
6222.9541015625,839.7141723632812,1277.743408203125|0.019041839987039566,0,0.9998186826705933|-8.042850652145717e-08,1,1.5317844770379452e-09|Freefall
6222.9638671875,839.7212524414062,1278.243408203125|0.019041839987039566,0,0.9998186826705933|-8.138114537814545e-08,1,1.5499277417063695e-09|Freefall
6222.9736328125,839.673828125,1278.743408203125|0.019041839987039566,0,0.9998186826705933|-8.233296000526025e-08,1,1.5680553522301466e-09|Freefall
6222.9833984375,839.5718994140625,1279.243408203125|0.019041839987039566,0,0.9998186826705933|-8.328395750822892e-08,1,1.586167419631579e-09|Freefall
6222.9931640625,839.4154663085938,1279.743408203125|0.019041839987039566,0,0.9998186826705933|-8.423414499247883e-08,1,1.604264054932969e-09|Freefall
6223.0029296875,839.2045288085938,1280.243408203125|0.019041839987039566,0,0.9998186826705933|-8.518352245800997e-08,1,1.6223451471120143e-09|Freefall
6223.0126953125,838.9391479492188,1280.743408203125|0.019041839987039566,0,0.9998186826705933|-8.613208990482235e-08,1,1.6404109182133197e-09|Freefall
6223.0224609375,838.6192016601562,1281.243408203125|0.019041839987039566,0,0.9998186826705933|-8.707984733291596e-08,1,1.658461257214583e-09|Freefall
6223.0322265625,838.2447509765625,1281.743408203125|0.019041839987039566,0,0.9998186826705933|-8.80267947422908e-08,1,1.6764961641158038e-09|Freefall
6223.0419921875,837.8157958984375,1282.243408203125|0.019041839987039566,0,0.9998186826705933|-8.897293213294688e-08,1,1.6945156389169824e-09|Freefall
6223.0517578125,837.3323974609375,1282.743408203125|0.017577555030584335,0,0.9998455047607422|-8.995478140150226e-08,1,1.5814294318516886e-09|Freefall
6223.06005859375,836.7944946289062,1283.243408203125|0.014160465449094772,0,0.9998997449874878|-9.090893371421771e-08,1,1.2874419308417373e-09|Freefall
6223.06787109375,836.2020874023438,1283.743408203125|0.010741567239165306,0,0.9999423027038574|-9.184651617033524e-08,1,9.866324424123718e-10|Freefall
6223.07373046875,835.5551147460938,1284.243408203125|0.00878872349858284,0,0.9999613761901855|-9.271348488937292e-08,1,8.148646757355493e-10|Freefall
6223.07763671875,834.8536987304688,1284.743408203125|0.005371016450226307,0,0.9999855756759644|-9.356616459399447e-08,1,5.025526661484037e-10|Freefall
6223.080078125,834.0977783203125,1285.243408203125|0.0019531212747097015,0,0.9999980926513672|-9.437930970079833e-08,1,1.8433458925937174e-10|Freefall
6223.0810546875,833.0762329101562,1285.868408203125|-0.0019531212747097015,0,0.9999980926513672|-3.365483536299507e-08,1,-6.573210031834975e-11|Landed
6223.08056640625,832.1976928710938,1286.368408203125|-0.005371016450226307,0,0.9999855756759644|1.4612795418145197e-08,1,7.848669630883265e-11|Landed
6223.0791015625,832.0800170898438,1286.743408203125|-0.007324022240936756,0,0.9999731779098511|4.09715497085017e-08,1,3.000845683054365e-10|Running
6223.0771484375,832.9454956054688,1287.243408203125|-0.007324022240936756,0,0.9999731779098511|5.021900761903453e-08,1,3.678150006791725e-10|Running
6223.0732421875,833.7564697265625,1287.743408203125|-0.007324022240936756,0,0.9999731779098511|5.9459068779688096e-08,1,4.3549122641373117e-10|Running
6223.0693359375,834.512939453125,1288.243408203125|-0.007324022240936756,0,0.9999731779098511|6.869080948490591e-08,1,5.031065009042379e-10|Running
6223.0654296875,835.21484375,1288.743408203125|-0.007324022240936756,0,0.9999731779098511|7.791470579832094e-08,1,5.706643491087959e-10|Running
6223.0615234375,835.8623046875,1289.243408203125|-0.007324022240936756,0,0.9999731779098511|8.713075061450581e-08,1,6.381646877606784e-10|Running
6223.0576171875,836.4552612304688,1289.743408203125|-0.007324022240936756,0,0.9999731779098511|7.849594396702742e-08,1,5.749214437855699e-10|Running
6223.0537109375,836.9937133789062,1290.243408203125|-0.007324022240936756,0,0.9999731779098511|5.203309427770364e-08,1,3.8110176125982775e-10|Running
6223.0498046875,837.4776611328125,1290.743408203125|-0.007324022240936756,0,0.9999731779098511|2.559279543845605e-08,1,1.8744722440899864e-10|Running
6223.0458984375,837.9071044921875,1291.243408203125|-0.007324022240936756,0,0.9999731779098511|-8.249821381589584e-10,1,-6.042349780244205e-12|Running
6223.0419921875,838.2821044921875,1291.743408203125|-0.007324022240936756,0,0.9999731779098511|-2.7220270482075648e-08,1,-1.9936721717961348e-10|Running
6223.0380859375,838.6025390625,1292.243408203125|-0.007324022240936756,0,0.9999731779098511|-5.3593080195923903e-08,1,-3.9252745498430386e-10|Running
6223.0341796875,838.8684692382812,1292.743408203125|-0.007324022240936756,0,0.9999731779098511|-7.994341899575375e-08,1,-5.855230744700179e-10|Running
6223.0302734375,839.0798950195312,1293.243408203125|-0.007324022240936756,0,0.9999731779098511|-6.75497773272582e-08,1,-4.947493525975233e-10|Running
6223.021484375,839.3564453125,1294.368408203125|-0.007324022240936756,0,0.9999731779098511|-3.970249551343841e-08,1,-2.907897533876991e-10|Freefall
6223.0205078125,839.3701171875,1294.493408203125|-0.007324022240936756,0,0.9999731779098511|-3.6611858433843736e-08,1,-2.6815324960516307e-10|Freefall
6223.0185546875,839.3873291015625,1294.743408203125|-0.007324022240936756,0,0.9999731779098511|-3.0432147468673065e-08,1,-2.228917050928203e-10|Freefall
6223.015625,839.3875122070312,1295.118408203125|-0.007324022240936756,0,0.9999731779098511|-2.116752462200111e-08,1,-1.5503558159490893e-10|Freefall
6223.0107421875,839.3197021484375,1295.743408203125|-0.007324022240936756,0,0.9999731779098511|-5.7396394304021214e-09,1,-4.203837625227358e-11|Freefall
6223.0068359375,839.2041625976562,1296.243408203125|-0.007324022240936756,0,0.9999731779098511|6.590821222118848e-09,1,4.827261507189817e-11|Freefall
6223.0029296875,839.0341186523438,1296.743408203125|-0.007324022240936756,0,0.9999731779098511|1.8910675692040968e-08,1,1.3850592894826264e-10|Freefall
6222.9990234375,838.8095703125,1297.243408203125|-0.007324022240936756,0,0.9999731779098511|3.1220114493635265e-08,1,2.2866294968615364e-10|Freefall
6222.9951171875,838.530517578125,1297.743408203125|-0.007324022240936756,0,0.9999731779098511|4.3519030157312955e-08,1,3.1874289319056004e-10|Freefall
6222.9912109375,838.1969604492188,1298.243408203125|-0.007324022240936756,0,0.9999731779098511|5.580785966685653e-08,1,4.0874895135267764e-10|Freefall
6222.9873046875,837.8088989257812,1298.743408203125|-0.0058592744171619415,0,0.9999828338623047|6.809344199609768e-08,1,3.9898503945146047e-10|Freefall
6222.98486328125,837.3663330078125,1299.243408203125|-0.0024413990322500467,0,0.9999970197677612|8.045101651532605e-08,1,1.9641362147826413e-10|Freefall
6222.982421875,836.8692626953125,1299.743408203125|-0.0004882811917923391,0,0.9999998807907104|9.28664931620915e-08,1,4.534496736430249e-11|Freefall
6222.982421875,836.3177490234375,1300.243408203125|0.0029296749271452427,0,0.9999957084655762|7.644093358294413e-08,1,-2.2394804066738772e-10|Freefall
6222.98388671875,835.7117309570312,1300.743408203125|0.0029296749271452427,0,0.9999957084655762|5.042987893943973e-08,1,-1.477437894248368e-10|Freefall
6222.99072265625,833.1613159179688,1302.493408203125|0.004394488874822855,0,0.9999903440475464|-4.0458214556338135e-08,1,1.777948899217563e-10|Freefall
6222.99853515625,832.2799072265625,1304.493408203125|0.008300495333969593,0,0.9999655485153198|-2.4481684235411194e-08,1,2.0321710980653052e-10|Landed
6223.00341796875,832.3302612304688,1305.118408203125|0.008300495333969593,0,0.9999655485153198|-7.009692826187575e-09,1,5.818592829776037e-11|Landed
6223.00732421875,832.3510131835938,1305.618408203125|0.008300495333969593,0,0.9999655485153198|6.952100672918959e-09,1,-5.770786626335678e-11|Running
6223.01123046875,832.3624267578125,1306.118408203125|0.010253367014229298,0,0.9999474287033081|2.0950725598822828e-08,1,-2.14826767486187e-10|Running
6223.0166015625,832.3685913085938,1306.618408203125|0.010253367014229298,0,0.9999474287033081|3.4934011239329266e-08,1,-3.5821007271508165e-10|Running
6223.0224609375,832.3720092773438,1307.118408203125|0.010253367014229298,0,0.9999474287033081|4.890534555102022e-08,1,-5.014708093220577e-10|Running
6223.0283203125,832.3738403320312,1307.618408203125|0.010253367014229298,0,0.9999474287033081|5.419496318381789e-08,1,-5.557100890563049e-10|Running
6223.0341796875,832.3748168945312,1308.118408203125|0.010253367014229298,0,0.9999474287033081|3.348181820683749e-08,1,-3.4331940068632605e-10|Running
6223.03857421875,832.375244140625,1308.493408203125|0.010253367014229298,0,0.9999474287033081|1.7958567966047667e-08,1,-1.8414547664491465e-10|Running
6223.04443359375,832.3755493164062,1308.993408203125|0.010253367014229298,0,0.9999474287033081|-2.723898662182478e-09,1,2.7930600540737593e-11|Running
6223.05029296875,832.3757934570312,1309.493408203125|0.010253367014229298,0,0.9999474287033081|-2.3388409431390755e-08,1,2.398225507072027e-10|Running
6223.0576171875,832.3757934570312,1310.118408203125|0.010253367014229298,0,0.9999474287033081|-4.919420959481613e-08,1,5.044328288406064e-10|Running
6223.06201171875,832.3757934570312,1310.493408203125|0.010253367014229298,0,0.9999474287033081|-4.7157548976883845e-08,1,4.835490896581973e-10|Running
6223.0693359375,832.3757934570312,1311.118408203125|0.008300495333969593,0,0.9999655485153198|-2.92336839180507e-08,1,2.42662417937467e-10|Running
6223.072265625,832.3757934570312,1311.493408203125|0.008300495333969593,0,0.9999655485153198|-1.8497809506357044e-08,1,1.5354627291852552e-10|Running
6223.0771484375,832.3757934570312,1312.118408203125|0.008300495333969593,0,0.9999655485153198|-6.199753488367321e-10,1,5.146280103451861e-12|Running
6223.080078125,832.3757934570312,1312.493408203125|0.008300495333969593,0,0.9999655485153198|1.0097557456845152e-08,1,-8.381761951170574e-11|Running
6223.0908203125,832.3757934570312,1313.868408203125|0.008300495333969593,0,0.9999655485153198|4.9336446039660586e-08,1,-4.0953104796237483e-10|Running
6223.0947265625,832.3757934570312,1314.368408203125|0.0068357777781784534,0,0.999976634979248|4.688676824571303e-08,1,-3.205150034268911e-10|Running
6223.103515625,832.3757934570312,1315.493408203125|0.0068357777781784534,0,0.999976634979248|3.822623106941592e-09,1,-2.61312117777468e-11|Running
6223.1044921875,832.3757934570312,1315.618408203125|0.0068357777781784534,0,0.999976634979248|-9.571694548071719e-10,1,6.543150136290032e-12|Running
6223.1083984375,832.3757934570312,1316.118408203125|0.0068357777781784534,0,0.999976634979248|-2.0066126538154094e-08,1,1.3717078861663623e-10|Running
6223.1123046875,832.3757934570312,1316.618408203125|0.0068357777781784534,0,0.999976634979248|-3.915875979032535e-08,1,2.6768684491251804e-10|Running
6223.115234375,832.3757934570312,1316.993408203125|0.0068357777781784534,0,0.999976634979248|-5.346753084722877e-08,1,3.6550071302876574e-10|Running
6223.1201171875,832.3757934570312,1317.618408203125|0.0068357777781784534,0,0.999976634979248|-3.488975153231877e-08,1,2.3850416086546034e-10|Running
6223.1240234375,832.3757934570312,1318.118408203125|0.0068357777781784534,0,0.999976634979248|-2.0041802883952187e-08,1,1.370045188409108e-10|Running
6223.126953125,832.3757934570312,1318.493408203125|0.0068357777781784534,0,0.999976634979248|-8.914167182183519e-09,1,6.09366931914046e-11|Running
6223.130859375,832.3757934570312,1318.993408203125|0.0048827542923390865,0,0.9999880790710449|5.85959814003445e-09,1,-2.8611318175775224e-11|Running
6223.13330078125,832.3757934570312,1319.618408203125|0.0048827542923390865,0,0.9999880790710449|2.4304767975991126e-08,1,-1.1867562488276917e-10|Running
6223.134765625,832.3757934570312,1319.993408203125|0.0048827542923390865,0,0.9999880790710449|3.53624187710011e-08,1,-1.7266806040527882e-10|Running
6223.13671875,832.3757934570312,1320.493408203125|0.0048827542923390865,0,0.9999880790710449|5.009493619922978e-08,1,-2.446041702519608e-10|Running
6223.13916015625,832.3757934570312,1321.118408203125|0.0034179487265646458,0,0.999994158744812|3.621227051553433e-08,1,-1.2377240898864272e-10|Running
6223.140625,832.3757934570312,1321.493408203125|0.0034179487265646458,0,0.999994158744812|2.3035124030457155e-08,1,-7.873333235375313e-11|Running
6223.142578125,832.3757934570312,1321.993408203125|0.0034179487265646458,0,0.999994158744812|5.478717923779186e-09,1,-1.872608665354214e-11|Running
6223.14453125,832.3757934570312,1322.493408203125|0.0034179487265646458,0,0.999994158744812|-1.2062698395709504e-08,1,4.122992572352935e-11|Running
6223.14697265625,832.3757934570312,1323.118408203125|0.0034179487265646458,0,0.999994158744812|-3.396840853042704e-08,1,1.1610296057895653e-10|Running
6223.14892578125,832.3757934570312,1323.618408203125|0.0034179487265646458,0,0.999994158744812|-5.147614245970544e-08,1,1.7594384282837439e-10|Running
6223.15087890625,832.3757934570312,1324.118408203125|0.0034179487265646458,0,0.999994158744812|-3.666359305043443e-08,1,1.2531500837020815e-10|Running
6223.15283203125,832.3757934570312,1324.618408203125|0.0034179487265646458,0,0.999994158744812|-2.1863682420075747e-08,1,7.472938240438154e-11|Running
6223.15478515625,832.3757934570312,1325.118408203125|0.0034179487265646458,0,0.999994158744812|-7.076403907291251e-09,1,2.418692676697809e-11|Running
6223.15625,832.3757934570312,1325.493408203125|0.0034179487265646458,0,0.999994158744812|4.0057712702434856e-09,1,-1.3691601671861342e-11|Running
6223.15869140625,832.3757934570312,1326.118408203125|0.0034179487265646458,0,0.999994158744812|2.2460298509940912e-08,1,-7.67685984226496e-11|Running
6223.16064453125,832.3757934570312,1326.618408203125|0.0034179487265646458,0,0.999994158744812|3.720974461884907e-08,1,-1.2718173736381289e-10|Running
6223.162109375,832.3757934570312,1326.993408203125|0.0034179487265646458,0,0.999994158744812|4.82635655885133e-08,1,-1.6496334853677297e-10|Running
6223.1640625,832.3757934570312,1327.493408203125|0.0034179487265646458,0,0.999994158744812|4.640331141558818e-08,1,-1.5860505964138127e-10|Running
6223.16650390625,832.3757934570312,1328.118408203125|0.0034179487265646458,0,0.999994158744812|2.335670146180746e-08,1,-7.983247396481374e-11|Running
