paralel|true|1828
-715.3933715820312,-217.06712341308594,-92.55123138427734|0.9845858812332153,-3.393655134686924e-08,-0.17490175366401672|3.3360663564963033e-08,1,-6.232714788723115e-09|Running
-713.9500122070312,-217.06712341308594,-92.80929565429688|0.984476625919342,-7.099678356325967e-08,-0.17551587522029877|6.975414379439826e-08,1,-1.3249263908221565e-08|Running
-712.9577026367188,-217.06712341308594,-92.98709106445312|0.9844210147857666,4.437915990251895e-08,-0.17582722008228302|-4.3611915856445194e-08,1,8.22778734033136e-09|Running
-711.5143432617188,-217.06712341308594,-93.24576568603516|0.9843703508377075,3.8850711092663914e-08,-0.1761108785867691|-3.8170021809946775e-08,1,7.252676237357036e-09|Running
-710.5220336914062,-217.06712341308594,-93.42359924316406|0.9843534827232361,-3.643682688903027e-08,-0.17620506882667542|3.5815308052633554e-08,1,-6.7075358600732216e-09|Running
-709.0786743164062,-217.06712341308594,-93.68226623535156|0.9843405485153198,-9.13810893621303e-08,-0.17627719044685364|8.980635612942933e-08,1,-1.6911160471977382e-08|Running
-708.0831909179688,-217.06712341308594,-93.8437271118164|0.9853006601333618,1.0313599574374166e-07,-0.17082922160625458|-1.0133990713256935e-07,1,1.9233960202313938e-08|Running
-706.633056640625,-217.06712341308594,-94.06214904785156|0.9872484803199768,1.325913814298474e-07,-0.15918661653995514|-1.305588455124962e-07,1,2.3226510492690977e-08|Running
-705.6341552734375,-217.06712341308594,-94.20121002197266|0.9885101318359375,1.285915658399972e-07,-0.1511547863483429|-1.268060003667415e-07,1,2.1451855403142872e-08|Running
-704.1800537109375,-217.06712341308594,-94.3924789428711|0.9901632070541382,1.1809500222170755e-07,-0.1399170309305191|-1.1667214039334795e-07,1,1.837185692465937e-08|Running
-702.7249145507812,-217.06712341308594,-94.57325744628906|0.9914222955703735,1.2743825550387555e-07,-0.13069763779640198|-1.2609483235337393e-07,1,1.8554523251168575e-08|Running
-701.8137817382812,-217.06712341308594,-94.67509460449219|0.9922721982002258,1.182584554726418e-07,-0.12408005446195602|-1.1710687175536805e-07,1,1.6574459138496422e-08|Running
-700.3538818359375,-217.06712341308594,-94.81786346435547|0.9939430356025696,1.3158411604763387e-07,-0.10989629477262497|-1.3054808789547678e-07,1,1.6622530907284272e-08|Running
-699.2568359375,-217.06712341308594,-94.9005126953125|0.9953852891921997,1.7279248254453705e-07,-0.09595893323421478|-1.7170248156617163e-07,1,1.9616164692592974e-08|Running
-697.7929077148438,-217.06712341308594,-94.9886703491211|0.9970619678497314,1.7624040538066765e-07,-0.07659915089607239|-1.7548480002460565e-07,1,1.6595414820130827e-08|Running
-696.7858276367188,-217.06712341308594,-95.03797912597656|0.997829258441925,1.411407168916412e-07,-0.06585390865802765|-1.406824736704948e-07,1,1.159589579913245e-08|Running
-695.3199462890625,-217.06712341308594,-95.093505859375|0.9987131953239441,1.4235159540021414e-07,-0.0507139191031456|-1.4204753995272767e-07,1,9.599686379146988e-09|Running
-694.3115844726562,-217.06712341308594,-95.11141967773438|0.999258816242218,1.5267468711499532e-07,-0.03849399462342262|-1.5245971951571846e-07,1,8.52009218732519e-09|Running
-692.8447265625,-217.06712341308594,-95.12200164794922|0.9997684359550476,1.3200944692925987e-07,-0.021519936621189117|-1.3193056247473578e-07,1,5.085558640871568e-09|Running
-692.0196533203125,-217.06712341308594,-95.1276626586914|0.9998664855957031,1.2166863427864882e-07,-0.016339000314474106|-1.2162472273757885e-07,1,3.681186022674865e-09|Running
-690.5528564453125,-217.06712341308594,-95.1377182006836|0.9999390840530396,9.774462483846946e-08,-0.011037912219762802|-9.772539044661244e-08,1,2.2821817768914343e-09|Running
-689.727783203125,-217.06712341308594,-95.14339447021484|0.9999545216560364,8.193843825665681e-08,-0.009539609774947166|-8.19245471461727e-08,1,1.8470965867933842e-09|Running
-688.260986328125,-217.06712341308594,-95.15350341796875|0.9999676942825317,-5.13322113704362e-08,-0.008038723841309547|5.1323510774636816e-08,1,-1.2885951194974155e-09|Running
-687.527587890625,-217.06556701660156,-95.1596450805664|0.9999678730964661,-1.0787321258476368e-07,-0.008016342297196388|1.0785557691406211e-07,1,-2.632247975142832e-09|Running
-686.060791015625,-217.0564727783203,-95.16929626464844|0.9999732971191406,3.176779728164547e-08,-0.00730926776304841|-3.1762983354610697e-08,1,7.747198438323721e-10|Running
-684.593994140625,-217.0418243408203,-95.17601013183594|0.9999827146530151,5.968614402718231e-08,-0.005883317906409502|-5.967909544324357e-08,1,1.3731265013916527e-09|Running
-683.127197265625,-217.02650451660156,-95.17750549316406|0.9999945163726807,3.275548365877512e-08,-0.0033124692272394896|-3.275494719900962e-08,1,2.1599391719639982e-10|Running
-681.660400390625,-217.00558471679688,-95.1816635131836|0.9999958872795105,7.540037927356025e-08,-0.002874334342777729|-7.539993873706408e-08,1,2.6033941669112437e-10|Running
-680.560302734375,-216.98947143554688,-95.18795013427734|0.999992311000824,1.1658588761065403e-07,-0.003915767651051283|-1.1658493548338811e-07,1,4.722528479383925e-10|Running
-679.093505859375,-216.96815490722656,-95.20301055908203|0.9999738931655884,3.5413858512356455e-08,-0.007229914423078299|-3.5403132869760157e-08,1,1.6117036594209821e-09|Running
-678.0850830078125,-216.95677185058594,-95.21560668945312|0.9999571442604065,6.904916460825916e-08,-0.009260185062885284|-6.900879157001327e-08,1,4.6789954133430456e-09|Running
-676.6182861328125,-216.9410400390625,-95.24009704589844|0.9999127388000488,1.0556813379025698e-07,-0.013209009543061256|-1.0554243345950454e-07,1,2.642548180276094e-09|Running
-675.6105346679688,-216.92959594726562,-95.26560974121094|0.9998453259468079,1.0775514169836242e-07,-0.01758929342031479|-1.0773626968330063e-07,1,2.020422273929512e-09|Running
-674.236328125,-216.9122314453125,-95.30751037597656|0.9997096061706543,1.1769982677378721e-07,-0.024098889902234077|-1.1761384399733288e-07,1,4.98532548576236e-09|Running
-673.3201904296875,-216.89962768554688,-95.33562469482422|0.9996464848518372,1.1395317045526099e-07,-0.026587212458252907|-1.1385823484033608e-07,1,5.0846127308545874e-09|Running
-671.8543701171875,-216.87957763671875,-95.38058471679688|0.9995830059051514,-1.3556991085295067e-08,-0.028876187279820442|1.354175704904037e-08,1,-7.231187315603904e-10|Running
-670.4801635742188,-216.85887145996094,-95.4227066040039|0.9995536208152771,-8.012082730601833e-08,-0.02987482026219368|8.004011675666334e-08,1,-3.897338451963606e-09|Running
-669.5640869140625,-216.84371948242188,-95.4511947631836|0.9995405673980713,-1.1733204274833042e-07,-0.030308376997709274|1.1721341053316792e-07,1,-5.690834470328809e-09|Running
-668.1898803710938,-216.8209228515625,-95.49400329589844|0.9995279312133789,2.2527757437273976e-08,-0.030723238363862038|-2.2504510255316745e-08,1,1.1024449131369352e-09|Running
-667.2737426757812,-216.80621337890625,-95.52253723144531|0.9995235204696655,8.773270820938706e-08,-0.03086729720234871|-8.764271086647568e-08,1,4.26868096425892e-09|Running
-665.8079223632812,-216.7832794189453,-95.56819915771484|0.9995194673538208,1.1664834431712734e-08,-0.030997002497315407|-1.165302787597966e-08,1,5.615522491453362e-10|Running
-664.9833984375,-216.7704315185547,-95.59452056884766|0.9995114803314209,-3.0399601058661574e-08,-0.03125360608100891|3.0367907299932995e-08,1,-1.488753897938011e-09|Running
-664.6171264648438,-216.7647247314453,-95.6092529296875|0.9994799494743347,-4.138024323196987e-08,-0.0322466604411602|4.1335859179980616e-08,1,-2.0431085712147024e-09|Running
-663.9762573242188,-216.75457763671875,-95.6373519897461|0.9993915557861328,2.0485693141836236e-08,-0.034878116101026535|-2.0469315131776966e-08,1,8.266478057628035e-10|Running
-663.0607299804688,-216.73992919921875,-95.68252563476562|0.9992135763168335,1.1378885744761646e-07,-0.03965083137154579|-1.1365006713504044e-07,1,5.754486220865829e-09|Running
-662.0548706054688,-216.72384643554688,-95.74872589111328|0.998801052570343,1.346311222505392e-07,-0.048953745514154434|-1.343959326050026e-07,1,8.095924819429001e-09|Running
-661.5064697265625,-216.7153778076172,-95.78963470458984|0.9985279440879822,1.3612057614409423e-07,-0.054240159690380096|-1.3583547797679785e-07,1,8.942577345294467e-09|Running
-660.7755126953125,-216.70419311523438,-95.84838104248047|0.9981224536895752,1.4022212724285055e-07,-0.061250269412994385|-1.398603188818015e-07,1,1.0194204591584821e-08|Running
-660.0446166992188,-216.6927947998047,-95.90911102294922|0.9977351427078247,1.2049110864609247e-07,-0.06726522743701935|-1.201194663735805e-07,1,9.569448344848297e-09|Running
-659.2228393554688,-216.6789093017578,-95.9828109741211|0.9972587823867798,1.343701399036945e-07,-0.073993019759655|-1.3388445552209305e-07,1,1.1524045717692388e-08|Running
-658.1285400390625,-216.6578369140625,-96.09100341796875|0.9964811205863953,1.3944145393907093e-07,-0.08381766080856323|-1.3881532368031912e-07,1,1.3297994705396832e-08|Running
-656.6704711914062,-216.6273956298828,-96.24322509765625|0.9954962730407715,1.1665454735521052e-07,-0.09480045735836029|-1.159953058049723e-07,1,1.2464560050773343e-08|Running
-655.2075805664062,-216.595458984375,-96.3377456665039|0.9967731237411499,1.3389596631441236e-07,-0.0802706852555275|-1.3328092052233842e-07,1,1.3019989530960174e-08|Running
-654.10888671875,-216.56137084960938,-96.37763977050781|0.9980282783508301,2.7760660259446013e-07,-0.06276589632034302|-2.76729053894087e-07,1,2.2674521815702064e-08|Running
-652.6431274414062,-216.5098876953125,-96.40399169921875|0.9992567896842957,2.737757540671737e-07,-0.0385466143488884|-2.7337563324181247e-07,1,1.5651101747948815e-08|Running
-651.17822265625,-216.45321655273438,-96.35916137695312|0.9999982118606567,6.755164463356778e-07,-0.0018958864966407418|-6.754873993486399e-07,1,1.594890086664691e-08|Running
-649.9910888671875,-216.38153076171875,-96.28573608398438|0.9996467232704163,5.570869348048291e-07,0.026578815653920174|-5.571940846493817e-07,1,-3.3747478145329524e-09|Running
-648.531005859375,-216.28787231445312,-96.18891143798828|0.9988019466400146,2.0222395846758445e-07,0.04893551766872406|-2.021534299956329e-07,1,-6.390441953385562e-09|Running
-647.070068359375,-216.19776916503906,-96.08905029296875|0.9981859922409058,1.2625106649011286e-07,0.060205407440662384|-1.2613203637101833e-07,1,-5.7774887096684324e-09|Running
-645.974365234375,-216.1470489501953,-96.00817108154297|0.9978234171867371,1.1629764884446558e-07,0.06594225764274597|-1.1616198491992691e-07,1,-5.891487742104573e-09|Running
-644.513427734375,-216.08433532714844,-95.90125274658203|0.9975477457046509,6.857063539200681e-08,0.06998930871486664|-6.843841049430921e-08,1,-4.287155519477892e-09|Running
-643.051513671875,-216.03036499023438,-95.79595184326172|0.9974622130393982,1.1902476160230435e-07,0.07119803875684738|-1.1874152505697566e-07,1,-8.210663260399542e-09|Running
-641.8621826171875,-216.0249786376953,-95.72083282470703|0.9976876378059387,6.981933609040425e-08,0.06796629726886749|-6.971577448666721e-08,1,-3.895711309098715e-09|Running
-640.3983154296875,-216.02255249023438,-95.63544464111328|0.9980294704437256,9.661568611818439e-08,0.06274678558111191|-9.653314947399849e-08,1,-4.3469445820676356e-09|Running
-639.390625,-216.0205841064453,-95.59468078613281|0.9984958171844482,1.2163400242570788e-07,0.05482792481780052|-1.2152057138337113e-07,1,-5.402831959600007e-09|Running
-637.9248046875,-216.0177459716797,-95.55644226074219|0.9992195963859558,1.4527728353641578e-07,0.03950002044439316|-1.4522744606892957e-07,1,-4.130928044077109e-09|Running
-636.641357421875,-216.01522827148438,-95.55038452148438|0.9997321367263794,1.699584970538126e-07,0.023145446553826332|-1.6995331009184156e-07,1,-2.190987391514909e-09|Running
-635.1746215820312,-216.01235961914062,-95.57266998291016|0.9999969601631165,2.027076675403805e-07,0.002474903129041195|-2.0271201606192335e-07,1,1.5067886938169295e-09|Running
-633.7088012695312,-216.00950622558594,-95.61714935302734|0.9998785853385925,1.4630232669787802e-07,-0.01558220386505127|-1.4626007782680972e-07,1,3.851379215547013e-09|Running
-632.2439575195312,-216.00662231445312,-95.68602752685547|0.9994651079177856,1.3532890363876504e-07,-0.03270376846194267|-1.3520885033813101e-07,1,5.88234350118455e-09|Running
-630.7800903320312,-216.00460815429688,-95.77676391601562|0.9988155961036682,1.1676035427399256e-07,-0.04865598678588867|-1.1655934173404603e-07,1,6.968632337844838e-09|Running
-629.3171997070312,-216.00607299804688,-95.88744354248047|0.9979925751686096,1.3523924735636683e-07,-0.06333140283823013|-1.348704472547979e-07,1,1.009848027422322e-08|Running
-628.0388793945312,-216.00477600097656,-95.99748229980469|0.9972434639930725,1.3302100398959738e-07,-0.07419878989458084|-1.3253749386876734e-07,1,1.1440348224311947e-08|Running
-626.578857421875,-216.00465393066406,-96.13371276855469|0.9964244365692139,1.2075656741217244e-07,-0.0844883918762207|-1.2019782502648013e-07,1,1.1700066693265398e-08|Running
-625.5751342773438,-216.00465393066406,-96.22765350341797|0.9961077570915222,1.1443869851746058e-07,-0.08814360201358795|-1.1383698961253685e-07,1,1.185330766872994e-08|Running
-624.1151733398438,-216.00465393066406,-96.36428833007812|0.9958520531654358,4.693637123409644e-08,-0.09098730236291885|-4.6628830574491076e-08,1,5.505765177105104e-09|Running
-623.2027587890625,-216.00465393066406,-96.44967651367188|0.9957736134529114,5.575009964786659e-08,-0.09184180200099945|-5.534918301464131e-08,1,6.912375560830242e-09|Running
-621.7427978515625,-216.00465393066406,-96.58711242675781|0.995678722858429,8.853184851886908e-08,-0.09286457300186157|-8.787218774841676e-08,1,1.1192438975626828e-08|Running
-620.830322265625,-216.00465393066406,-96.67302703857422|0.9956471920013428,1.1615757244953784e-07,-0.09320207685232162|-1.152933606363149e-07,1,1.4657016933483646e-08|Running
-619.370361328125,-216.00465393066406,-96.81047821044922|0.9956190586090088,-1.1426007695547469e-08,-0.0935022309422493|1.1338968874952116e-08,1,-1.4621479582643815e-09|Running
-617.910400390625,-216.00465393066406,-96.94792938232422|0.9956060647964478,-6.29087182346666e-08,-0.09364040940999985|6.243986661047529e-08,1,-7.936845847211771e-09|Running
-616.7241821289062,-216.00465393066406,-97.06063079833984|0.995570182800293,-1.6184296569576873e-08,-0.09402107447385788|1.6065548891219805e-08,1,-2.019918454720937e-09|Running
-615.26513671875,-216.00465393066406,-97.20791625976562|0.9952572584152222,9.554324975624695e-08,-0.0972781628370285|-9.491696317809328e-08,1,1.1065742100413445e-08|Running
-614.1736450195312,-216.00465393066406,-97.34346008300781|0.9942407608032227,1.3094704343075136e-07,-0.10716935247182846|-1.3004577681385854e-07,1,1.5398228470075992e-08|Running
-612.7196044921875,-216.00465393066406,-97.53765869140625|0.9926674365997314,1.3222290817793692e-07,-0.12087731063365936|-1.3106577512189688e-07,1,1.752331435511678e-08|Running
-611.72119140625,-216.00465393066406,-97.67900085449219|0.9917236566543579,1.2639577562367776e-07,-0.1283908486366272|-1.2514799152540945e-07,1,1.7785929173896875e-08|Running
-610.2700805664062,-216.00465393066406,-97.89364624023438|0.9904099702835083,1.1291115242784144e-07,-0.13815970718860626|-1.1163693613980286e-07,1,1.697179641269031e-08|Running
-609.1837768554688,-216.00465393066406,-98.06594848632812|0.9893248677253723,1.169239283171919e-07,-0.14572663605213165|-1.1547265188482925e-07,1,1.8417784630742062e-08|Running
-607.7363891601562,-216.00465393066406,-98.30135345458984|0.988088846206665,1.126235176229784e-07,-0.15388445556163788|-1.1105775854503008e-07,1,1.8771098453385093e-08|Running
-606.2928466796875,-216.00465393066406,-98.55887603759766|0.9862215518951416,1.3519829167307762e-07,-0.1654300093650818|-1.3307359836289834e-07,1,2.3926968850673802e-08|Running
-604.854248046875,-216.00465393066406,-98.84510803222656|0.9834281802177429,1.2590901121711795e-07,-0.181298166513443|-1.2357165246612567e-07,1,2.41875550699433e-08|Running
-603.7761840820312,-216.00465393066406,-99.06416320800781|0.9819603562355042,1.2878409449967876e-07,-0.18908679485321045|-1.26151164181465e-07,1,2.5959758787053033e-08|Running
-602.3386840820312,-216.00465393066406,-99.35648345947266|0.9808215498924255,1.0626472857211411e-07,-0.19490782916545868|-1.0390192528575426e-07,1,2.234636120590494e-08|Running
-601.0759887695312,-216.00465393066406,-99.58641815185547|0.982090413570404,1.1239026065368307e-07,-0.1884101778268814|-1.1002745736732322e-07,1,2.2999547155677647e-08|Running
-599.6296997070312,-216.00465393066406,-99.82938385009766|0.9843302965164185,1.2612464672656643e-07,-0.1763344258069992|-1.2378758640352316e-07,1,2.4253802521911894e-08|Running
